      0,0          137.312          4       34.328,0       32.976,0       32.704       38.656      2.890,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          128.704          4       32.176,0       31.200,0       31.168       35.136      1.973,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.248          3       36.416,0       35.680,0       34.880       38.688      2.007,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.000          3        5.333,0        5.152,0        4.096        6.752      1.337,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.904          4       32.976,0       32.128,0       31.552       36.096      2.097,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.992          3       36.330,0       35.904,0       34.720       38.368      1.861,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.480          3        5.493,0        5.472,0        4.096        6.912      1.408,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.216          4       32.304,0       31.472,0       31.232       35.040      1.833,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          110.432          3       36.810,0       36.384,0       34.880       39.168      2.175,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           15.904          3        5.301,0        5.344,0        3.936        6.624      1.344,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.496          4       32.624,0       31.856,0       31.168       35.616      2.020,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.800          3       36.266,0       35.872,0       34.560       38.368      1.934,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.704          3        5.568,0        5.376,0        4.608        6.720      1.069,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.344          4       32.336,0       31.360,0       31.168       35.456      2.082,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          110.080          3       36.693,0       36.160,0       34.720       39.200      2.287,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.352          3        5.450,0        5.632,0        4.032        6.688      1.337,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.240          4       32.560,0       31.952,0       31.168       35.168      1.779,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.280          3       36.426,0       35.648,0       34.336       39.296      2.570,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.064          3        5.354,0        5.344,0        4.064        6.656      1.296,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          140.384          4       35.096,0       33.904,0       33.760       38.816      2.481,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          117.440          3       39.146,0       38.880,0       36.960       41.600      2.331,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.400          3        7.466,0        7.808,0        6.400        8.192        943,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.560          4       32.640,0       31.584,0       31.168       36.224      2.421,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.864          3       36.288,0       35.904,0       34.528       38.432      1.980,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.512          3        5.504,0        5.472,0        4.224        6.816      1.296,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.072          4       32.768,0       32.080,0       31.200       35.712      2.006,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.696          3       36.565,0       35.840,0       34.912       38.944      2.111,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.384          3        5.461,0        5.504,0        4.064        6.816      1.376,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.464          4       32.616,0       32.000,0       31.232       35.232      1.786,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.536          3       36.512,0       36.032,0       34.720       38.784      2.074,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           15.968          3        5.322,0        5.440,0        3.968        6.560      1.300,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.272          4       32.568,0       31.584,0       31.136       35.968      2.301,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.856          3       36.618,0       36.064,0       34.368       39.424      2.573,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.448          3        5.482,0        5.440,0        4.064        6.944      1.440,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.520          4       32.880,0       32.064,0       31.840       35.552      1.785,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.992          3       36.330,0       35.904,0       34.624       38.464      1.955,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.768          3        5.589,0        5.440,0        4.448        6.880      1.222,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.368          4       32.592,0       32.096,0       31.168       35.008      1.670,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.352          3       36.117,0       35.392,0       34.624       38.336      1.959,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.928          3        5.642,0        5.504,0        4.736        6.688        983,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          145.184          4       36.296,0       35.296,0       34.624       39.968      2.491,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          121.184          3       40.394,0       39.488,0       39.296       42.400      1.739,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           23.008          3        7.669,0        8.032,0        6.528        8.448      1.010,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.848          4       32.712,0       31.760,0       31.264       36.064      2.260,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.376          3       36.458,0       36.096,0       35.136       38.144      1.536,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.128          3        5.376,0        5.440,0        3.872        6.816      1.473,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          136.704          4       34.176,0       33.232,0       32.992       37.248      2.060,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          116.736          3       38.912,0       38.304,0       37.312       41.120      1.975,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           17.504          3        5.834,0        5.408,0        4.800        7.296      1.301,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          136.960          4       34.240,0       33.360,0       32.768       37.472      2.186,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          114.720          3       38.240,0       37.568,0       36.224       40.928      2.422,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           23.328          3        7.776,0        8.064,0        6.304        8.960      1.351,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.976          4       32.744,0       31.728,0       31.520       36.000      2.172,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          110.368          3       36.789,0       36.320,0       35.552       38.496      1.527,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.544          3        5.514,0        5.472,0        4.288        6.784      1.248,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.656          4       32.664,0       32.080,0       31.168       35.328      1.829,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.312          3       36.437,0       35.808,0       34.400       39.104      2.414,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.128          3        5.376,0        5.312,0        4.032        6.784      1.377,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.264          4       32.816,0       32.048,0       31.136       36.032      2.186,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.576          3       36.192,0       35.872,0       34.400       38.304      1.971,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.448          3        5.482,0        5.312,0        4.352        6.784      1.224,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          145.504          4       36.376,0       35.408,0       34.464       40.224      2.603,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          122.624          3       40.874,0       40.352,0       38.560       43.712      2.615,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.400          3        7.466,0        8.000,0        6.272        8.128      1.036,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          137.920          4       34.480,0       33.568,0       32.800       37.984      2.366,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          114.848          3       38.282,0       37.024,0       36.032       41.792      3.079,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.848          3        7.616,0        7.968,0        6.400        8.480      1.083,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.464          4       32.616,0       31.792,0       31.168       35.712      2.102,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.408          3       36.469,0       35.872,0       35.200       38.336      1.651,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.640          3        5.546,0        5.312,0        4.544        6.784      1.138,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.816          4       32.704,0       31.904,0       31.168       35.840      2.125,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.864          3       36.288,0       35.808,0       34.688       38.368      1.886,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.448          3        5.482,0        5.280,0        4.512        6.656      1.086,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          142.752          4       35.688,0       34.544,0       34.368       39.296      2.406,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          121.376          3       40.458,0       39.552,0       38.080       43.744      2.938,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           23.648          3        7.882,0        8.256,0        6.336        9.056      1.397,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.400          4       32.600,0       31.968,0       31.200       35.264      1.814,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          110.272          3       36.757,0       35.808,0       35.168       39.296      2.221,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.000          3        5.333,0        5.280,0        4.064        6.656      1.296,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          143.328          4       35.832,0       34.672,0       34.432       39.552      2.488,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          120.224          3       40.074,0       39.712,0       37.888       42.624      2.388,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.496          3        7.498,0        8.000,0        6.432        8.064        924,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          136.032          4       34.008,0       32.848,0       32.704       37.632      2.417,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          114.816          3       38.272,0       37.728,0       36.064       41.024      2.524,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           21.152          3        7.050,0        6.560,0        6.368        8.224      1.020,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.784          4       32.696,0       31.904,0       31.136       35.840      2.128,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.376          3       36.458,0       35.904,0       34.464       39.008      2.322,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.288          3        5.429,0        5.440,0        4.192        6.656      1.232,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.808          4       32.952,0       31.760,0       31.616       36.672      2.482,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          110.368          3       36.789,0       36.480,0       34.912       38.976      2.049,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.800          3        5.600,0        5.504,0        4.672        6.624        979,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          136.128          4       34.032,0       32.816,0       32.800       37.696      2.442,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          114.688          3       38.229,0       37.696,0       36.256       40.736      2.287,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.848          3        7.616,0        8.192,0        6.336        8.320      1.110,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.344          4       32.336,0       31.392,0       31.168       35.392      2.040,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.920          3       36.640,0       36.160,0       34.944       38.816      1.980,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           15.840          3        5.280,0        5.184,0        4.096        6.560      1.234,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.240          4       32.560,0       31.504,0       31.200       36.032      2.327,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.792          3       36.597,0       36.032,0       34.336       39.424      2.590,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.928          3        5.642,0        5.504,0        4.160        7.264      1.556,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          144.000          4       36.000,0       35.072,0       34.720       39.136      2.116,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          120.704          3       40.234,0       39.392,0       38.592       42.720      2.189,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.240          3        7.413,0        7.840,0        6.240        8.160      1.028,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          143.232          4       35.808,0       34.704,0       34.656       39.168      2.240,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          119.552          3       39.850,0       39.072,0       37.984       42.496      2.354,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           23.136          3        7.712,0        8.160,0        6.624        8.352        947,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.688          4       32.672,0       32.064,0       31.200       35.360      1.837,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.256          3       36.085,0       35.552,0       34.368       38.336      2.037,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           15.936          3        5.312,0        5.280,0        3.904        6.752      1.424,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.144          4       32.536,0       31.648,0       31.360       35.488      1.973,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.480          3       36.160,0       35.552,0       34.720       38.208      1.821,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.320          3        5.440,0        5.536,0        4.320        6.464      1.075,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          144.320          4       36.080,0       34.896,0       34.432       40.096      2.697,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          122.912          3       40.970,0       40.608,0       38.656       43.648      2.515,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           24.000          3        8.000,0        7.968,0        6.336        9.696      1.680,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          136.320          4       34.080,0       32.736,0       32.672       38.176      2.731,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          113.792          3       37.930,0       36.992,0       36.000       40.800      2.533,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           23.104          3        7.701,0        7.968,0        6.272        8.864      1.316,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          147.776          4       36.944,0       35.664,0       35.616       40.832      2.592,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          122.848          3       40.949,0       40.224,0       38.944       43.680      2.449,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           21.344          3        7.114,0        6.944,0        6.336        8.064        876,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          128.800          4       32.200,0       31.280,0       31.136       35.104      1.939,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.728          3       36.576,0       35.520,0       34.944       39.264      2.345,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.128          3        5.376,0        5.504,0        3.936        6.688      1.380,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          136.672          4       34.168,0       32.848,0       32.736       38.240      2.715,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          115.264          3       38.421,0       36.928,0       36.512       41.824      2.954,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.976          3        7.658,0        8.000,0        6.368        8.608      1.158,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          256.512          4       64.128,0       62.944,0       62.336       68.288      2.800,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          214.368          3       71.456,0       70.848,0       68.960       74.560      2.849,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           29.440          3        9.813,0        9.792,0        8.640       11.008      1.184,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.424          4       32.856,0       32.144,0       31.136       36.000      2.150,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.440          3       36.480,0       35.840,0       34.464       39.136      2.400,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.576          3        5.525,0        5.568,0        4.192        6.816      1.312,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          135.488          4       33.872,0       32.816,0       32.704       37.152      2.187,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          114.272          3       38.090,0       37.344,0       36.416       40.512      2.147,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           23.040          3        7.680,0        7.968,0        6.560        8.512      1.007,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          255.104          4       63.776,0       62.384,0       62.336       68.000      2.816,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          212.352          3       70.784,0       70.080,0       68.640       73.632      2.569,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           29.568          3        9.856,0        9.760,0        8.512       11.296      1.394,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.400          4       32.600,0       31.568,0       31.200       36.064      2.320,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.376          3       36.458,0       35.904,0       34.560       38.912      2.228,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.128          3        5.376,0        5.472,0        4.000        6.656      1.330,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.600          4       32.400,0       31.488,0       31.136       35.488      2.066,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.344          3       36.448,0       35.936,0       34.560       38.848      2.189,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.416          3        5.472,0        5.280,0        4.288        6.848      1.290,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.592          4       32.648,0       31.712,0       31.168       36.000      2.249,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.024          3       36.341,0       35.456,0       35.168       38.400      1.788,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.320          3        5.440,0        5.504,0        4.032        6.784      1.377,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          137.248          4       34.312,0       33.056,0       32.768       38.368      2.708,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          114.560          3       38.186,0       37.728,0       36.032       40.800      2.416,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.560          3        7.520,0        7.936,0        6.368        8.256      1.010,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.632          4       32.408,0       31.280,0       31.168       35.904      2.332,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.760          3       36.586,0       36.032,0       34.784       38.944      2.134,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.096          3        5.365,0        5.280,0        4.032        6.784      1.378,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.008          4       32.752,0       31.792,0       31.168       36.256      2.367,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          110.272          3       36.757,0       36.032,0       35.360       38.880      1.868,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.032          3        5.344,0        5.184,0        4.256        6.592      1.176,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.056          4       32.264,0       31.296,0       31.168       35.296      2.023,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.768          3       36.256,0       35.840,0       34.368       38.560      2.126,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           15.968          3        5.322,0        5.152,0        4.032        6.784      1.383,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          145.376          4       36.344,0       35.328,0       34.752       39.968      2.471,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          123.296          3       41.098,0       39.744,0       39.168       44.384      2.859,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           21.728          3        7.242,0        7.968,0        5.536        8.224      1.483,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.104          4       32.776,0       32.048,0       31.168       35.840      2.084,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.736          3       36.245,0       35.840,0       34.560       38.336      1.920,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.288          3        5.429,0        5.280,0        4.224        6.784      1.286,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.440          4       32.360,0       31.488,0       31.360       35.104      1.833,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.600          3       36.533,0       36.064,0       34.912       38.624      1.900,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.288          3        5.429,0        5.280,0        4.256        6.752      1.254,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.568          4       32.392,0       31.616,0       31.200       35.136      1.840,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          110.592          3       36.864,0       36.352,0       35.136       39.104      2.032,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           15.776          3        5.258,0        5.152,0        4.032        6.592      1.283,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.144          4       32.536,0       31.936,0       31.168       35.104      1.754,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.568          3       36.522,0       35.904,0       35.296       38.368      1.626,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           17.312          3        5.770,0        5.856,0        4.640        6.816      1.090,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          136.096          4       34.024,0       32.976,0       32.832       37.312      2.194,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          115.776          3       38.592,0       37.888,0       37.056       40.832      1.984,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.816          3        7.605,0        8.192,0        6.368        8.256      1.072,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.264          4       32.816,0       32.096,0       31.136       35.936      2.128,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          110.080          3       36.693,0       35.872,0       34.560       39.648      2.641,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.544          3        5.514,0        5.472,0        4.192        6.880      1.344,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          136.128          4       34.032,0       32.944,0       32.704       37.536      2.341,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          114.624          3       38.208,0       38.016,0       36.032       40.576      2.278,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.784          3        7.594,0        7.968,0        6.400        8.416      1.058,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.888          4       32.472,0       31.584,0       31.136       35.584      2.108,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.600          3       36.533,0       35.808,0       34.368       39.424      2.604,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.096          3        5.365,0        5.408,0        3.872        6.816      1.472,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.368          4       32.592,0       31.792,0       31.200       35.584      2.036,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.640          3       36.213,0       35.872,0       34.272       38.496      2.132,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.192          3        5.397,0        5.440,0        4.064        6.688      1.312,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          136.672          4       34.168,0       32.784,0       32.672       38.432      2.843,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          115.104          3       38.368,0       37.664,0       36.896       40.544      1.923,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.720          3        7.573,0        8.096,0        6.368        8.256      1.046,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          136.288          4       34.072,0       33.168,0       32.768       37.184      2.101,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          113.920          3       37.973,0       37.184,0       36.064       40.672      2.403,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           21.664          3        7.221,0        8.096,0        5.408        8.160      1.570,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          132.288          4       33.072,0       32.256,0       31.712       36.064      2.017,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          111.168          3       37.056,0       35.840,0       35.840       39.488      2.106,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.576          3        5.525,0        5.312,0        4.160        7.104      1.483,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.824          4       32.456,0       31.232,0       31.168       36.192      2.491,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.928          3       36.309,0       36.256,0       34.368       38.304      1.968,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.640          3        5.546,0        5.376,0        4.576        6.688      1.066,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          141.952          4       35.488,0       34.400,0       33.920       39.232      2.507,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          118.560          3       39.520,0       38.720,0       37.408       42.432      2.605,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.720          3        7.573,0        7.936,0        6.400        8.384      1.040,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          137.216          4       34.304,0       32.896,0       32.800       38.624      2.880,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          115.232          3       38.410,0       37.344,0       37.024       40.864      2.130,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.784          3        7.594,0        8.032,0        6.272        8.480      1.167,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.248          4       32.312,0       31.504,0       31.136       35.104      1.869,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          110.208          3       36.736,0       36.288,0       35.104       38.816      1.896,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.448          3        5.482,0        5.472,0        4.096        6.880      1.392,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.272          4       32.568,0       31.808,0       31.168       35.488      1.972,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          110.272          3       36.757,0       35.424,0       35.232       39.616      2.477,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.096          3        5.365,0        5.056,0        4.288        6.752      1.260,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.048          4       32.512,0       31.440,0       31.200       35.968      2.307,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.608          3       36.202,0       35.712,0       34.464       38.432      2.029,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.032          3        5.344,0        5.248,0        3.968        6.816      1.426,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.888          4       32.472,0       31.696,0       31.232       35.264      1.894,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
