24,0 73.659.680 100 736.596,0 883.264,0 564.928 888.640 156.046,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 68.690.176 100 686.901,0 579.248,0 467.872 888.000 165.470,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 75.355.200 100 753.552,0 884.208,0 529.888 888.160 155.919,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 68.626.464 100 686.264,0 576.144,0 542.592 887.712 153.664,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 83.576.960 100 835.769,0 885.072,0 565.280 887.232 113.871,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
22,0 72.539.584 100 725.395,0 603.568,0 529.536 888.000 158.788,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 69.018.912 100 690.189,0 580.832,0 531.072 888.416 150.889,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 66.440.640 100 664.406,0 579.056,0 466.688 887.936 167.436,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 71.733.952 100 717.339,0 589.856,0 469.600 887.808 162.874,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 44.974.912 100 449.749,0 449.696,0 447.872 453.024 978,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 46.823.456 100 468.234,0 473.056,0 447.552 482.080 11.628,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 65.154.880 100 651.548,0 603.200,0 471.584 887.360 164.161,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 44.974.784 100 449.747,0 449.696,0 446.848 453.184 1.020,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 62.391.648 100 623.916,0 573.488,0 467.712 887.616 165.454,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 66.148.192 100 661.481,0 578.352,0 468.544 887.424 177.047,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 67.056.032 100 670.560,0 578.384,0 469.920 887.200 166.915,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 45.026.272 100 450.262,0 450.272,0 447.872 452.448 896,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 64.529.856 100 645.298,0 559.056,0 474.752 887.264 155.401,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 74.293.792 100 742.937,0 884.256,0 530.496 888.544 155.697,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 67.119.200 100 671.192,0 580.640,0 471.136 887.680 164.008,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
21,0 70.757.056 100 707.570,0 619.824,0 473.472 887.648 175.559,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 50.179.520 100 501.795,0 482.352,0 468.992 532.416 28.018,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
21,0 73.809.664 100 738.096,0 719.488,0 475.232 904.000 158.730,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
21,0 48.927.904 100 489.279,0 447.376,0 444.608 587.328 60.690,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 73.050.368 100 730.503,0 882.768,0 479.680 888.000 159.396,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 74.145.984 100 741.459,0 883.696,0 529.760 887.040 156.841,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 74.304.832 100 743.048,0 884.112,0 530.080 887.648 157.611,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 45.038.720 100 450.387,0 450.272,0 448.096 453.056 949,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 45.041.376 100 450.413,0 450.288,0 447.712 454.048 1.227,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 51.706.912 100 517.069,0 536.800,0 469.312 541.344 29.124,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 45.019.040 100 450.190,0 449.968,0 448.064 454.080 1.198,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
22,0 74.408.736 100 744.087,0 883.920,0 478.176 888.000 162.489,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 66.215.456 100 662.154,0 578.496,0 474.784 886.784 163.164,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 51.116.864 100 511.168,0 478.416,0 468.544 586.848 42.633,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 44.978.720 100 449.787,0 449.776,0 447.328 452.672 1.018,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 67.434.112 100 674.341,0 578.560,0 467.424 887.424 165.870,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
21,0 50.358.656 100 503.586,0 447.264,0 444.544 696.704 96.271,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
22,0 66.349.376 100 663.493,0 581.536,0 472.864 887.840 172.462,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 44.533.792 100 445.337,0 445.344,0 443.296 447.840 1.058,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
22,0 45.113.600 100 451.136,0 451.104,0 447.968 454.688 1.146,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
20,0 45.282.496 100 452.825,0 452.576,0 450.176 457.344 1.366,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 44.462.528 100 444.625,0 444.576,0 442.720 447.040 755,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 45.029.984 100 450.299,0 450.096,0 448.000 454.336 1.102,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
22,0 67.049.312 100 670.493,0 579.152,0 467.744 888.704 179.907,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 53.914.528 100 539.145,0 475.968,0 444.512 664.544 96.229,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 44.462.080 100 444.620,0 444.672,0 442.176 447.328 896,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 55.963.104 100 559.631,0 478.784,0 469.600 664.512 94.333,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 63.257.632 100 632.576,0 574.496,0 465.728 887.840 164.196,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 60.280.800 100 602.808,0 576.976,0 472.288 887.776 135.475,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
22,0 65.639.104 100 656.391,0 576.208,0 468.832 887.488 165.586,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 69.544.288 100 695.442,0 584.032,0 469.024 887.968 169.493,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 63.749.184 100 637.491,0 662.800,0 468.096 887.712 160.745,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 66.594.368 100 665.943,0 580.080,0 469.408 887.232 166.657,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
22,0 45.062.336 100 450.623,0 450.416,0 448.352 454.880 1.283,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 44.997.024 100 449.970,0 449.936,0 447.872 452.000 922,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 45.043.968 100 450.439,0 450.112,0 448.224 454.240 1.330,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 45.074.848 100 450.748,0 450.592,0 447.680 454.976 1.361,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
21,0 45.219.008 100 452.190,0 452.112,0 450.112 455.264 843,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
21,0 45.224.896 100 452.249,0 452.192,0 449.504 455.136 1.069,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
20,0 47.345.088 100 473.450,0 453.824,0 443.584 884.800 73.751,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 65.245.248 100 652.452,0 533.696,0 469.568 887.488 190.749,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
22,0 55.843.168 100 558.431,0 481.248,0 449.024 887.456 136.029,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 66.984.064 100 669.840,0 536.544,0 471.552 886.976 197.234,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 67.925.600 100 679.256,0 579.232,0 467.040 887.104 172.620,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 63.287.360 100 632.873,0 576.864,0 470.784 887.680 167.856,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 67.261.696 100 672.617,0 579.376,0 472.832 887.968 171.911,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 44.979.808 100 449.798,0 449.664,0 447.328 452.224 1.083,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 44.430.752 100 444.307,0 444.256,0 442.688 445.696 717,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 44.986.304 100 449.863,0 449.808,0 447.904 452.480 1.022,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
22,0 45.221.248 100 452.212,0 452.096,0 449.760 455.744 1.078,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 44.975.200 100 449.752,0 449.648,0 447.616 452.320 891,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 72.883.360 100 728.833,0 883.648,0 477.504 890.464 163.052,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
22,0 70.569.856 100 705.698,0 883.952,0 471.040 887.456 190.766,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 74.068.384 100 740.683,0 883.680,0 478.912 886.976 158.984,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 66.281.824 100 662.818,0 577.168,0 469.568 887.104 168.281,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
22,0 66.211.104 100 662.111,0 577.680,0 534.496 887.456 151.432,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 65.523.584 100 655.235,0 577.376,0 530.688 887.776 137.724,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
22,0 76.608.896 100 766.089,0 884.928,0 567.520 887.840 151.027,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 65.370.368 100 653.703,0 574.560,0 467.648 887.008 167.637,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 44.464.224 100 444.642,0 444.480,0 442.752 447.264 936,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 44.981.952 100 449.819,0 449.632,0 448.064 453.024 950,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 44.996.288 100 449.962,0 449.760,0 448.256 453.056 1.013,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 44.425.856 100 444.258,0 444.240,0 442.688 446.208 792,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 45.036.160 100 450.361,0 450.304,0 448.160 453.056 1.045,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
22,0 69.777.216 100 697.772,0 748.320,0 470.080 887.680 190.608,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 68.546.656 100 685.466,0 578.032,0 468.864 887.872 174.430,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 70.636.608 100 706.366,0 870.592,0 472.320 887.360 185.699,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 60.822.560 100 608.225,0 662.784,0 467.744 888.288 146.158,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 51.463.168 100 514.631,0 530.272,0 468.800 580.992 40.288,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 47.030.752 100 470.307,0 470.688,0 448.800 585.472 23.903,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 51.879.328 100 518.793,0 537.280,0 470.368 542.688 28.705,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 45.000.736 100 450.007,0 450.016,0 448.768 453.120 605,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 62.978.816 100 629.788,0 575.920,0 468.064 888.288 162.998,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 64.888.224 100 648.882,0 577.264,0 470.944 888.512 164.654,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 71.709.504 100 717.095,0 584.944,0 535.744 887.680 154.194,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 68.048.000 100 680.480,0 580.192,0 469.408 887.552 170.651,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 45.045.120 100 450.451,0 450.352,0 448.256 454.112 980,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 51.123.104 100 511.231,0 534.304,0 471.328 542.624 30.486,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 44.991.360 100 449.913,0 449.888,0 447.808 452.416 916,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 44.963.008 100 449.630,0 449.552,0 448.128 453.248 898,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 58.828.640 100 588.286,0 662.400,0 470.336 664.960 92.133,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
21,0 71.150.880 100 711.508,0 645.952,0 476.960 887.136 173.864,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
20,0 58.772.800 100 587.728,0 513.120,0 470.016 890.560 148.282,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
22,0 70.339.936 100 703.399,0 612.992,0 474.688 887.680 170.684,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
22,0 68.642.880 100 686.428,0 577.744,0 532.640 888.192 157.732,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
22,0 44.487.200 100 444.872,0 444.624,0 442.784 448.416 1.081,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 45.049.280 100 450.492,0 450.272,0 447.904 454.432 1.234,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 44.426.848 100 444.268,0 444.112,0 442.816 446.976 790,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 45.019.584 100 450.195,0 450.160,0 447.104 454.368 1.125,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 44.444.544 100 444.445,0 444.352,0 442.912 447.488 874,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 44.473.408 100 444.734,0 444.752,0 442.528 447.168 996,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
22,0 72.884.896 100 728.849,0 883.984,0 470.880 887.712 185.727,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 67.086.272 100 670.862,0 578.736,0 472.064 887.872 165.249,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
22,0 64.423.264 100 644.232,0 573.664,0 544.736 887.296 140.394,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
21,0 65.248.128 100 652.481,0 593.520,0 469.440 887.328 192.202,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 70.687.712 100 706.877,0 582.640,0 472.192 888.320 162.342,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 66.600.256 100 666.002,0 577.408,0 471.776 887.744 153.199,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 72.699.872 100 726.998,0 694.464,0 533.632 888.096 158.554,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 63.075.328 100 630.753,0 530.656,0 471.488 886.944 180.454,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 68.335.200 100 683.352,0 578.512,0 545.312 887.776 152.420,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
21,0 49.315.840 100 493.158,0 447.520,0 445.024 607.424 62.442,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 78.094.592 100 780.945,0 884.544,0 549.632 886.976 148.124,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 51.251.936 100 512.519,0 534.736,0 468.960 615.520 36.862,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 44.987.904 100 449.879,0 449.760,0 448.224 452.704 954,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 44.450.752 100 444.507,0 444.368,0 442.752 447.360 932,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 45.007.136 100 450.071,0 449.984,0 447.840 454.112 1.127,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
22,0 63.887.744 100 638.877,0 573.312,0 468.672 887.840 170.868,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 54.539.520 100 545.395,0 598.320,0 469.696 612.928 63.570,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 50.198.816 100 501.988,0 479.104,0 468.288 543.264 31.544,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
22,0 45.219.520 100 452.195,0 452.112,0 449.632 455.616 1.074,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 57.103.264 100 571.032,0 482.208,0 447.136 890.048 151.551,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 67.983.104 100 679.831,0 609.520,0 472.032 887.968 173.750,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
21,0 45.185.088 100 451.850,0 451.760,0 450.144 456.032 1.011,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 51.083.392 100 510.833,0 536.000,0 469.568 545.568 31.303,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 44.999.776 100 449.997,0 449.936,0 446.976 453.312 1.045,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 44.980.096 100 449.801,0 449.600,0 447.072 453.696 1.227,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 45.009.536 100 450.095,0 449.872,0 448.352 453.120 1.198,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 45.001.056 100 450.010,0 450.000,0 447.968 452.064 892,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 61.467.456 100 614.674,0 573.440,0 470.720 887.328 158.721,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 64.670.432 100 646.704,0 533.168,0 469.312 887.616 190.878,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 69.344.096 100 693.441,0 608.912,0 473.792 887.808 164.926,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 73.113.952 100 731.139,0 882.320,0 530.752 886.944 160.536,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 75.449.312 100 754.493,0 883.504,0 541.792 886.432 154.144,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 67.521.504 100 675.215,0 577.968,0 468.224 886.496 168.220,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 69.466.272 100 694.662,0 578.928,0 551.136 887.936 153.543,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 80.487.584 100 804.875,0 884.880,0 570.368 887.520 136.498,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 74.838.048 100 748.380,0 884.448,0 473.120 887.584 169.622,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 53.884.384 100 538.843,0 554.352,0 469.952 664.224 45.904,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 44.302.528 100 443.025,0 443.040,0 441.888 444.320 489,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 57.428.000 100 574.280,0 661.936,0 468.672 664.608 95.080,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 45.000.032 100 450.000,0 449.952,0 447.616 455.456 1.125,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 44.996.448 100 449.964,0 449.824,0 447.168 452.864 1.198,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 66.986.368 100 669.863,0 579.184,0 471.136 887.872 170.091,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 66.056.224 100 660.562,0 577.072,0 467.104 888.576 165.798,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 68.879.296 100 688.793,0 882.560,0 471.680 888.160 202.855,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 58.078.048 100 580.780,0 588.352,0 472.384 887.456 110.248,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
20,0 53.215.680 100 532.156,0 477.568,0 443.616 887.552 143.420,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 66.512.224 100 665.122,0 581.312,0 473.600 888.160 181.440,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 73.381.376 100 733.813,0 882.784,0 530.688 887.776 159.118,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 67.315.328 100 673.153,0 578.464,0 470.880 887.680 166.411,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 45.024.000 100 450.240,0 450.016,0 448.384 454.048 1.164,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
