9,0 28.239.168 100 282.391,0 337.216,0 216.480 341.056 59.411,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 26.403.424 100 264.034,0 224.064,0 180.384 340.608 62.470,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 28.916.000 100 289.160,0 337.984,0 202.784 340.704 58.855,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 26.410.048 100 264.100,0 223.120,0 208.224 340.736 58.068,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 32.014.432 100 320.144,0 339.088,0 217.280 341.152 43.277,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
8,0 27.869.056 100 278.690,0 229.600,0 202.848 341.152 60.150,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 26.437.312 100 264.373,0 224.000,0 203.904 341.120 56.443,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 25.567.296 100 255.673,0 223.344,0 180.192 341.408 63.504,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 27.492.128 100 274.921,0 232.224,0 182.144 340.352 61.395,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.339.616 100 173.396,0 173.360,0 171.968 175.104 608,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 18.083.584 100 180.835,0 182.912,0 172.576 185.952 4.457,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 26.102.624 100 261.026,0 232.752,0 205.536 340.928 51.824,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.336.064 100 173.360,0 173.360,0 171.168 175.200 621,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 23.973.824 100 239.738,0 220.816,0 180.320 340.992 62.547,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 25.491.744 100 254.917,0 223.456,0 181.120 341.280 67.116,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 25.689.504 100 256.895,0 222.480,0 181.312 340.800 63.401,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.387.552 100 173.875,0 173.824,0 172.544 175.936 612,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 24.829.856 100 248.298,0 215.280,0 183.776 342.048 58.862,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 28.528.000 100 285.280,0 337.632,0 203.456 340.768 58.722,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 25.778.016 100 257.780,0 224.992,0 182.208 341.568 61.588,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
8,0 27.905.152 100 279.051,0 237.888,0 204.480 340.896 57.105,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 19.314.176 100 193.141,0 185.568,0 180.448 205.696 10.506,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
8,0 29.050.592 100 290.505,0 255.968,0 216.960 341.440 48.891,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 22.340.128 100 223.401,0 222.832,0 214.560 237.824 3.936,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 28.047.616 100 280.476,0 336.688,0 183.744 340.736 60.246,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 28.471.104 100 284.711,0 337.424,0 203.104 341.504 59.014,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 28.492.736 100 284.927,0 337.312,0 190.752 341.152 59.239,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.378.816 100 173.788,0 173.776,0 171.744 175.296 627,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.326.688 100 173.266,0 173.296,0 171.712 174.848 683,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 19.938.048 100 199.380,0 206.544,0 181.600 209.152 10.899,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.371.968 100 173.719,0 173.760,0 172.128 175.488 679,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
8,0 28.936.864 100 289.368,0 338.032,0 219.456 341.536 56.706,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 26.283.264 100 262.832,0 224.784,0 217.120 341.024 54.855,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 19.695.840 100 196.958,0 184.576,0 181.184 225.408 16.118,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.354.656 100 173.546,0 173.680,0 171.776 174.688 675,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 25.956.800 100 259.568,0 223.968,0 180.512 341.248 62.419,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 23.281.568 100 232.815,0 226.720,0 217.920 257.280 13.689,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
8,0 25.549.024 100 255.490,0 224.576,0 182.176 340.928 65.222,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.177.376 100 171.773,0 171.744,0 169.760 173.728 771,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
8,0 17.392.704 100 173.927,0 173.984,0 172.512 175.648 675,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
10,0 22.556.448 100 225.564,0 225.408,0 214.912 242.976 5.103,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.136.352 100 171.363,0 171.376,0 170.176 172.608 510,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.342.944 100 173.429,0 173.408,0 172.000 175.168 649,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
8,0 25.651.488 100 256.514,0 223.424,0 180.640 340.672 68.103,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 20.766.112 100 207.661,0 184.144,0 171.424 256.608 36.428,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.128.480 100 171.284,0 171.200,0 169.728 173.312 710,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 21.476.000 100 214.760,0 184.720,0 181.344 256.480 35.501,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 24.372.128 100 243.721,0 221.568,0 179.808 340.640 62.372,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 24.241.408 100 242.414,0 222.768,0 210.752 340.864 44.367,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
8,0 25.333.504 100 253.335,0 222.736,0 180.320 341.152 62.400,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
8,0 26.696.640 100 266.966,0 224.864,0 180.192 340.768 64.409,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
8,0 24.470.528 100 244.705,0 254.032,0 181.088 341.760 61.342,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 25.559.680 100 255.596,0 224.144,0 181.248 340.896 63.161,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
8,0 17.376.896 100 173.769,0 173.824,0 172.224 175.648 739,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.370.464 100 173.704,0 173.696,0 172.224 175.552 680,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.356.608 100 173.566,0 173.536,0 171.936 175.584 763,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.379.552 100 173.795,0 173.728,0 172.288 175.552 668,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
10,0 21.981.696 100 219.817,0 219.088,0 210.880 243.264 4.629,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
10,0 22.192.704 100 221.927,0 221.808,0 211.936 241.824 4.852,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 22.170.656 100 221.706,0 217.728,0 209.280 337.600 20.847,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 25.702.784 100 257.027,0 228.144,0 181.440 340.640 68.139,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 23.997.664 100 239.976,0 225.136,0 215.616 341.152 38.396,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 26.661.984 100 266.619,0 228.752,0 181.920 341.312 67.656,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 26.189.120 100 261.891,0 223.456,0 179.552 340.608 65.247,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 24.270.144 100 242.701,0 222.064,0 181.408 340.928 63.076,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 25.840.256 100 258.402,0 223.536,0 182.624 340.512 65.075,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.356.512 100 173.565,0 173.552,0 172.096 175.232 688,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.140.864 100 171.408,0 171.392,0 169.920 173.440 673,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.369.760 100 173.697,0 173.584,0 172.032 176.224 944,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
10,0 20.717.888 100 207.178,0 206.400,0 202.560 216.672 3.148,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.326.464 100 173.264,0 173.280,0 171.392 174.848 712,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
7,0 28.096.512 100 280.965,0 337.680,0 184.224 343.488 61.334,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
8,0 27.028.864 100 270.288,0 336.560,0 181.920 341.728 71.752,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 28.362.624 100 283.626,0 337.936,0 184.448 340.832 60.666,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 25.432.576 100 254.325,0 222.992,0 180.672 340.544 63.986,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
8,0 25.487.808 100 254.878,0 222.704,0 204.640 341.088 57.500,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
8,0 25.262.496 100 252.625,0 222.512,0 203.584 340.480 51.905,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
8,0 29.466.592 100 294.665,0 338.528,0 218.432 340.928 56.038,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 25.180.800 100 251.808,0 221.840,0 180.224 341.024 63.610,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.144.992 100 171.449,0 171.440,0 170.144 172.832 645,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.363.360 100 173.633,0 173.664,0 172.160 175.456 657,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.350.912 100 173.509,0 173.408,0 172.160 175.232 631,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.139.936 100 171.399,0 171.424,0 169.952 172.576 530,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.392.864 100 173.928,0 173.856,0 172.512 175.616 610,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
8,0 26.783.264 100 267.832,0 258.320,0 181.536 340.352 71.387,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 26.363.872 100 263.638,0 224.832,0 180.384 340.928 65.958,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 28.068.800 100 280.688,0 336.576,0 202.656 340.608 59.867,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 23.328.096 100 233.281,0 253.664,0 181.024 340.160 54.222,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 19.836.320 100 198.363,0 203.536,0 180.512 224.672 15.269,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 18.175.040 100 181.750,0 182.032,0 172.416 225.312 10.051,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 20.001.600 100 200.016,0 207.040,0 182.208 210.272 10.929,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.356.192 100 173.561,0 173.536,0 172.352 175.296 614,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 24.269.184 100 242.691,0 222.064,0 180.640 341.088 61.569,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 24.912.480 100 249.124,0 222.592,0 180.672 340.768 62.344,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
8,0 27.484.032 100 274.840,0 229.776,0 203.744 342.176 58.702,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
8,0 26.117.184 100 261.171,0 225.696,0 180.896 341.472 64.437,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.368.128 100 173.681,0 173.600,0 172.288 175.136 624,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 19.692.992 100 196.929,0 205.344,0 182.144 209.536 11.565,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.327.584 100 173.275,0 173.264,0 171.744 174.656 634,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.331.808 100 173.318,0 173.280,0 172.288 174.400 512,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 22.604.640 100 226.046,0 253.696,0 181.376 255.840 34.665,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
8,0 28.510.176 100 285.101,0 250.016,0 220.320 341.376 53.348,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
8,0 22.975.360 100 229.753,0 222.896,0 181.632 343.072 54.567,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
8,0 27.316.064 100 273.160,0 238.976,0 184.448 340.928 61.659,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
8,0 26.407.776 100 264.077,0 225.120,0 205.472 340.960 59.633,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
8,0 17.161.216 100 171.612,0 171.616,0 170.208 173.344 649,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.375.008 100 173.750,0 173.728,0 172.128 175.712 678,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.128.512 100 171.285,0 171.296,0 169.824 172.864 612,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.365.856 100 173.658,0 173.664,0 172.064 175.424 632,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.135.744 100 171.357,0 171.280,0 169.600 173.280 685,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.147.232 100 171.472,0 171.440,0 169.472 172.992 710,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
8,0 29.067.104 100 290.671,0 337.472,0 218.272 340.928 55.106,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 25.785.088 100 257.850,0 223.504,0 180.032 341.344 62.678,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
8,0 24.894.560 100 248.945,0 221.536,0 206.496 340.736 52.794,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
8,0 26.324.192 100 263.241,0 230.176,0 180.352 341.280 62.658,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
8,0 27.216.224 100 272.162,0 239.056,0 182.176 340.288 60.744,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 25.498.656 100 254.986,0 222.800,0 182.144 341.152 57.607,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 27.883.072 100 278.830,0 230.544,0 205.568 341.312 59.679,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 25.305.664 100 253.056,0 223.072,0 183.168 341.024 59.972,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 26.291.488 100 262.914,0 223.424,0 209.216 340.864 57.518,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 22.414.688 100 224.146,0 222.688,0 213.632 240.416 4.574,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 29.945.984 100 299.459,0 338.416,0 208.704 341.504 55.580,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 19.684.064 100 196.840,0 204.416,0 180.000 237.696 13.927,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.331.328 100 173.313,0 173.248,0 171.712 175.200 698,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.151.904 100 171.519,0 171.584,0 169.344 173.056 647,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.331.488 100 173.314,0 173.296,0 172.000 175.328 698,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
8,0 24.587.072 100 245.870,0 221.280,0 180.480 341.408 64.792,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 20.986.944 100 209.869,0 229.136,0 180.896 236.480 23.956,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 19.356.736 100 193.567,0 185.424,0 180.480 209.472 11.859,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
10,0 20.907.712 100 209.077,0 208.800,0 201.792 219.200 3.236,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
7,0 22.178.592 100 221.785,0 187.696,0 174.592 343.552 57.457,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
8,0 26.071.840 100 260.718,0 236.144,0 182.464 340.960 65.823,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
10,0 21.298.112 100 212.981,0 210.992,0 201.920 272.000 11.319,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 19.686.720 100 196.867,0 205.568,0 181.056 209.760 11.814,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.370.592 100 173.705,0 173.680,0 172.096 175.264 579,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.355.488 100 173.554,0 173.520,0 171.872 175.360 669,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.380.352 100 173.803,0 173.712,0 172.224 176.608 754,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.360.128 100 173.601,0 173.520,0 171.904 175.104 725,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 24.041.184 100 240.411,0 221.120,0 182.112 340.864 55.710,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 25.474.336 100 254.743,0 223.168,0 181.280 340.832 67.900,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 27.124.096 100 271.241,0 234.512,0 203.328 341.280 56.343,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 27.970.080 100 279.700,0 336.656,0 204.288 340.960 61.065,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 28.966.240 100 289.662,0 338.384,0 205.984 340.832 58.416,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 25.926.080 100 259.260,0 222.816,0 181.280 340.576 63.938,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 26.682.240 100 266.822,0 223.840,0 207.552 340.800 58.035,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 30.821.760 100 308.217,0 338.896,0 219.072 340.992 51.706,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 29.133.120 100 291.331,0 338.272,0 206.752 341.440 58.068,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 20.757.856 100 207.578,0 213.728,0 181.440 249.664 17.430,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.067.968 100 170.679,0 170.640,0 169.280 171.968 521,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 22.072.832 100 220.728,0 253.264,0 180.544 255.904 35.656,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.352.832 100 173.528,0 173.488,0 171.872 175.424 691,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.316.576 100 173.165,0 173.168,0 171.872 174.784 669,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 25.744.608 100 257.446,0 223.568,0 181.600 340.672 64.181,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 25.248.064 100 252.480,0 222.256,0 180.064 341.248 62.944,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
7,0 28.424.992 100 284.249,0 337.328,0 209.760 341.888 57.553,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 24.362.880 100 243.628,0 246.352,0 183.872 339.488 24.784,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 23.772.128 100 237.721,0 225.600,0 172.128 339.968 45.159,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 27.052.640 100 270.526,0 231.744,0 218.944 340.736 54.585,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 28.128.032 100 281.280,0 336.944,0 203.040 341.248 59.843,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 25.903.264 100 259.032,0 223.712,0 180.896 341.024 62.575,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.375.136 100 173.751,0 173.728,0 172.224 176.000 759,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.372.096 100 173.721,0 173.664,0 172.608 176.384 678,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
