8,0 26.085.184 200 130.425,0 113.760,0 45.760 240.672 75.705,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 16.124.032 200 80.620,0 80.432,0 39.072 122.848 41.203,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 16.182.784 200 80.913,0 80.816,0 39.456 123.136 41.021,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 17.489.472 200 87.447,0 87.312,0 48.032 127.840 38.655,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 17.470.368 200 87.351,0 87.392,0 47.840 127.584 38.709,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 18.201.760 200 91.008,0 98.176,0 47.744 239.296 44.096,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 23.429.440 200 117.147,0 100.736,0 40.192 240.000 70.895,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 20.543.744 200 102.718,0 98.832,0 45.888 240.544 56.782,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 24.349.280 200 121.746,0 101.040,0 40.256 240.672 72.401,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 24.037.568 200 120.187,0 100.816,0 40.192 240.448 71.965,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 22.329.536 200 111.647,0 100.880,0 40.096 240.480 68.008,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 23.831.456 200 119.157,0 101.296,0 40.096 240.864 72.051,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 16.109.376 200 80.546,0 80.288,0 39.040 122.496 41.080,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 15.977.632 200 79.888,0 79.856,0 39.168 121.312 40.420,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 16.234.976 200 81.174,0 81.808,0 39.616 124.224 40.792,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 17.397.152 200 86.985,0 87.328,0 48.256 126.752 38.381,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 16.115.808 200 80.579,0 80.384,0 39.008 122.976 41.044,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 25.791.264 200 128.956,0 102.368,0 40.896 240.704 75.623,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 25.027.872 200 125.139,0 101.280,0 40.512 240.576 75.736,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 26.228.672 200 131.143,0 102.736,0 40.832 240.448 76.243,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 23.461.760 200 117.308,0 104.848,0 39.904 240.832 70.831,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
7,0 23.450.752 200 117.253,0 109.184,0 44.224 240.960 69.400,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 23.182.720 200 115.913,0 108.512,0 42.944 240.640 67.736,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 27.129.408 200 135.647,0 114.032,0 45.888 241.280 77.832,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 23.247.424 200 116.237,0 100.736,0 40.320 240.640 70.003,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 15.973.440 200 79.867,0 79.600,0 38.912 121.216 40.488,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 16.076.128 200 80.380,0 80.208,0 38.784 123.520 41.320,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 16.076.608 200 80.383,0 80.688,0 38.912 123.040 41.378,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 15.984.960 200 79.924,0 79.920,0 39.232 120.992 40.270,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 16.120.768 200 80.603,0 80.400,0 39.168 122.848 41.187,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 24.684.032 200 123.420,0 101.568,0 40.448 240.288 74.914,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 24.236.096 200 121.180,0 100.640,0 40.000 241.312 72.792,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 25.478.752 200 127.393,0 102.832,0 43.264 240.384 74.013,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 21.536.512 200 107.682,0 101.088,0 40.480 241.056 63.610,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 18.226.464 200 91.132,0 86.976,0 40.512 157.056 48.607,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.802.176 200 84.010,0 83.856,0 39.392 157.024 43.566,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 18.358.784 200 91.793,0 86.224,0 40.384 147.104 48.600,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 16.065.056 200 80.325,0 80.304,0 38.848 122.656 41.328,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 22.325.632 200 111.628,0 100.784,0 40.096 240.128 67.529,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 23.079.616 200 115.398,0 110.816,0 40.544 241.472 69.064,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 25.333.152 200 126.665,0 109.280,0 44.544 240.832 73.970,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 23.998.272 200 119.991,0 100.752,0 39.872 241.376 72.366,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 16.142.016 200 80.710,0 80.432,0 39.424 122.688 41.104,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 18.108.864 200 90.544,0 86.320,0 40.320 146.688 47.988,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 16.105.088 200 80.525,0 80.352,0 38.784 122.848 41.227,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 16.124.064 200 80.620,0 80.288,0 39.168 123.072 41.035,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 20.579.552 200 102.897,0 90.080,0 40.768 178.592 57.957,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
7,0 25.524.096 200 127.620,0 104.048,0 47.648 240.832 73.991,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
7,0 21.076.704 200 105.383,0 101.664,0 40.832 240.992 61.758,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 24.975.392 200 124.877,0 102.128,0 40.640 240.512 73.455,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
7,0 24.366.944 200 121.834,0 109.696,0 44.384 240.800 71.767,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 15.982.560 200 79.912,0 79.824,0 39.104 121.376 40.483,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 16.117.312 200 80.586,0 80.608,0 38.880 123.616 41.210,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 15.929.472 200 79.647,0 79.472,0 38.624 121.984 40.654,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 16.103.904 200 80.519,0 80.432,0 38.752 123.040 41.206,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 15.927.744 200 79.638,0 79.456,0 38.624 121.056 40.658,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 15.900.576 200 79.502,0 79.312,0 38.208 121.344 40.949,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 26.145.120 200 130.725,0 103.104,0 47.552 240.992 76.305,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 23.875.200 200 119.376,0 110.768,0 40.512 240.640 70.955,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
7,0 22.660.928 200 113.304,0 109.296,0 44.288 240.608 66.783,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
7,0 23.404.192 200 117.021,0 100.656,0 40.160 240.608 70.163,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 24.981.792 200 124.909,0 101.520,0 40.512 240.896 73.829,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 23.508.992 200 117.545,0 101.392,0 40.160 241.408 69.624,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 25.676.736 200 128.383,0 109.024,0 43.968 240.832 75.659,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 22.880.768 200 114.403,0 101.872,0 40.512 239.328 67.006,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 24.112.768 200 120.563,0 110.256,0 44.640 240.544 70.867,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 19.087.552 200 95.437,0 91.312,0 45.888 160.320 43.693,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 27.663.200 200 138.316,0 118.704,0 44.800 240.480 78.539,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 18.154.592 200 90.773,0 87.712,0 40.384 166.048 48.348,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 16.109.376 200 80.546,0 80.704,0 39.104 122.368 41.143,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 15.932.896 200 79.664,0 79.504,0 38.912 121.728 40.655,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 16.091.712 200 80.458,0 80.256,0 38.944 123.360 41.329,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
7,0 22.682.944 200 113.414,0 100.480,0 40.064 240.608 69.068,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 19.197.632 200 95.988,0 87.824,0 40.544 165.184 52.459,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 17.780.160 200 88.900,0 85.632,0 39.840 146.816 47.277,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 17.423.232 200 87.116,0 86.944,0 48.224 127.264 38.630,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 20.315.552 200 101.577,0 98.288,0 39.488 240.928 61.265,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 24.087.872 200 120.439,0 101.760,0 40.640 240.160 72.320,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 17.484.768 200 87.423,0 89.536,0 48.256 129.760 38.356,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 18.043.104 200 90.215,0 85.792,0 39.904 146.752 48.073,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 16.126.720 200 80.633,0 80.416,0 39.200 122.752 41.162,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 16.126.176 200 80.630,0 80.304,0 39.424 122.560 40.895,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 16.128.992 200 80.645,0 80.480,0 39.328 122.912 41.164,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 16.133.120 200 80.665,0 80.320,0 39.200 122.752 41.097,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 22.041.760 200 110.208,0 101.376,0 40.864 239.840 64.261,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 23.289.952 200 116.449,0 100.272,0 39.968 239.904 70.510,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 24.715.424 200 123.577,0 102.400,0 42.688 240.256 72.025,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 25.840.768 200 129.203,0 109.216,0 44.224 240.480 75.559,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 26.644.192 200 133.221,0 109.728,0 45.024 240.800 76.957,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 24.038.080 200 120.190,0 101.040,0 40.480 239.936 71.623,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 24.655.232 200 123.276,0 110.992,0 45.632 240.800 72.064,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 28.228.416 200 141.142,0 114.512,0 45.856 240.928 80.715,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 26.876.224 200 134.381,0 103.712,0 46.496 240.960 76.286,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 19.003.616 200 95.018,0 88.624,0 40.352 176.864 51.233,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 15.902.432 200 79.512,0 79.232,0 38.944 120.608 40.384,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 20.063.456 200 100.317,0 89.552,0 40.192 178.752 57.138,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 16.097.152 200 80.485,0 80.336,0 38.912 122.656 41.275,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 16.110.912 200 80.554,0 80.352,0 39.136 122.528 41.139,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 23.729.792 200 118.649,0 101.408,0 40.736 240.768 70.938,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 23.351.552 200 116.757,0 100.176,0 40.384 240.544 70.015,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 25.092.352 200 125.461,0 102.928,0 49.248 240.768 73.068,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 21.264.896 200 106.324,0 102.832,0 48.096 238.912 57.069,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
7,0 20.079.744 200 100.398,0 97.904,0 39.712 240.096 54.677,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 23.973.152 200 119.865,0 103.184,0 45.888 241.088 70.358,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 25.902.048 200 129.510,0 108.704,0 43.040 241.344 75.617,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 23.694.176 200 118.470,0 100.656,0 39.968 241.344 71.366,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 16.109.312 200 80.546,0 80.656,0 38.848 123.392 41.345,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 16.121.728 200 80.608,0 80.416,0 39.136 123.168 41.212,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 26.088.896 200 130.444,0 108.976,0 43.104 241.024 75.738,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 22.640.352 200 113.201,0 101.104,0 40.384 240.736 68.675,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 28.416.224 200 142.081,0 114.416,0 46.304 241.184 79.583,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 26.735.328 200 133.676,0 108.784,0 43.136 240.384 77.129,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 29.042.656 200 145.213,0 115.104,0 46.368 241.152 80.692,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 25.949.120 200 129.745,0 108.416,0 42.688 240.480 75.566,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 23.323.168 200 116.615,0 110.480,0 45.440 240.288 67.861,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 18.916.864 200 94.584,0 87.088,0 40.576 146.432 49.919,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 16.152.384 200 80.761,0 80.976,0 39.744 123.008 40.814,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 16.504.160 200 82.520,0 81.088,0 39.392 129.888 42.339,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 23.288.992 200 116.445,0 100.624,0 39.904 240.928 70.137,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 25.559.488 200 127.797,0 108.224,0 42.688 240.736 75.320,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 25.239.072 200 126.195,0 101.312,0 40.640 240.416 74.168,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 24.254.944 200 121.274,0 108.352,0 42.624 240.768 71.766,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 23.684.416 200 118.422,0 101.120,0 40.160 240.256 70.690,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 22.205.824 200 111.029,0 101.152,0 40.416 240.192 66.458,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 20.780.576 200 103.902,0 89.184,0 39.872 178.656 57.756,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 21.415.872 200 107.079,0 89.184,0 40.032 178.912 59.719,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 18.944.416 200 94.722,0 89.424,0 40.096 178.624 53.229,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 16.112.864 200 80.564,0 80.480,0 39.424 122.848 41.030,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 16.101.440 200 80.507,0 80.400,0 39.200 122.464 41.126,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 26.818.112 200 134.090,0 114.448,0 46.656 240.864 76.918,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 25.742.016 200 128.710,0 109.472,0 43.936 240.576 75.437,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 25.677.184 200 128.385,0 113.536,0 45.632 240.416 75.479,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 26.628.576 200 133.142,0 108.800,0 43.264 240.608 76.727,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 31.082.464 200 155.412,0 155.008,0 64.608 241.056 83.403,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 26.137.088 200 130.685,0 111.584,0 45.120 240.928 76.030,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 25.281.344 200 126.406,0 119.280,0 44.576 240.928 73.950,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 24.727.072 200 123.635,0 110.080,0 44.768 240.960 72.653,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 29.016.832 200 145.084,0 113.776,0 46.048 241.504 80.938,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 23.571.008 200 117.855,0 101.424,0 40.352 240.544 70.452,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 18.880.800 200 94.404,0 90.048,0 40.768 178.528 52.617,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 18.751.104 200 93.755,0 87.088,0 40.032 156.768 50.832,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 17.495.040 200 87.475,0 87.376,0 48.224 126.688 37.959,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 17.968.768 200 89.843,0 86.784,0 40.096 148.192 47.497,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 26.265.888 200 131.329,0 113.328,0 46.336 240.736 75.882,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 25.156.224 200 125.781,0 99.856,0 40.064 240.608 74.316,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 29.810.688 200 149.053,0 114.784,0 46.560 240.672 82.061,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 23.770.016 200 118.850,0 100.848,0 40.096 240.512 71.379,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 23.715.136 200 118.575,0 100.624,0 40.096 240.096 71.538,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 21.794.784 200 108.973,0 103.008,0 46.080 178.816 59.686,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 20.552.832 200 102.764,0 90.544,0 40.224 179.168 56.516,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 16.139.776 200 80.698,0 80.832,0 39.168 123.200 40.981,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 16.364.224 200 81.821,0 81.344,0 38.912 129.184 41.918,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 25.460.928 200 127.304,0 100.320,0 44.576 240.608 75.128,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 25.460.512 200 127.302,0 108.320,0 42.752 240.864 75.046,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 24.962.368 200 124.811,0 101.472,0 40.512 240.480 73.997,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 24.968.448 200 124.842,0 114.304,0 46.336 240.576 73.066,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 23.967.552 200 119.837,0 101.936,0 40.128 240.736 71.785,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 16.075.136 200 80.375,0 80.032,0 38.560 122.976 41.429,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 25.541.952 200 127.709,0 101.936,0 40.896 240.992 74.707,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 26.569.888 200 132.849,0 113.600,0 46.304 240.864 76.865,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 28.753.760 200 143.768,0 113.952,0 46.176 240.512 81.216,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 25.126.624 200 125.633,0 101.472,0 40.384 240.672 74.058,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 24.687.296 200 123.436,0 101.104,0 40.096 240.736 73.357,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 23.953.952 200 119.769,0 101.168,0 40.128 240.576 71.541,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 18.877.216 200 94.386,0 89.488,0 40.096 178.816 52.997,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 19.293.120 200 96.465,0 95.488,0 44.608 158.016 51.226,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 19.151.328 200 95.756,0 86.992,0 38.880 178.880 54.343,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 15.965.632 200 79.828,0 79.648,0 39.328 120.576 40.073,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 22.473.824 200 112.369,0 100.720,0 40.160 240.512 67.440,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 26.788.640 200 133.943,0 108.496,0 42.848 240.384 77.596,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 22.460.832 200 112.304,0 100.704,0 39.904 240.960 68.304,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 21.196.256 200 105.981,0 100.448,0 40.320 239.840 62.513,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 20.851.520 200 104.257,0 99.808,0 44.480 178.944 57.185,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 16.112.608 200 80.563,0 80.208,0 39.008 122.592 41.108,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 16.119.296 200 80.596,0 80.864,0 38.816 129.760 41.258,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 16.094.336 200 80.471,0 80.144,0 39.136 122.624 41.138,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 20.134.592 200 100.673,0 99.136,0 40.096 240.480 59.740,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 24.840.928 200 124.204,0 101.664,0 39.872 240.032 73.585,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 24.018.368 200 120.091,0 100.816,0 40.256 240.416 72.082,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 25.360.800 200 126.804,0 101.136,0 40.416 240.096 74.595,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 24.803.264 200 124.016,0 101.072,0 40.448 240.352 73.260,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 22.880.064 200 114.400,0 100.656,0 40.352 240.160 69.300,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 23.244.992 200 116.225,0 101.104,0 40.544 240.256 69.666,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 25.608.928 200 128.044,0 105.040,0 40.960 240.320 74.306,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 23.430.400 200 117.152,0 100.992,0 40.704 240.512 70.180,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 25.291.360 200 126.456,0 100.896,0 40.096 241.216 74.899,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 24.165.152 200 120.825,0 108.272,0 43.200 240.608 71.306,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 23.449.152 200 117.245,0 109.888,0 40.704 240.992 70.048,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 28.049.856 200 140.249,0 112.864,0 45.376 240.416 79.772,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 24.701.312 200 123.506,0 108.720,0 43.296 240.416 73.221,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 20.888.704 200 104.443,0 89.856,0 40.480 178.912 59.126,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 23.328.512 200 116.642,0 109.712,0 40.448 241.056 69.746,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 23.536.576 200 117.682,0 101.536,0 40.672 240.928 70.268,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 24.097.376 200 120.486,0 101.728,0 40.416 240.736 71.778,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 22.505.216 200 112.526,0 100.848,0 40.384 241.056 67.251,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 25.396.352 200 126.981,0 101.984,0 41.056 239.552 74.332,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 20.791.648 200 103.958,0 90.144,0 40.672 178.720 58.394,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 18.336.960 200 91.684,0 85.792,0 39.520 151.616 49.773,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 24.794.752 200 123.973,0 101.408,0 40.064 240.256 74.159,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 23.600.512 200 118.002,0 100.672,0 40.128 240.992 71.474,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 27.869.824 200 139.349,0 114.544,0 46.592 240.800 78.617,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 23.724.128 200 118.620,0 100.592,0 40.032 240.288 71.102,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 24.358.048 200 121.790,0 100.976,0 40.864 240.736 72.148,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 22.421.536 200 112.107,0 101.136,0 40.608 240.864 67.050,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 25.158.304 200 125.791,0 101.296,0 40.544 240.640 74.323,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 20.240.128 200 101.200,0 89.552,0 40.160 178.720 57.374,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 16.107.328 200 80.536,0 80.048,0 38.848 122.912 41.204,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 19.553.152 200 97.765,0 87.344,0 40.320 158.976 52.882,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 24.954.432 200 124.772,0 108.832,0 43.872 241.088 73.997,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 25.528.192 200 127.641,0 108.448,0 42.880 240.448 74.584,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 24.737.632 200 123.688,0 101.184,0 40.800 240.512 73.241,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 17.980.160 200 89.900,0 86.304,0 40.512 146.240 47.410,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 17.492.032 200 87.460,0 83.200,0 38.944 146.400 46.362,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 21.105.600 200 105.528,0 98.960,0 39.904 241.088 63.201,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 22.151.040 200 110.755,0 101.088,0 40.448 240.864 66.534,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
