14,0 24.340.960 2 12.170.480,0 12.170.480,0 8.489.920 15.851.040 5.205.097,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 15.920.768 2 7.960.384,0 7.960.384,0 7.958.496 7.962.272 2.670,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
17,0 32.749.248 2 16.374.624,0 16.374.624,0 16.360.256 16.388.992 20.319,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
10,0 15.921.472 2 7.960.736,0 7.960.736,0 7.960.544 7.960.928 271,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 15.891.232 2 7.945.616,0 7.945.616,0 7.944.928 7.946.304 973,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
13,0 22.135.520 2 11.067.760,0 11.067.760,0 8.514.304 13.621.216 3.611.132,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
10,0 16.116.128 2 8.058.064,0 8.058.064,0 8.054.912 8.061.216 4.457,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
13,0 16.124.480 2 8.062.240,0 8.062.240,0 8.061.312 8.063.168 1.312,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
12,0 16.134.880 2 8.067.440,0 8.067.440,0 8.065.056 8.069.824 3.371,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
15,0 16.110.848 2 8.055.424,0 8.055.424,0 8.055.232 8.055.616 271,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
13,0 16.131.168 2 8.065.584,0 8.065.584,0 8.061.632 8.069.536 5.589,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
11,0 24.101.248 2 12.050.624,0 12.050.624,0 8.247.136 15.854.112 5.378.944,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
16,0 31.720.224 2 15.860.112,0 15.860.112,0 15.858.208 15.862.016 2.692,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
16,0 19.229.728 2 9.614.864,0 9.614.864,0 7.953.632 11.276.096 2.349.336,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
13,0 15.917.568 2 7.958.784,0 7.958.784,0 7.957.984 7.959.584 1.131,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
18,0 32.444.192 2 16.222.096,0 16.222.096,0 16.032.960 16.411.232 267.478,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
11,0 15.913.120 2 7.956.560,0 7.956.560,0 7.951.968 7.961.152 6.494,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
16,0 31.711.584 2 15.855.792,0 15.855.792,0 15.854.272 15.857.312 2.149,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
16,0 31.718.208 2 15.859.104,0 15.859.104,0 15.856.960 15.861.248 3.032,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 15.902.464 2 7.951.232,0 7.951.232,0 7.947.040 7.955.424 5.928,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
15,0 27.265.888 2 13.632.944,0 13.632.944,0 12.607.040 14.658.848 1.450.847,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
18,0 33.212.352 2 16.606.176,0 16.606.176,0 16.560.736 16.651.616 64.261,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 15.910.336 2 7.955.168,0 7.955.168,0 7.952.896 7.957.440 3.213,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
20,0 59.329.376 2 29.664.688,0 29.664.688,0 20.014.496 39.314.880 13.647.432,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
21,0 47.402.496 2 23.701.248,0 23.701.248,0 23.673.792 23.728.704 38.828,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
18,0 33.061.760 2 16.530.880,0 16.530.880,0 16.523.200 16.538.560 10.861,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
16,0 31.709.152 2 15.854.576,0 15.854.576,0 15.852.864 15.856.288 2.421,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
16,0 31.715.904 2 15.857.952,0 15.857.952,0 15.855.552 15.860.352 3.394,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 16.106.176 2 8.053.088,0 8.053.088,0 8.052.736 8.053.440 497,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
11,0 16.972.032 2 8.486.016,0 8.486.016,0 8.464.224 8.507.808 30.818,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
11,0 15.894.784 2 7.947.392,0 7.947.392,0 7.939.968 7.954.816 10.499,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
10,0 16.115.520 2 8.057.760,0 8.057.760,0 8.047.872 8.067.648 13.983,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
20,0 47.726.400 2 23.863.200,0 23.863.200,0 23.850.944 23.875.456 17.332,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
17,0 31.717.088 2 15.858.544,0 15.858.544,0 15.856.032 15.861.056 3.552,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
20,0 48.221.024 2 24.110.512,0 24.110.512,0 20.738.720 27.482.304 4.768.434,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
13,0 16.107.168 2 8.053.584,0 8.053.584,0 8.053.088 8.054.080 701,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
18,0 28.717.248 2 14.358.624,0 14.358.624,0 12.024.576 16.692.672 3.300.842,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 31.714.240 2 15.857.120,0 15.857.120,0 15.850.272 15.863.968 9.684,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
13,0 15.902.848 2 7.951.424,0 7.951.424,0 7.950.016 7.952.832 1.991,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
18,0 32.886.784 2 16.443.392,0 16.443.392,0 16.425.024 16.461.760 25.976,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 16.107.360 2 8.053.680,0 8.053.680,0 8.050.016 8.057.344 5.181,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 16.107.040 2 8.053.520,0 8.053.520,0 8.052.864 8.054.176 927,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
15,0 19.738.240 2 9.869.120,0 9.869.120,0 8.046.752 11.691.488 2.577.217,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 16.097.856 2 8.048.928,0 8.048.928,0 8.045.408 8.052.448 4.978,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
19,0 51.835.168 2 25.917.584,0 25.917.584,0 21.254.592 30.580.576 6.594.466,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
13,0 15.904.352 2 7.952.176,0 7.952.176,0 7.951.616 7.952.736 792,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 15.912.032 2 7.956.016,0 7.956.016,0 7.948.896 7.963.136 10.069,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
16,0 31.501.888 2 15.750.944,0 15.750.944,0 14.936.256 16.565.632 1.152.142,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
13,0 15.897.184 2 7.948.592,0 7.948.592,0 7.946.592 7.950.592 2.828,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 24.320.192 2 12.160.096,0 12.160.096,0 8.466.464 15.853.728 5.223.584,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
12,0 17.575.840 2 8.787.920,0 8.787.920,0 8.057.472 9.518.368 1.033.009,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
20,0 45.450.400 2 22.725.200,0 22.725.200,0 21.716.320 23.734.080 1.426.771,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 16.110.848 2 8.055.424,0 8.055.424,0 8.054.944 8.055.904 678,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
13,0 15.904.832 2 7.952.416,0 7.952.416,0 7.951.936 7.952.896 678,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
13,0 16.122.240 2 8.061.120,0 8.061.120,0 8.058.080 8.064.160 4.299,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
16,0 31.713.760 2 15.856.880,0 15.856.880,0 15.853.024 15.860.736 5.453,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 15.908.416 2 7.954.208,0 7.954.208,0 7.953.120 7.955.296 1.538,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
17,0 29.624.736 2 14.812.368,0 14.812.368,0 13.195.872 16.428.864 2.286.070,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
16,0 19.634.368 2 9.817.184,0 9.817.184,0 9.453.184 10.181.184 514.773,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
18,0 31.085.472 2 15.542.736,0 15.542.736,0 14.699.904 16.385.568 1.191.944,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
12,0 19.915.360 2 9.957.680,0 9.957.680,0 8.461.920 11.453.440 2.115.324,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
16,0 31.717.984 2 15.858.992,0 15.858.992,0 15.858.656 15.859.328 475,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 16.112.864 2 8.056.432,0 8.056.432,0 8.056.320 8.056.544 158,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
16,0 31.713.152 2 15.856.576,0 15.856.576,0 15.851.904 15.861.248 6.607,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
13,0 16.116.160 2 8.058.080,0 8.058.080,0 8.054.976 8.061.184 4.389,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
10,0 16.113.856 2 8.056.928,0 8.056.928,0 8.056.512 8.057.344 588,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
11,0 16.560.832 2 8.280.416,0 8.280.416,0 8.037.664 8.523.168 343.303,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
13,0 15.906.880 2 7.953.440,0 7.953.440,0 7.952.992 7.953.888 633,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 15.899.776 2 7.949.888,0 7.949.888,0 7.947.424 7.952.352 3.484,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
16,0 31.710.464 2 15.855.232,0 15.855.232,0 15.854.240 15.856.224 1.402,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 15.899.936 2 7.949.968,0 7.949.968,0 7.949.952 7.949.984 22,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 16.114.336 2 8.057.168,0 8.057.168,0 8.053.216 8.061.120 5.589,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
19,0 44.267.456 2 22.133.728,0 22.133.728,0 19.051.680 25.215.776 4.358.674,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 16.109.728 2 8.054.864,0 8.054.864,0 8.053.600 8.056.128 1.787,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 24.326.880 2 12.163.440,0 12.163.440,0 8.469.472 15.857.408 5.224.059,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
15,0 25.122.912 2 12.561.456,0 12.561.456,0 8.656.704 16.466.208 5.522.153,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
11,0 16.103.584 2 8.051.792,0 8.051.792,0 8.047.520 8.056.064 6.041,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
15,0 16.113.760 2 8.056.880,0 8.056.880,0 8.055.616 8.058.144 1.787,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 16.110.016 2 8.055.008,0 8.055.008,0 8.053.728 8.056.288 1.810,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
15,0 16.111.360 2 8.055.680,0 8.055.680,0 8.053.792 8.057.568 2.670,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
16,0 29.365.152 2 14.682.576,0 14.682.576,0 13.506.784 15.858.368 1.662.821,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
16,0 31.034.336 2 15.517.168,0 15.517.168,0 14.449.952 16.584.384 1.509.271,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 15.922.944 2 7.961.472,0 7.961.472,0 7.958.976 7.963.968 3.529,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
12,0 25.459.200 2 12.729.600,0 12.729.600,0 9.599.392 15.859.808 4.426.782,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 16.099.744 2 8.049.872,0 8.049.872,0 8.049.344 8.050.400 746,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
13,0 15.910.112 2 7.955.056,0 7.955.056,0 7.952.608 7.957.504 3.462,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 15.895.328 2 7.947.664,0 7.947.664,0 7.947.456 7.947.872 294,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 16.114.336 2 8.057.168,0 8.057.168,0 8.054.304 8.060.032 4.050,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
16,0 31.710.784 2 15.855.392,0 15.855.392,0 15.853.920 15.856.864 2.081,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
15,0 16.101.184 2 8.050.592,0 8.050.592,0 8.045.120 8.056.064 7.738,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 15.901.600 2 7.950.800,0 7.950.800,0 7.950.400 7.951.200 565,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
18,0 33.157.472 2 16.578.736,0 16.578.736,0 16.531.776 16.625.696 66.411,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
18,0 32.903.872 2 16.451.936,0 16.451.936,0 16.440.128 16.463.744 16.699,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 16.125.184 2 8.062.592,0 8.062.592,0 8.058.400 8.066.784 5.928,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
10,0 15.901.184 2 7.950.592,0 7.950.592,0 7.948.928 7.952.256 2.353,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 16.129.472 2 8.064.736,0 8.064.736,0 8.059.776 8.069.696 7.014,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 16.110.304 2 8.055.152,0 8.055.152,0 8.054.528 8.055.776 882,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 15.910.592 2 7.955.296,0 7.955.296,0 7.954.816 7.955.776 678,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
10,0 15.899.840 2 7.949.920,0 7.949.920,0 7.948.992 7.950.848 1.312,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
16,0 31.710.368 2 15.855.184,0 15.855.184,0 15.851.456 15.858.912 5.272,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
18,0 30.616.192 2 15.308.096,0 15.308.096,0 14.317.504 16.298.688 1.400.908,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
15,0 16.085.664 2 8.042.832,0 8.042.832,0 8.039.072 8.046.592 5.317,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
13,0 16.105.664 2 8.052.832,0 8.052.832,0 8.051.936 8.053.728 1.267,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
11,0 16.175.680 2 8.087.840,0 8.087.840,0 8.062.624 8.113.056 35.660,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
18,0 46.123.392 2 23.061.696,0 23.061.696,0 22.276.896 23.846.496 1.109.874,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
13,0 15.901.024 2 7.950.512,0 7.950.512,0 7.946.016 7.955.008 6.358,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 34.123.424 2 17.061.712,0 17.061.712,0 17.061.376 17.062.048 475,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
10,0 16.098.016 2 8.049.008,0 8.049.008,0 8.043.168 8.054.848 8.259,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
11,0 15.904.480 2 7.952.240,0 7.952.240,0 7.952.032 7.952.448 294,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
19,0 30.172.384 2 15.086.192,0 15.086.192,0 13.632.224 16.540.160 2.056.221,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
16,0 31.712.480 2 15.856.240,0 15.856.240,0 15.852.960 15.859.520 4.638,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
11,0 16.928.544 2 8.464.272,0 8.464.272,0 8.455.712 8.472.832 12.105,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 15.915.776 2 7.957.888,0 7.957.888,0 7.957.760 7.958.016 181,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
12,0 16.110.016 2 8.055.008,0 8.055.008,0 8.054.496 8.055.520 724,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
17,0 30.003.680 2 15.001.840,0 15.001.840,0 13.478.240 16.525.440 2.154.695,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 16.119.776 2 8.059.888,0 8.059.888,0 8.059.744 8.060.032 203,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
11,0 15.904.256 2 7.952.128,0 7.952.128,0 7.949.152 7.955.104 4.208,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
10,0 15.912.064 2 7.956.032,0 7.956.032,0 7.953.280 7.958.784 3.891,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 16.124.576 2 8.062.288,0 8.062.288,0 8.061.376 8.063.200 1.289,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 16.095.520 2 8.047.760,0 8.047.760,0 8.045.472 8.050.048 3.235,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 16.113.376 2 8.056.688,0 8.056.688,0 8.055.360 8.058.016 1.878,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
22,0 65.363.040 2 32.681.520,0 32.681.520,0 25.192.608 40.170.432 10.590.920,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 16.150.496 2 8.075.248,0 8.075.248,0 8.048.576 8.101.920 37.719,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
11,0 20.253.536 2 10.126.768,0 10.126.768,0 8.365.728 11.887.808 2.490.486,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
15,0 24.309.760 2 12.154.880,0 12.154.880,0 8.456.320 15.853.440 5.230.553,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
16,0 31.721.344 2 15.860.672,0 15.860.672,0 15.857.888 15.863.456 3.937,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
11,0 15.903.456 2 7.951.728,0 7.951.728,0 7.948.576 7.954.880 4.457,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
16,0 31.718.208 2 15.859.104,0 15.859.104,0 15.855.936 15.862.272 4.480,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 15.917.536 2 7.958.768,0 7.958.768,0 7.952.096 7.965.440 9.435,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 15.904.992 2 7.952.496,0 7.952.496,0 7.949.376 7.955.616 4.412,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 16.119.456 2 8.059.728,0 8.059.728,0 8.059.520 8.059.936 294,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
15,0 31.716.064 2 15.858.032,0 15.858.032,0 15.854.336 15.861.728 5.226,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
10,0 16.125.760 2 8.062.880,0 8.062.880,0 8.059.680 8.066.080 4.525,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
11,0 16.104.512 2 8.052.256,0 8.052.256,0 8.051.360 8.053.152 1.267,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
16,0 34.292.960 2 17.146.480,0 17.146.480,0 17.134.048 17.158.912 17.581,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
11,0 15.913.728 2 7.956.864,0 7.956.864,0 7.953.792 7.959.936 4.344,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
16,0 31.711.744 2 15.855.872,0 15.855.872,0 15.855.392 15.856.352 678,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
12,0 16.106.944 2 8.053.472,0 8.053.472,0 8.049.952 8.056.992 4.978,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
16,0 31.717.056 2 15.858.528,0 15.858.528,0 15.852.096 15.864.960 9.096,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
16,0 31.716.448 2 15.858.224,0 15.858.224,0 15.854.848 15.861.600 4.774,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
11,0 15.900.128 2 7.950.064,0 7.950.064,0 7.943.616 7.956.512 9.118,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 16.097.536 2 8.048.768,0 8.048.768,0 8.047.552 8.049.984 1.719,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
16,0 31.722.048 2 15.861.024,0 15.861.024,0 15.859.712 15.862.336 1.855,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 15.900.128 2 7.950.064,0 7.950.064,0 7.946.656 7.953.472 4.819,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
16,0 31.710.496 2 15.855.248,0 15.855.248,0 15.853.632 15.856.864 2.285,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 16.102.272 2 8.051.136,0 8.051.136,0 8.048.768 8.053.504 3.348,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
15,0 16.123.168 2 8.061.584,0 8.061.584,0 8.056.640 8.066.528 6.991,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
16,0 31.714.144 2 15.857.072,0 15.857.072,0 15.856.800 15.857.344 384,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
11,0 16.082.720 2 8.041.360,0 8.041.360,0 8.041.248 8.041.472 158,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 24.330.336 2 12.165.168,0 12.165.168,0 8.473.312 15.857.024 5.221.072,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
16,0 31.711.008 2 15.855.504,0 15.855.504,0 15.854.240 15.856.768 1.787,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
13,0 16.109.952 2 8.054.976,0 8.054.976,0 8.049.824 8.060.128 7.286,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 15.906.848 2 7.953.424,0 7.953.424,0 7.950.432 7.956.416 4.231,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 15.906.944 2 7.953.472,0 7.953.472,0 7.952.704 7.954.240 1.086,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
15,0 25.317.568 2 12.658.784,0 12.658.784,0 8.773.472 16.544.096 5.494.660,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
