7,0 13.527.936 2 6.763.968,0 6.763.968,0 5.715.072 7.812.864 1.483.362,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.497.248 2 4.248.624,0 4.248.624,0 4.243.072 4.254.176 7.851,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.413.888 2 4.206.944,0 4.206.944,0 4.206.912 4.206.976 45,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
10,0 19.442.944 2 9.721.472,0 9.721.472,0 9.580.832 9.862.112 198.895,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.506.208 2 4.253.104,0 4.253.104,0 4.251.264 4.254.944 2.602,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.422.112 2 4.211.056,0 4.211.056,0 4.210.048 4.212.064 1.425,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
10,0 19.327.488 2 9.663.744,0 9.663.744,0 9.477.760 9.849.728 263.021,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
6,0 10.358.912 2 5.179.456,0 5.179.456,0 5.177.824 5.181.088 2.308,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.425.376 2 4.212.688,0 4.212.688,0 4.205.984 4.219.392 9.480,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 13.341.312 2 6.670.656,0 6.670.656,0 5.326.080 8.015.232 1.901.517,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
6,0 10.422.432 2 5.211.216,0 5.211.216,0 5.204.192 5.218.240 9.933,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
6,0 8.581.568 2 4.290.784,0 4.290.784,0 4.287.424 4.294.144 4.751,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
6,0 8.537.472 2 4.268.736,0 4.268.736,0 4.267.328 4.270.144 1.991,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.527.520 2 4.263.760,0 4.263.760,0 4.255.392 4.272.128 11.834,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.613.856 2 4.306.928,0 4.306.928,0 4.276.544 4.337.312 42.969,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
6,0 14.365.952 2 7.182.976,0 7.182.976,0 6.570.816 7.795.136 865.725,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.501.568 2 8.250.784,0 8.250.784,0 8.250.048 8.251.520 1.040,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 9.785.152 2 4.892.576,0 4.892.576,0 4.195.744 5.589.408 985.469,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.454.496 2 4.227.248,0 4.227.248,0 4.222.976 4.231.520 6.041,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
9,0 16.725.440 2 8.362.720,0 8.362.720,0 7.088.736 9.636.704 1.801.685,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 10.055.136 2 5.027.568,0 5.027.568,0 5.022.656 5.032.480 6.946,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.488.416 2 8.244.208,0 8.244.208,0 8.243.552 8.244.864 927,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.451.136 2 8.225.568,0 8.225.568,0 8.185.088 8.266.048 57.247,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.434.528 2 4.217.264,0 4.217.264,0 4.211.232 4.223.296 8.530,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 13.134.592 2 6.567.296,0 6.567.296,0 5.242.688 7.891.904 1.873.278,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
11,0 19.845.216 2 9.922.608,0 9.922.608,0 9.870.784 9.974.432 73.290,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.422.560 2 4.211.280,0 4.211.280,0 4.210.304 4.212.256 1.380,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
12,0 37.274.368 2 18.637.184,0 18.637.184,0 14.687.296 22.587.072 5.585.985,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
11,0 25.129.152 2 12.564.576,0 12.564.576,0 10.388.160 14.740.992 3.077.917,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
12,0 22.262.784 2 11.131.392,0 11.131.392,0 10.820.736 11.442.048 439.333,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.315.872 2 8.157.936,0 8.157.936,0 8.156.800 8.159.072 1.606,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.548.736 2 8.274.368,0 8.274.368,0 8.258.240 8.290.496 22.808,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.519.808 2 4.259.904,0 4.259.904,0 4.255.136 4.264.672 6.743,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 10.663.552 2 5.331.776,0 5.331.776,0 5.317.248 5.346.304 20.545,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 10.189.536 2 5.094.768,0 5.094.768,0 5.067.328 5.122.208 38.806,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
6,0 10.508.928 2 5.254.464,0 5.254.464,0 5.213.152 5.295.776 58.424,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
12,0 29.515.296 2 14.757.648,0 14.757.648,0 14.728.992 14.786.304 40.525,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.340.448 2 8.170.224,0 8.170.224,0 8.169.824 8.170.624 565,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
10,0 24.243.264 2 12.121.632,0 12.121.632,0 10.137.376 14.105.888 2.806.161,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.585.472 2 4.292.736,0 4.292.736,0 4.273.568 4.311.904 27.107,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
11,0 17.831.424 2 8.915.712,0 8.915.712,0 4.976.128 12.855.296 5.571.413,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 16.347.712 2 8.173.856,0 8.173.856,0 8.048.640 8.299.072 177.082,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.494.752 2 4.247.376,0 4.247.376,0 4.245.440 4.249.312 2.737,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
11,0 19.764.064 2 9.882.032,0 9.882.032,0 9.872.672 9.891.392 13.237,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.536.960 2 4.268.480,0 4.268.480,0 4.266.048 4.270.912 3.439,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.523.424 2 4.261.712,0 4.261.712,0 4.250.112 4.273.312 16.404,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 9.912.032 2 4.956.016,0 4.956.016,0 4.255.648 5.656.384 990.469,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.496.000 2 4.248.000,0 4.248.000,0 4.247.168 4.248.832 1.176,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
11,0 30.525.856 2 15.262.928,0 15.262.928,0 8.201.120 22.324.736 9.986.904,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.489.792 2 4.244.896,0 4.244.896,0 4.229.920 4.259.872 21.179,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.411.104 2 4.205.552,0 4.205.552,0 4.202.112 4.208.992 4.864,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
12,0 22.701.856 2 11.350.928,0 11.350.928,0 9.929.568 12.772.288 2.010.106,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.471.104 2 4.235.552,0 4.235.552,0 4.233.664 4.237.440 2.670,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
6,0 11.118.208 2 5.559.104,0 5.559.104,0 5.295.872 5.822.336 372.266,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 12.143.072 2 6.071.536,0 6.071.536,0 4.293.120 7.849.952 2.515.060,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
11,0 25.073.984 2 12.536.992,0 12.536.992,0 10.349.408 14.724.576 3.093.711,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.543.136 2 4.271.568,0 4.271.568,0 4.260.000 4.283.136 16.359,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.405.920 2 4.202.960,0 4.202.960,0 4.199.840 4.206.080 4.412,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.518.112 2 4.259.056,0 4.259.056,0 4.254.272 4.263.840 6.765,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.372.384 2 8.186.192,0 8.186.192,0 8.176.640 8.195.744 13.508,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.433.376 2 4.216.688,0 4.216.688,0 4.214.720 4.218.656 2.783,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
10,0 17.584.288 2 8.792.144,0 8.792.144,0 7.733.664 9.850.624 1.496.916,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 9.980.192 2 4.990.096,0 4.990.096,0 4.266.112 5.714.080 1.023.868,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
11,0 19.225.376 2 9.612.688,0 9.612.688,0 9.359.456 9.865.920 358.124,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 11.350.080 2 5.675.040,0 5.675.040,0 5.670.176 5.679.904 6.878,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.534.528 2 8.267.264,0 8.267.264,0 8.258.400 8.276.128 12.535,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.490.464 2 4.245.232,0 4.245.232,0 4.242.080 4.248.384 4.457,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.507.552 2 8.253.776,0 8.253.776,0 8.236.800 8.270.752 24.007,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.561.568 2 4.280.784,0 4.280.784,0 4.278.208 4.283.360 3.643,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
6,0 10.256.416 2 5.128.208,0 5.128.208,0 5.114.400 5.142.016 19.527,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 10.899.136 2 5.449.568,0 5.449.568,0 5.335.424 5.563.712 161.424,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.458.432 2 4.229.216,0 4.229.216,0 4.226.304 4.232.128 4.118,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.416.640 2 4.208.320,0 4.208.320,0 4.193.376 4.223.264 21.134,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.495.264 2 8.247.632,0 8.247.632,0 8.233.888 8.261.376 19.437,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.452.704 2 4.226.352,0 4.226.352,0 4.224.640 4.228.064 2.421,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.506.560 2 4.253.280,0 4.253.280,0 4.243.104 4.263.456 14.391,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
9,0 21.623.104 2 10.811.552,0 10.811.552,0 10.463.328 11.159.776 492.463,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.492.672 2 4.246.336,0 4.246.336,0 4.236.384 4.256.288 14.074,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
6,0 11.094.176 2 5.547.088,0 5.547.088,0 5.291.232 5.802.944 361.835,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
12,0 19.747.520 2 9.873.760,0 9.873.760,0 9.864.160 9.883.360 13.576,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
6,0 8.541.728 2 4.270.864,0 4.270.864,0 4.270.112 4.271.616 1.063,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 8.531.744 2 4.265.872,0 4.265.872,0 4.262.848 4.268.896 4.276,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.561.472 2 4.280.736,0 4.280.736,0 4.279.520 4.281.952 1.719,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 8.480.672 2 4.240.336,0 4.240.336,0 4.237.120 4.243.552 4.548,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 14.392.864 2 7.196.432,0 7.196.432,0 6.302.240 8.090.624 1.264.578,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
13,0 25.548.384 2 12.774.192,0 12.774.192,0 12.751.968 12.796.416 31.429,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.428.192 2 4.214.096,0 4.214.096,0 4.207.520 4.220.672 9.299,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
6,0 13.373.408 2 6.686.704,0 6.686.704,0 5.303.904 8.069.504 1.955.574,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.528.832 2 4.264.416,0 4.264.416,0 4.259.264 4.269.568 7.286,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.474.112 2 4.237.056,0 4.237.056,0 4.231.072 4.243.040 8.462,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.460.928 2 4.230.464,0 4.230.464,0 4.225.088 4.235.840 7.602,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.504.192 2 4.252.096,0 4.252.096,0 4.245.760 4.258.432 8.960,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.443.808 2 8.221.904,0 8.221.904,0 8.201.536 8.242.272 28.804,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.528.832 2 4.264.416,0 4.264.416,0 4.264.384 4.264.448 45,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.436.288 2 4.218.144,0 4.218.144,0 4.213.344 4.222.944 6.788,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
13,0 24.206.080 2 12.103.040,0 12.103.040,0 11.398.816 12.807.264 995.923,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
10,0 19.735.424 2 9.867.712,0 9.867.712,0 9.848.768 9.886.656 26.790,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.538.144 2 4.269.072,0 4.269.072,0 4.268.064 4.270.080 1.425,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
6,0 10.334.368 2 5.167.184,0 5.167.184,0 5.148.544 5.185.824 26.360,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.503.392 2 4.251.696,0 4.251.696,0 4.248.992 4.254.400 3.824,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.532.160 2 4.266.080,0 4.266.080,0 4.265.408 4.266.752 950,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.434.400 2 4.217.200,0 4.217.200,0 4.212.960 4.221.440 5.996,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
6,0 10.077.440 2 5.038.720,0 5.038.720,0 5.034.656 5.042.784 5.747,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.492.192 2 8.246.096,0 8.246.096,0 8.223.744 8.268.448 31.610,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 14.806.720 2 7.403.360,0 7.403.360,0 4.920.512 9.886.208 3.511.277,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 8.503.712 2 4.251.856,0 4.251.856,0 4.245.088 4.258.624 9.571,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.542.432 2 4.271.216,0 4.271.216,0 4.267.584 4.274.848 5.136,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 11.658.112 2 5.829.056,0 5.829.056,0 4.282.688 7.375.424 2.186.894,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
15,0 38.459.328 2 19.229.664,0 19.229.664,0 18.413.216 20.046.112 1.154.631,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.451.072 2 4.225.536,0 4.225.536,0 4.220.736 4.230.336 6.788,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
12,0 28.531.712 2 14.265.856,0 14.265.856,0 14.240.576 14.291.136 35.751,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
6,0 10.313.568 2 5.156.784,0 5.156.784,0 5.143.232 5.170.336 19.165,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 10.434.080 2 5.217.040,0 5.217.040,0 5.188.800 5.245.280 39.937,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
9,0 14.848.992 2 7.424.496,0 7.424.496,0 4.960.704 9.888.288 3.484.328,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.543.744 2 8.271.872,0 8.271.872,0 8.260.256 8.283.488 16.427,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 10.582.048 2 5.291.024,0 5.291.024,0 5.270.400 5.311.648 29.166,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.430.272 2 4.215.136,0 4.215.136,0 4.214.816 4.215.456 452,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
6,0 8.528.000 2 4.264.000,0 4.264.000,0 4.260.736 4.267.264 4.616,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
12,0 20.688.960 2 10.344.480,0 10.344.480,0 9.938.240 10.750.720 574.510,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.562.752 2 4.281.376,0 4.281.376,0 4.279.872 4.282.880 2.127,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 10.203.488 2 5.101.744,0 5.101.744,0 5.083.904 5.119.584 25.229,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
6,0 9.973.440 2 4.986.720,0 4.986.720,0 4.984.352 4.989.088 3.348,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.513.856 2 4.256.928,0 4.256.928,0 4.249.728 4.264.128 10.182,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.495.648 2 4.247.824,0 4.247.824,0 4.236.992 4.258.656 15.318,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.500.192 2 4.250.096,0 4.250.096,0 4.248.160 4.252.032 2.737,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
9,0 28.503.168 2 14.251.584,0 14.251.584,0 11.140.800 17.362.368 4.399.312,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.542.624 2 4.271.312,0 4.271.312,0 4.251.712 4.290.912 27.718,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 13.182.144 2 6.591.072,0 6.591.072,0 6.509.088 6.673.056 115.942,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
6,0 10.965.856 2 5.482.928,0 5.482.928,0 5.200.448 5.765.408 399.487,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.514.560 2 8.257.280,0 8.257.280,0 8.255.008 8.259.552 3.213,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 9.911.680 2 4.955.840,0 4.955.840,0 4.943.872 4.967.808 16.925,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.481.088 2 8.240.544,0 8.240.544,0 8.220.096 8.260.992 28.917,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.419.872 2 4.209.936,0 4.209.936,0 4.206.240 4.213.632 5.226,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.450.624 2 4.225.312,0 4.225.312,0 4.221.920 4.228.704 4.797,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.499.872 2 4.249.936,0 4.249.936,0 4.248.416 4.251.456 2.149,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.447.104 2 8.223.552,0 8.223.552,0 8.217.600 8.229.504 8.417,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
6,0 10.270.944 2 5.135.472,0 5.135.472,0 5.122.432 5.148.512 18.441,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 9.972.160 2 4.986.080,0 4.986.080,0 4.980.640 4.991.520 7.693,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
9,0 20.502.368 2 10.251.184,0 10.251.184,0 9.384.768 11.117.600 1.225.297,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
6,0 9.919.488 2 4.959.744,0 4.959.744,0 4.958.752 4.960.736 1.402,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.467.392 2 8.233.696,0 8.233.696,0 8.226.336 8.241.056 10.408,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 10.036.032 2 5.018.016,0 5.018.016,0 4.991.552 5.044.480 37.425,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.435.808 2 8.217.904,0 8.217.904,0 8.178.368 8.257.440 55.912,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.443.744 2 8.221.872,0 8.221.872,0 8.217.472 8.226.272 6.222,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 9.996.288 2 4.998.144,0 4.998.144,0 4.993.472 5.002.816 6.607,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.486.464 2 4.243.232,0 4.243.232,0 4.241.344 4.245.120 2.670,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.406.880 2 8.203.440,0 8.203.440,0 8.199.104 8.207.776 6.132,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.418.496 2 4.209.248,0 4.209.248,0 4.206.624 4.211.872 3.710,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.487.232 2 8.243.616,0 8.243.616,0 8.220.672 8.266.560 32.447,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.493.408 2 4.246.704,0 4.246.704,0 4.243.008 4.250.400 5.226,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 8.492.928 2 4.246.464,0 4.246.464,0 4.246.144 4.246.784 452,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
