0,0 2.873.952 1 2.873.952,0 2.873.952,0 2.873.952 2.873.952 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.531.456 1 4.531.456,0 4.531.456,0 4.531.456 4.531.456 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.996.640 1 2.996.640,0 2.996.640,0 2.996.640 2.996.640 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.529.824 1 4.529.824,0 4.529.824,0 4.529.824 4.529.824 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.528.864 1 4.528.864,0 4.528.864,0 4.528.864 4.528.864 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.971.232 1 2.971.232,0 2.971.232,0 2.971.232 2.971.232 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.529.952 1 4.529.952,0 4.529.952,0 4.529.952 4.529.952 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.528.896 1 4.528.896,0 4.528.896,0 4.528.896 4.528.896 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.531.136 1 4.531.136,0 4.531.136,0 4.531.136 4.531.136 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.528.672 1 4.528.672,0 4.528.672,0 4.528.672 4.528.672 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.530.400 1 4.530.400,0 4.530.400,0 4.530.400 4.530.400 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.530.304 1 4.530.304,0 4.530.304,0 4.530.304 4.530.304 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.531.520 1 4.531.520,0 4.531.520,0 4.531.520 4.531.520 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.526.720 1 4.526.720,0 4.526.720,0 4.526.720 4.526.720 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.529.472 1 4.529.472,0 4.529.472,0 4.529.472 4.529.472 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.531.712 1 4.531.712,0 4.531.712,0 4.531.712 4.531.712 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.531.520 1 4.531.520,0 4.531.520,0 4.531.520 4.531.520 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.530.624 1 4.530.624,0 4.530.624,0 4.530.624 4.530.624 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.530.784 1 4.530.784,0 4.530.784,0 4.530.784 4.530.784 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.527.264 1 4.527.264,0 4.527.264,0 4.527.264 4.527.264 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.528.000 1 4.528.000,0 4.528.000,0 4.528.000 4.528.000 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.530.624 1 4.530.624,0 4.530.624,0 4.530.624 4.530.624 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.531.392 1 4.531.392,0 4.531.392,0 4.531.392 4.531.392 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.530.048 1 4.530.048,0 4.530.048,0 4.530.048 4.530.048 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.971.520 1 2.971.520,0 2.971.520,0 2.971.520 2.971.520 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.531.392 1 4.531.392,0 4.531.392,0 4.531.392 4.531.392 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.528.128 1 4.528.128,0 4.528.128,0 4.528.128 4.528.128 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.529.760 1 4.529.760,0 4.529.760,0 4.529.760 4.529.760 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.530.752 1 4.530.752,0 4.530.752,0 4.530.752 4.530.752 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.848.800 1 2.848.800,0 2.848.800,0 2.848.800 2.848.800 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.967.712 1 2.967.712,0 2.967.712,0 2.967.712 2.967.712 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.966.272 1 2.966.272,0 2.966.272,0 2.966.272 2.966.272 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.527.712 1 4.527.712,0 4.527.712,0 4.527.712 4.527.712 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.385.696 1 3.385.696,0 3.385.696,0 3.385.696 3.385.696 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.531.968 1 4.531.968,0 4.531.968,0 4.531.968 4.531.968 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.529.536 1 4.529.536,0 4.529.536,0 4.529.536 4.529.536 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.864.192 1 2.864.192,0 2.864.192,0 2.864.192 2.864.192 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.528.864 1 4.528.864,0 4.528.864,0 4.528.864 4.528.864 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.975.584 1 2.975.584,0 2.975.584,0 2.975.584 2.975.584 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.530.400 1 4.530.400,0 4.530.400,0 4.530.400 4.530.400 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.528.992 1 4.528.992,0 4.528.992,0 4.528.992 4.528.992 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.166.560 1 3.166.560,0 3.166.560,0 3.166.560 3.166.560 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.972.704 1 2.972.704,0 2.972.704,0 2.972.704 2.972.704 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.529.664 1 4.529.664,0 4.529.664,0 4.529.664 4.529.664 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.529.536 1 4.529.536,0 4.529.536,0 4.529.536 4.529.536 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.529.312 1 4.529.312,0 4.529.312,0 4.529.312 4.529.312 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.531.424 1 4.531.424,0 4.531.424,0 4.531.424 4.531.424 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.530.752 1 4.530.752,0 4.530.752,0 4.530.752 4.530.752 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.398.816 1 3.398.816,0 3.398.816,0 3.398.816 3.398.816 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.531.200 1 4.531.200,0 4.531.200,0 4.531.200 4.531.200 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.528.448 1 4.528.448,0 4.528.448,0 4.528.448 4.528.448 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.532.640 1 4.532.640,0 4.532.640,0 4.532.640 4.532.640 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.532.800 1 4.532.800,0 4.532.800,0 4.532.800 4.532.800 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.529.344 1 4.529.344,0 4.529.344,0 4.529.344 4.529.344 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.527.808 1 4.527.808,0 4.527.808,0 4.527.808 4.527.808 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.530.112 1 4.530.112,0 4.530.112,0 4.530.112 4.530.112 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.984.704 1 2.984.704,0 2.984.704,0 2.984.704 2.984.704 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.530.816 1 4.530.816,0 4.530.816,0 4.530.816 4.530.816 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.966.784 1 2.966.784,0 2.966.784,0 2.966.784 2.966.784 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.528.544 1 4.528.544,0 4.528.544,0 4.528.544 4.528.544 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.868.192 1 2.868.192,0 2.868.192,0 2.868.192 2.868.192 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.531.456 1 4.531.456,0 4.531.456,0 4.531.456 4.531.456 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.019.712 1 3.019.712,0 3.019.712,0 3.019.712 3.019.712 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.400.320 1 3.400.320,0 3.400.320,0 3.400.320 3.400.320 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.529.600 1 4.529.600,0 4.529.600,0 4.529.600 4.529.600 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.528.672 1 4.528.672,0 4.528.672,0 4.528.672 4.528.672 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.529.184 1 4.529.184,0 4.529.184,0 4.529.184 4.529.184 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.860.768 1 2.860.768,0 2.860.768,0 2.860.768 2.860.768 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.530.624 1 4.530.624,0 4.530.624,0 4.530.624 4.530.624 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.530.656 1 4.530.656,0 4.530.656,0 4.530.656 4.530.656 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.270.368 1 2.270.368,0 2.270.368,0 2.270.368 2.270.368 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.974.528 1 2.974.528,0 2.974.528,0 2.974.528 2.974.528 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.528.736 1 4.528.736,0 4.528.736,0 4.528.736 4.528.736 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.990.976 1 2.990.976,0 2.990.976,0 2.990.976 2.990.976 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.530.944 1 4.530.944,0 4.530.944,0 4.530.944 4.530.944 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.533.216 1 4.533.216,0 4.533.216,0 4.533.216 4.533.216 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.998.208 1 2.998.208,0 2.998.208,0 2.998.208 2.998.208 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.535.104 1 4.535.104,0 4.535.104,0 4.535.104 4.535.104 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.528.480 1 4.528.480,0 4.528.480,0 4.528.480 4.528.480 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.396.640 1 3.396.640,0 3.396.640,0 3.396.640 3.396.640 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.478.176 1 4.478.176,0 4.478.176,0 4.478.176 4.478.176 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.529.152 1 4.529.152,0 4.529.152,0 4.529.152 4.529.152 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.861.728 1 2.861.728,0 2.861.728,0 2.861.728 2.861.728 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.864.768 1 2.864.768,0 2.864.768,0 2.864.768 2.864.768 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.529.152 1 4.529.152,0 4.529.152,0 4.529.152 4.529.152 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.529.312 1 4.529.312,0 4.529.312,0 4.529.312 4.529.312 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.528.704 1 4.528.704,0 4.528.704,0 4.528.704 4.528.704 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.975.712 1 2.975.712,0 2.975.712,0 2.975.712 2.975.712 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.850.976 1 2.850.976,0 2.850.976,0 2.850.976 2.850.976 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.986.176 1 2.986.176,0 2.986.176,0 2.986.176 2.986.176 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.528.768 1 4.528.768,0 4.528.768,0 4.528.768 4.528.768 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.529.696 1 4.529.696,0 4.529.696,0 4.529.696 4.529.696 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.531.584 1 4.531.584,0 4.531.584,0 4.531.584 4.531.584 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.213.248 1 4.213.248,0 4.213.248,0 4.213.248 4.213.248 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.530.208 1 4.530.208,0 4.530.208,0 4.530.208 4.530.208 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.529.760 1 4.529.760,0 4.529.760,0 4.529.760 4.529.760 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.530.176 1 4.530.176,0 4.530.176,0 4.530.176 4.530.176 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.532.352 1 4.532.352,0 4.532.352,0 4.532.352 4.532.352 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.980.032 1 2.980.032,0 2.980.032,0 2.980.032 2.980.032 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.529.504 1 4.529.504,0 4.529.504,0 4.529.504 4.529.504 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.961.312 1 2.961.312,0 2.961.312,0 2.961.312 2.961.312 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.529.888 1 4.529.888,0 4.529.888,0 4.529.888 4.529.888 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.529.472 1 4.529.472,0 4.529.472,0 4.529.472 4.529.472 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.532.832 1 4.532.832,0 4.532.832,0 4.532.832 4.532.832 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.868.928 1 2.868.928,0 2.868.928,0 2.868.928 2.868.928 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.530.176 1 4.530.176,0 4.530.176,0 4.530.176 4.530.176 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.531.872 1 4.531.872,0 4.531.872,0 4.531.872 4.531.872 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.531.232 1 4.531.232,0 4.531.232,0 4.531.232 4.531.232 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.528.320 1 4.528.320,0 4.528.320,0 4.528.320 4.528.320 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.427.136 1 4.427.136,0 4.427.136,0 4.427.136 4.427.136 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.527.744 1 4.527.744,0 4.527.744,0 4.527.744 4.527.744 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.528.800 1 4.528.800,0 4.528.800,0 4.528.800 4.528.800 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.991.936 1 2.991.936,0 2.991.936,0 2.991.936 2.991.936 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.529.056 1 4.529.056,0 4.529.056,0 4.529.056 4.529.056 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.529.376 1 4.529.376,0 4.529.376,0 4.529.376 4.529.376 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.529.248 1 4.529.248,0 4.529.248,0 4.529.248 4.529.248 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.526.784 1 4.526.784,0 4.526.784,0 4.526.784 4.526.784 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.528.736 1 4.528.736,0 4.528.736,0 4.528.736 4.528.736 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.957.728 1 2.957.728,0 2.957.728,0 2.957.728 2.957.728 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.530.080 1 4.530.080,0 4.530.080,0 4.530.080 4.530.080 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.532.800 1 4.532.800,0 4.532.800,0 4.532.800 4.532.800 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.532.416 1 4.532.416,0 4.532.416,0 4.532.416 4.532.416 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.532.512 1 4.532.512,0 4.532.512,0 4.532.512 4.532.512 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.529.536 1 4.529.536,0 4.529.536,0 4.529.536 4.529.536 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.529.312 1 4.529.312,0 4.529.312,0 4.529.312 4.529.312 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.529.728 1 4.529.728,0 4.529.728,0 4.529.728 4.529.728 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.528.896 1 4.528.896,0 4.528.896,0 4.528.896 4.528.896 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.131.520 1 4.131.520,0 4.131.520,0 4.131.520 4.131.520 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.774.240 1 3.774.240,0 3.774.240,0 3.774.240 3.774.240 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.979.200 1 2.979.200,0 2.979.200,0 2.979.200 2.979.200 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.529.184 1 4.529.184,0 4.529.184,0 4.529.184 4.529.184 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.870.464 1 2.870.464,0 2.870.464,0 2.870.464 2.870.464 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.532.192 1 4.532.192,0 4.532.192,0 4.532.192 4.532.192 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.529.952 1 4.529.952,0 4.529.952,0 4.529.952 4.529.952 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.528.096 1 4.528.096,0 4.528.096,0 4.528.096 4.528.096 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.527.456 1 4.527.456,0 4.527.456,0 4.527.456 4.527.456 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.529.504 1 4.529.504,0 4.529.504,0 4.529.504 4.529.504 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.531.872 1 4.531.872,0 4.531.872,0 4.531.872 4.531.872 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.342.176 1 4.342.176,0 4.342.176,0 4.342.176 4.342.176 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.529.568 1 4.529.568,0 4.529.568,0 4.529.568 4.529.568 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.529.216 1 4.529.216,0 4.529.216,0 4.529.216 4.529.216 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.967.584 1 2.967.584,0 2.967.584,0 2.967.584 2.967.584 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.532.352 1 4.532.352,0 4.532.352,0 4.532.352 4.532.352 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.530.304 1 4.530.304,0 4.530.304,0 4.530.304 4.530.304 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.530.848 1 4.530.848,0 4.530.848,0 4.530.848 4.530.848 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.531.968 1 4.531.968,0 4.531.968,0 4.531.968 4.531.968 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.529.760 1 4.529.760,0 4.529.760,0 4.529.760 4.529.760 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.396.384 1 3.396.384,0 3.396.384,0 3.396.384 3.396.384 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.530.112 1 4.530.112,0 4.530.112,0 4.530.112 4.530.112 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.528.640 1 4.528.640,0 4.528.640,0 4.528.640 4.528.640 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.529.184 1 4.529.184,0 4.529.184,0 4.529.184 4.529.184 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.530.560 1 4.530.560,0 4.530.560,0 4.530.560 4.530.560 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.529.728 1 4.529.728,0 4.529.728,0 4.529.728 4.529.728 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.529.504 1 4.529.504,0 4.529.504,0 4.529.504 4.529.504 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.530.432 1 4.530.432,0 4.530.432,0 4.530.432 4.530.432 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.528.512 1 4.528.512,0 4.528.512,0 4.528.512 4.528.512 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.531.008 1 4.531.008,0 4.531.008,0 4.531.008 4.531.008 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.960.096 1 2.960.096,0 2.960.096,0 2.960.096 2.960.096 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.529.856 1 4.529.856,0 4.529.856,0 4.529.856 4.529.856 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.529.280 1 4.529.280,0 4.529.280,0 4.529.280 4.529.280 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.530.528 1 4.530.528,0 4.530.528,0 4.530.528 4.530.528 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.529.984 1 4.529.984,0 4.529.984,0 4.529.984 4.529.984 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.529.088 1 4.529.088,0 4.529.088,0 4.529.088 4.529.088 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.528.832 1 4.528.832,0 4.528.832,0 4.528.832 4.528.832 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.529.888 1 4.529.888,0 4.529.888,0 4.529.888 4.529.888 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.530.464 1 4.530.464,0 4.530.464,0 4.530.464 4.530.464 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.975.040 1 2.975.040,0 2.975.040,0 2.975.040 2.975.040 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.216.832 1 4.216.832,0 4.216.832,0 4.216.832 4.216.832 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.531.360 1 4.531.360,0 4.531.360,0 4.531.360 4.531.360 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.530.528 1 4.530.528,0 4.530.528,0 4.530.528 4.530.528 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.400.256 1 3.400.256,0 3.400.256,0 3.400.256 3.400.256 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.528.896 1 4.528.896,0 4.528.896,0 4.528.896 4.528.896 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.530.624 1 4.530.624,0 4.530.624,0 4.530.624 4.530.624 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.530.176 1 4.530.176,0 4.530.176,0 4.530.176 4.530.176 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.983.328 1 2.983.328,0 2.983.328,0 2.983.328 2.983.328 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.530.816 1 4.530.816,0 4.530.816,0 4.530.816 4.530.816 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.530.880 1 4.530.880,0 4.530.880,0 4.530.880 4.530.880 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.862.144 1 2.862.144,0 2.862.144,0 2.862.144 2.862.144 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.529.184 1 4.529.184,0 4.529.184,0 4.529.184 4.529.184 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.529.216 1 4.529.216,0 4.529.216,0 4.529.216 4.529.216 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.854.624 1 2.854.624,0 2.854.624,0 2.854.624 2.854.624 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.531.488 1 4.531.488,0 4.531.488,0 4.531.488 4.531.488 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.530.944 1 4.530.944,0 4.530.944,0 4.530.944 4.530.944 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 3.126.880 1 3.126.880,0 3.126.880,0 3.126.880 3.126.880 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.853.344 1 2.853.344,0 2.853.344,0 2.853.344 2.853.344 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.531.424 1 4.531.424,0 4.531.424,0 4.531.424 4.531.424 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 2.846.080 1 2.846.080,0 2.846.080,0 2.846.080 2.846.080 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.530.112 1 4.530.112,0 4.530.112,0 4.530.112 4.530.112 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
0,0 4.528.608 1 4.528.608,0 4.528.608,0 4.528.608 4.528.608 0,0 CUDA_KERNEL dilate_kernel(int, int, int, int, float *)
