1,0 42.880 1 42.880,0 42.880,0 42.880 42.880 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.464 1 42.464,0 42.464,0 42.464 42.464 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 41.760 1 41.760,0 41.760,0 41.760 41.760 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.016 1 42.016,0 42.016,0 42.016 42.016 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 43.200 1 43.200,0 43.200,0 43.200 43.200 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 43.200 1 43.200,0 43.200,0 43.200 43.200 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.528 1 42.528,0 42.528,0 42.528 42.528 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 43.296 1 43.296,0 43.296,0 43.296 43.296 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 41.216 1 41.216,0 41.216,0 41.216 41.216 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.592 1 42.592,0 42.592,0 42.592 42.592 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 43.168 1 43.168,0 43.168,0 43.168 43.168 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 41.856 1 41.856,0 41.856,0 41.856 41.856 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.144 1 42.144,0 42.144,0 42.144 42.144 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 29.952 1 29.952,0 29.952,0 29.952 29.952 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 41.952 1 41.952,0 41.952,0 41.952 41.952 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 41.536 1 41.536,0 41.536,0 41.536 41.536 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.368 1 42.368,0 42.368,0 42.368 42.368 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 43.392 1 43.392,0 43.392,0 43.392 43.392 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.976 1 42.976,0 42.976,0 42.976 42.976 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.688 1 42.688,0 42.688,0 42.688 42.688 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 41.344 1 41.344,0 41.344,0 41.344 41.344 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 42.400 1 42.400,0 42.400,0 42.400 42.400 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 41.056 1 41.056,0 41.056,0 41.056 41.056 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 43.840 1 43.840,0 43.840,0 43.840 43.840 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.656 1 42.656,0 42.656,0 42.656 42.656 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.144 1 42.144,0 42.144,0 42.144 42.144 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.560 1 42.560,0 42.560,0 42.560 42.560 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 41.952 1 41.952,0 41.952,0 41.952 41.952 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 43.072 1 43.072,0 43.072,0 43.072 43.072 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 42.880 1 42.880,0 42.880,0 42.880 42.880 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 41.888 1 41.888,0 41.888,0 41.888 41.888 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.880 1 42.880,0 42.880,0 42.880 42.880 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 43.200 1 43.200,0 43.200,0 43.200 43.200 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 29.280 1 29.280,0 29.280,0 29.280 29.280 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 42.048 1 42.048,0 42.048,0 42.048 42.048 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 42.144 1 42.144,0 42.144,0 42.144 42.144 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 43.200 1 43.200,0 43.200,0 43.200 43.200 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 42.688 1 42.688,0 42.688,0 42.688 42.688 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 41.376 1 41.376,0 41.376,0 41.376 41.376 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 43.040 1 43.040,0 43.040,0 43.040 43.040 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 42.688 1 42.688,0 42.688,0 42.688 42.688 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 43.328 1 43.328,0 43.328,0 43.328 43.328 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 43.232 1 43.232,0 43.232,0 43.232 43.232 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.144 1 42.144,0 42.144,0 42.144 42.144 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 43.200 1 43.200,0 43.200,0 43.200 43.200 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.272 1 42.272,0 42.272,0 42.272 42.272 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.368 1 42.368,0 42.368,0 42.368 42.368 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.112 1 42.112,0 42.112,0 42.112 42.112 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 42.816 1 42.816,0 42.816,0 42.816 42.816 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 29.344 1 29.344,0 29.344,0 29.344 29.344 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 41.440 1 41.440,0 41.440,0 41.440 41.440 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.208 1 42.208,0 42.208,0 42.208 42.208 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 43.712 1 43.712,0 43.712,0 43.712 43.712 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 43.072 1 43.072,0 43.072,0 43.072 43.072 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 43.008 1 43.008,0 43.008,0 43.008 43.008 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 43.168 1 43.168,0 43.168,0 43.168 43.168 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.976 1 42.976,0 42.976,0 42.976 42.976 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.912 1 42.912,0 42.912,0 42.912 42.912 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.112 1 42.112,0 42.112,0 42.112 42.112 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.944 1 42.944,0 42.944,0 42.944 42.944 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 41.856 1 41.856,0 41.856,0 41.856 41.856 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 41.760 1 41.760,0 41.760,0 41.760 41.760 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.048 1 42.048,0 42.048,0 42.048 42.048 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 42.688 1 42.688,0 42.688,0 42.688 42.688 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 41.632 1 41.632,0 41.632,0 41.632 41.632 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 43.200 1 43.200,0 43.200,0 43.200 43.200 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 43.200 1 43.200,0 43.200,0 43.200 43.200 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.112 1 42.112,0 42.112,0 42.112 42.112 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.464 1 42.464,0 42.464,0 42.464 42.464 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.560 1 42.560,0 42.560,0 42.560 42.560 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.848 1 42.848,0 42.848,0 42.848 42.848 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.048 1 42.048,0 42.048,0 42.048 42.048 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 43.328 1 43.328,0 43.328,0 43.328 43.328 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.496 1 42.496,0 42.496,0 42.496 42.496 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 43.328 1 43.328,0 43.328,0 43.328 43.328 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.304 1 42.304,0 42.304,0 42.304 42.304 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.304 1 42.304,0 42.304,0 42.304 42.304 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 41.664 1 41.664,0 41.664,0 41.664 41.664 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 41.888 1 41.888,0 41.888,0 41.888 41.888 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.976 1 42.976,0 42.976,0 42.976 42.976 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.240 1 42.240,0 42.240,0 42.240 42.240 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.560 1 42.560,0 42.560,0 42.560 42.560 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 43.936 1 43.936,0 43.936,0 43.936 43.936 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.368 1 42.368,0 42.368,0 42.368 42.368 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 41.856 1 41.856,0 41.856,0 41.856 41.856 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 43.584 1 43.584,0 43.584,0 43.584 43.584 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 43.072 1 43.072,0 43.072,0 43.072 43.072 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.848 1 42.848,0 42.848,0 42.848 42.848 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.848 1 42.848,0 42.848,0 42.848 42.848 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 44.000 1 44.000,0 44.000,0 44.000 44.000 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 43.104 1 43.104,0 43.104,0 43.104 43.104 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.496 1 42.496,0 42.496,0 42.496 42.496 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.112 1 42.112,0 42.112,0 42.112 42.112 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 41.472 1 41.472,0 41.472,0 41.472 41.472 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.592 1 42.592,0 42.592,0 42.592 42.592 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.048 1 42.048,0 42.048,0 42.048 42.048 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 41.664 1 41.664,0 41.664,0 41.664 41.664 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 41.568 1 41.568,0 41.568,0 41.568 41.568 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 44.320 1 44.320,0 44.320,0 44.320 44.320 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 43.488 1 43.488,0 43.488,0 43.488 43.488 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.656 1 42.656,0 42.656,0 42.656 42.656 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 41.920 1 41.920,0 41.920,0 41.920 41.920 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.048 1 42.048,0 42.048,0 42.048 42.048 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.528 1 42.528,0 42.528,0 42.528 42.528 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 43.712 1 43.712,0 43.712,0 43.712 43.712 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 41.408 1 41.408,0 41.408,0 41.408 41.408 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.944 1 42.944,0 42.944,0 42.944 42.944 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 41.824 1 41.824,0 41.824,0 41.824 41.824 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.336 1 42.336,0 42.336,0 42.336 42.336 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 41.600 1 41.600,0 41.600,0 41.600 41.600 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.592 1 42.592,0 42.592,0 42.592 42.592 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.624 1 42.624,0 42.624,0 42.624 42.624 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.496 1 42.496,0 42.496,0 42.496 42.496 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.848 1 42.848,0 42.848,0 42.848 42.848 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 41.792 1 41.792,0 41.792,0 41.792 41.792 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.432 1 42.432,0 42.432,0 42.432 42.432 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.368 1 42.368,0 42.368,0 42.368 42.368 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.080 1 42.080,0 42.080,0 42.080 42.080 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.240 1 42.240,0 42.240,0 42.240 42.240 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.368 1 42.368,0 42.368,0 42.368 42.368 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 43.104 1 43.104,0 43.104,0 43.104 43.104 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 42.080 1 42.080,0 42.080,0 42.080 42.080 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 42.496 1 42.496,0 42.496,0 42.496 42.496 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 41.888 1 41.888,0 41.888,0 41.888 41.888 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 43.296 1 43.296,0 43.296,0 43.296 43.296 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 41.568 1 41.568,0 41.568,0 41.568 41.568 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 41.856 1 41.856,0 41.856,0 41.856 41.856 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.752 1 42.752,0 42.752,0 42.752 42.752 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 29.152 1 29.152,0 29.152,0 29.152 29.152 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 41.664 1 41.664,0 41.664,0 41.664 41.664 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 41.760 1 41.760,0 41.760,0 41.760 41.760 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.304 1 42.304,0 42.304,0 42.304 42.304 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 43.264 1 43.264,0 43.264,0 43.264 43.264 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.976 1 42.976,0 42.976,0 42.976 42.976 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 43.584 1 43.584,0 43.584,0 43.584 43.584 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 42.208 1 42.208,0 42.208,0 42.208 42.208 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.496 1 42.496,0 42.496,0 42.496 42.496 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 43.232 1 43.232,0 43.232,0 43.232 43.232 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.176 1 42.176,0 42.176,0 42.176 42.176 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 41.984 1 41.984,0 41.984,0 41.984 41.984 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.624 1 42.624,0 42.624,0 42.624 42.624 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.240 1 42.240,0 42.240,0 42.240 42.240 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 42.080 1 42.080,0 42.080,0 42.080 42.080 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.016 1 42.016,0 42.016,0 42.016 42.016 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.240 1 42.240,0 42.240,0 42.240 42.240 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 41.760 1 41.760,0 41.760,0 41.760 41.760 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.432 1 42.432,0 42.432,0 42.432 42.432 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.240 1 42.240,0 42.240,0 42.240 42.240 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.720 1 42.720,0 42.720,0 42.720 42.720 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.592 1 42.592,0 42.592,0 42.592 42.592 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 42.400 1 42.400,0 42.400,0 42.400 42.400 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 43.104 1 43.104,0 43.104,0 43.104 43.104 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.176 1 42.176,0 42.176,0 42.176 42.176 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.304 1 42.304,0 42.304,0 42.304 42.304 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.752 1 42.752,0 42.752,0 42.752 42.752 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.720 1 42.720,0 42.720,0 42.720 42.720 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 42.048 1 42.048,0 42.048,0 42.048 42.048 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 43.008 1 43.008,0 43.008,0 43.008 43.008 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.176 1 42.176,0 42.176,0 42.176 42.176 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.912 1 42.912,0 42.912,0 42.912 42.912 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 41.920 1 41.920,0 41.920,0 41.920 41.920 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 43.616 1 43.616,0 43.616,0 43.616 43.616 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.784 1 42.784,0 42.784,0 42.784 42.784 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.624 1 42.624,0 42.624,0 42.624 42.624 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 41.728 1 41.728,0 41.728,0 41.728 41.728 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.912 1 42.912,0 42.912,0 42.912 42.912 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 41.888 1 41.888,0 41.888,0 41.888 41.888 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.240 1 42.240,0 42.240,0 42.240 42.240 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 43.072 1 43.072,0 43.072,0 43.072 43.072 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 41.536 1 41.536,0 41.536,0 41.536 41.536 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 43.104 1 43.104,0 43.104,0 43.104 43.104 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 41.856 1 41.856,0 41.856,0 41.856 41.856 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 43.392 1 43.392,0 43.392,0 43.392 43.392 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.272 1 42.272,0 42.272,0 42.272 42.272 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 43.808 1 43.808,0 43.808,0 43.808 43.808 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.400 1 42.400,0 42.400,0 42.400 42.400 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 43.008 1 43.008,0 43.008,0 43.008 43.008 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.304 1 42.304,0 42.304,0 42.304 42.304 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.272 1 42.272,0 42.272,0 42.272 42.272 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.016 1 42.016,0 42.016,0 42.016 42.016 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.016 1 42.016,0 42.016,0 42.016 42.016 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 41.824 1 41.824,0 41.824,0 41.824 41.824 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.912 1 42.912,0 42.912,0 42.912 42.912 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.176 1 42.176,0 42.176,0 42.176 42.176 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.368 1 42.368,0 42.368,0 42.368 42.368 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 41.760 1 41.760,0 41.760,0 41.760 41.760 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.240 1 42.240,0 42.240,0 42.240 42.240 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.432 1 42.432,0 42.432,0 42.432 42.432 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 41.440 1 41.440,0 41.440,0 41.440 41.440 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.528 1 42.528,0 42.528,0 42.528 42.528 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.912 1 42.912,0 42.912,0 42.912 42.912 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 41.920 1 41.920,0 41.920,0 41.920 41.920 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 43.136 1 43.136,0 43.136,0 43.136 43.136 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 44.064 1 44.064,0 44.064,0 44.064 44.064 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 41.824 1 41.824,0 41.824,0 41.824 41.824 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.272 1 42.272,0 42.272,0 42.272 42.272 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.208 1 42.208,0 42.208,0 42.208 42.208 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.496 1 42.496,0 42.496,0 42.496 42.496 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.944 1 42.944,0 42.944,0 42.944 42.944 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 41.888 1 41.888,0 41.888,0 41.888 41.888 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 42.656 1 42.656,0 42.656,0 42.656 42.656 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 41.760 1 41.760,0 41.760,0 41.760 41.760 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 41.792 1 41.792,0 41.792,0 41.792 41.792 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 44.416 1 44.416,0 44.416,0 44.416 44.416 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 43.552 1 43.552,0 43.552,0 43.552 43.552 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.208 1 42.208,0 42.208,0 42.208 42.208 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 41.792 1 41.792,0 41.792,0 41.792 41.792 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 41.984 1 41.984,0 41.984,0 41.984 41.984 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.048 1 42.048,0 42.048,0 42.048 42.048 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 41.152 1 41.152,0 41.152,0 41.152 41.152 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.080 1 42.080,0 42.080,0 42.080 42.080 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 41.408 1 41.408,0 41.408,0 41.408 41.408 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.816 1 42.816,0 42.816,0 42.816 42.816 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.784 1 42.784,0 42.784,0 42.784 42.784 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.528 1 42.528,0 42.528,0 42.528 42.528 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 41.856 1 41.856,0 41.856,0 41.856 41.856 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 30.816 1 30.816,0 30.816,0 30.816 30.816 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 41.632 1 41.632,0 41.632,0 41.632 41.632 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 30.336 1 30.336,0 30.336,0 30.336 30.336 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 42.176 1 42.176,0 42.176,0 42.176 42.176 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 42.720 1 42.720,0 42.720,0 42.720 42.720 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 28.896 1 28.896,0 28.896,0 28.896 28.896 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 43.264 1 43.264,0 43.264,0 43.264 43.264 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 43.840 1 43.840,0 43.840,0 43.840 43.840 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 41.536 1 41.536,0 41.536,0 41.536 41.536 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
