4,0 493.568 1 493.568,0 493.568,0 493.568 493.568 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 416.128 1 416.128,0 416.128,0 416.128 416.128 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 416.480 1 416.480,0 416.480,0 416.480 416.480 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 558.592 1 558.592,0 558.592,0 558.592 558.592 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 783.072 1 783.072,0 783.072,0 783.072 783.072 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 422.016 1 422.016,0 422.016,0 422.016 422.016 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 411.360 1 411.360,0 411.360,0 411.360 411.360 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 417.472 1 417.472,0 417.472,0 417.472 417.472 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 516.896 1 516.896,0 516.896,0 516.896 516.896 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 555.072 1 555.072,0 555.072,0 555.072 555.072 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 776.640 1 776.640,0 776.640,0 776.640 776.640 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 787.200 1 787.200,0 787.200,0 787.200 787.200 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 428.352 1 428.352,0 428.352,0 428.352 428.352 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 775.936 1 775.936,0 775.936,0 775.936 775.936 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 413.888 1 413.888,0 413.888,0 413.888 413.888 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 416.128 1 416.128,0 416.128,0 416.128 416.128 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 418.176 1 418.176,0 418.176,0 418.176 418.176 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 511.968 1 511.968,0 511.968,0 511.968 511.968 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 533.536 1 533.536,0 533.536,0 533.536 533.536 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 551.392 1 551.392,0 551.392,0 551.392 551.392 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 774.304 1 774.304,0 774.304,0 774.304 774.304 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 413.216 1 413.216,0 413.216,0 413.216 413.216 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 415.072 1 415.072,0 415.072,0 415.072 415.072 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 785.984 1 785.984,0 785.984,0 785.984 785.984 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 414.176 1 414.176,0 414.176,0 414.176 414.176 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 420.128 1 420.128,0 420.128,0 420.128 420.128 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 416.256 1 416.256,0 416.256,0 416.256 416.256 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 418.496 1 418.496,0 418.496,0 418.496 418.496 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 416.128 1 416.128,0 416.128,0 416.128 416.128 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 556.864 1 556.864,0 556.864,0 556.864 556.864 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 522.912 1 522.912,0 522.912,0 522.912 522.912 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 776.000 1 776.000,0 776.000,0 776.000 776.000 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 553.216 1 553.216,0 553.216,0 553.216 553.216 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 417.152 1 417.152,0 417.152,0 417.152 417.152 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 415.840 1 415.840,0 415.840,0 415.840 415.840 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 499.648 1 499.648,0 499.648,0 499.648 499.648 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 415.744 1 415.744,0 415.744,0 415.744 415.744 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 480.640 1 480.640,0 480.640,0 480.640 480.640 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 629.664 1 629.664,0 629.664,0 629.664 629.664 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 410.912 1 410.912,0 410.912,0 410.912 410.912 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 781.632 1 781.632,0 781.632,0 781.632 781.632 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 409.984 1 409.984,0 409.984,0 409.984 409.984 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 512.480 1 512.480,0 512.480,0 512.480 512.480 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 548.416 1 548.416,0 548.416,0 548.416 548.416 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 519.200 1 519.200,0 519.200,0 519.200 519.200 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 772.256 1 772.256,0 772.256,0 772.256 772.256 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 555.520 1 555.520,0 555.520,0 555.520 555.520 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 416.128 1 416.128,0 416.128,0 416.128 416.128 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 416.224 1 416.224,0 416.224,0 416.224 416.224 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 418.528 1 418.528,0 418.528,0 418.528 418.528 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 478.656 1 478.656,0 478.656,0 478.656 478.656 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 778.304 1 778.304,0 778.304,0 778.304 778.304 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 780.512 1 780.512,0 780.512,0 780.512 780.512 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 490.176 1 490.176,0 490.176,0 490.176 490.176 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 418.432 1 418.432,0 418.432,0 418.432 418.432 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 415.936 1 415.936,0 415.936,0 415.936 415.936 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 773.056 1 773.056,0 773.056,0 773.056 773.056 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 774.336 1 774.336,0 774.336,0 774.336 774.336 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 794.976 1 794.976,0 794.976,0 794.976 794.976 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 778.848 1 778.848,0 778.848,0 778.848 778.848 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 413.408 1 413.408,0 413.408,0 413.408 413.408 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 418.944 1 418.944,0 418.944,0 418.944 418.944 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 420.768 1 420.768,0 420.768,0 420.768 420.768 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 430.048 1 430.048,0 430.048,0 430.048 430.048 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 486.720 1 486.720,0 486.720,0 486.720 486.720 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 433.312 1 433.312,0 433.312,0 433.312 433.312 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 778.784 1 778.784,0 778.784,0 778.784 778.784 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 776.608 1 776.608,0 776.608,0 776.608 776.608 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 421.504 1 421.504,0 421.504,0 421.504 421.504 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 409.344 1 409.344,0 409.344,0 409.344 409.344 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 416.736 1 416.736,0 416.736,0 416.736 416.736 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 422.496 1 422.496,0 422.496,0 422.496 422.496 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 497.024 1 497.024,0 497.024,0 497.024 497.024 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 553.376 1 553.376,0 553.376,0 553.376 553.376 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 772.256 1 772.256,0 772.256,0 772.256 772.256 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 415.232 1 415.232,0 415.232,0 415.232 415.232 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 422.336 1 422.336,0 422.336,0 422.336 422.336 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 475.104 1 475.104,0 475.104,0 475.104 475.104 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 504.288 1 504.288,0 504.288,0 504.288 504.288 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
1,0 412.544 1 412.544,0 412.544,0 412.544 412.544 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 416.640 1 416.640,0 416.640,0 416.640 416.640 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 786.720 1 786.720,0 786.720,0 786.720 786.720 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 414.688 1 414.688,0 414.688,0 414.688 414.688 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 507.328 1 507.328,0 507.328,0 507.328 507.328 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 416.160 1 416.160,0 416.160,0 416.160 416.160 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 503.936 1 503.936,0 503.936,0 503.936 503.936 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 416.096 1 416.096,0 416.096,0 416.096 416.096 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 414.656 1 414.656,0 414.656,0 414.656 414.656 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 479.936 1 479.936,0 479.936,0 479.936 479.936 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 414.336 1 414.336,0 414.336,0 414.336 414.336 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 416.288 1 416.288,0 416.288,0 416.288 416.288 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 424.576 1 424.576,0 424.576,0 424.576 424.576 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 779.328 1 779.328,0 779.328,0 779.328 779.328 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 517.344 1 517.344,0 517.344,0 517.344 517.344 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 781.952 1 781.952,0 781.952,0 781.952 781.952 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 530.144 1 530.144,0 530.144,0 530.144 530.144 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 552.608 1 552.608,0 552.608,0 552.608 552.608 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 773.536 1 773.536,0 773.536,0 773.536 773.536 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 414.112 1 414.112,0 414.112,0 414.112 414.112 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 414.336 1 414.336,0 414.336,0 414.336 414.336 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 412.160 1 412.160,0 412.160,0 412.160 412.160 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
1,0 418.848 1 418.848,0 418.848,0 418.848 418.848 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 552.160 1 552.160,0 552.160,0 552.160 552.160 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 523.456 1 523.456,0 523.456,0 523.456 523.456 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 409.600 1 409.600,0 409.600,0 409.600 409.600 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 551.936 1 551.936,0 551.936,0 551.936 551.936 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 772.928 1 772.928,0 772.928,0 772.928 772.928 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 414.432 1 414.432,0 414.432,0 414.432 414.432 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 418.880 1 418.880,0 418.880,0 418.880 418.880 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 415.264 1 415.264,0 415.264,0 415.264 415.264 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 415.680 1 415.680,0 415.680,0 415.680 415.680 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 551.104 1 551.104,0 551.104,0 551.104 551.104 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 423.136 1 423.136,0 423.136,0 423.136 423.136 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 414.048 1 414.048,0 414.048,0 414.048 414.048 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 487.904 1 487.904,0 487.904,0 487.904 487.904 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 558.208 1 558.208,0 558.208,0 558.208 558.208 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 553.248 1 553.248,0 553.248,0 553.248 553.248 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 413.120 1 413.120,0 413.120,0 413.120 413.120 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 482.976 1 482.976,0 482.976,0 482.976 482.976 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 775.648 1 775.648,0 775.648,0 775.648 775.648 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 412.512 1 412.512,0 412.512,0 412.512 412.512 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 414.752 1 414.752,0 414.752,0 414.752 414.752 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
1,0 514.336 1 514.336,0 514.336,0 514.336 514.336 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 418.528 1 418.528,0 418.528,0 418.528 418.528 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 556.384 1 556.384,0 556.384,0 556.384 556.384 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 414.208 1 414.208,0 414.208,0 414.208 414.208 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 549.760 1 549.760,0 549.760,0 549.760 549.760 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 557.888 1 557.888,0 557.888,0 557.888 557.888 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 411.424 1 411.424,0 411.424,0 411.424 411.424 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 419.008 1 419.008,0 419.008,0 419.008 419.008 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 484.512 1 484.512,0 484.512,0 484.512 484.512 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 414.208 1 414.208,0 414.208,0 414.208 414.208 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 551.520 1 551.520,0 551.520,0 551.520 551.520 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 779.040 1 779.040,0 779.040,0 779.040 779.040 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 472.928 1 472.928,0 472.928,0 472.928 472.928 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 417.824 1 417.824,0 417.824,0 417.824 417.824 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 554.848 1 554.848,0 554.848,0 554.848 554.848 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 773.856 1 773.856,0 773.856,0 773.856 773.856 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 786.720 1 786.720,0 786.720,0 786.720 786.720 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 556.256 1 556.256,0 556.256,0 556.256 556.256 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 788.384 1 788.384,0 788.384,0 788.384 788.384 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 421.088 1 421.088,0 421.088,0 421.088 421.088 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 489.376 1 489.376,0 489.376,0 489.376 489.376 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 512.192 1 512.192,0 512.192,0 512.192 512.192 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 421.312 1 421.312,0 421.312,0 421.312 421.312 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 412.032 1 412.032,0 412.032,0 412.032 412.032 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 555.264 1 555.264,0 555.264,0 555.264 555.264 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 422.496 1 422.496,0 422.496,0 422.496 422.496 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 475.776 1 475.776,0 475.776,0 475.776 475.776 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 471.488 1 471.488,0 471.488,0 471.488 471.488 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 551.744 1 551.744,0 551.744,0 551.744 551.744 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 560.320 1 560.320,0 560.320,0 560.320 560.320 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 554.912 1 554.912,0 554.912,0 554.912 554.912 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 521.408 1 521.408,0 521.408,0 521.408 521.408 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 414.816 1 414.816,0 414.816,0 414.816 414.816 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 420.928 1 420.928,0 420.928,0 420.928 420.928 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 418.080 1 418.080,0 418.080,0 418.080 418.080 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 420.672 1 420.672,0 420.672,0 420.672 420.672 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 417.440 1 417.440,0 417.440,0 417.440 417.440 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 468.160 1 468.160,0 468.160,0 468.160 468.160 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 551.904 1 551.904,0 551.904,0 551.904 551.904 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 786.656 1 786.656,0 786.656,0 786.656 786.656 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 416.832 1 416.832,0 416.832,0 416.832 416.832 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 703.648 1 703.648,0 703.648,0 703.648 703.648 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 416.896 1 416.896,0 416.896,0 416.896 416.896 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 419.936 1 419.936,0 419.936,0 419.936 419.936 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 418.240 1 418.240,0 418.240,0 418.240 418.240 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 484.768 1 484.768,0 484.768,0 484.768 484.768 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 778.688 1 778.688,0 778.688,0 778.688 778.688 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 554.336 1 554.336,0 554.336,0 554.336 554.336 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 502.880 1 502.880,0 502.880,0 502.880 502.880 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 777.024 1 777.024,0 777.024,0 777.024 777.024 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 411.712 1 411.712,0 411.712,0 411.712 411.712 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 419.680 1 419.680,0 419.680,0 419.680 419.680 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 412.352 1 412.352,0 412.352,0 412.352 412.352 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 419.296 1 419.296,0 419.296,0 419.296 419.296 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 490.016 1 490.016,0 490.016,0 490.016 490.016 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 412.736 1 412.736,0 412.736,0 412.736 412.736 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 418.272 1 418.272,0 418.272,0 418.272 418.272 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 551.008 1 551.008,0 551.008,0 551.008 551.008 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 511.584 1 511.584,0 511.584,0 511.584 511.584 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 418.880 1 418.880,0 418.880,0 418.880 418.880 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 416.704 1 416.704,0 416.704,0 416.704 416.704 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 412.352 1 412.352,0 412.352,0 412.352 412.352 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
