19,0 2.426.272 1 2.426.272,0 2.426.272,0 2.426.272 2.426.272 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
17,0 3.895.904 1 3.895.904,0 3.895.904,0 3.895.904 3.895.904 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
11,0 1.959.840 1 1.959.840,0 1.959.840,0 1.959.840 1.959.840 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
23,0 3.871.008 1 3.871.008,0 3.871.008,0 3.871.008 3.871.008 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
22,0 3.835.808 1 3.835.808,0 3.835.808,0 3.835.808 3.835.808 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
19,0 1.986.080 1 1.986.080,0 1.986.080,0 1.986.080 1.986.080 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
23,0 2.916.992 1 2.916.992,0 2.916.992,0 2.916.992 2.916.992 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
11,0 1.959.712 1 1.959.712,0 1.959.712,0 1.959.712 1.959.712 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
16,0 1.969.760 1 1.969.760,0 1.969.760,0 1.969.760 1.969.760 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
20,0 1.968.640 1 1.968.640,0 1.968.640,0 1.968.640 1.968.640 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
22,0 2.909.408 1 2.909.408,0 2.909.408,0 2.909.408 2.909.408 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
22,0 2.907.360 1 2.907.360,0 2.907.360,0 2.907.360 2.907.360 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
20,0 1.952.032 1 1.952.032,0 1.952.032,0 1.952.032 1.952.032 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
16,0 1.966.784 1 1.966.784,0 1.966.784,0 1.966.784 1.966.784 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
20,0 1.955.200 1 1.955.200,0 1.955.200,0 1.955.200 1.955.200 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
20,0 1.962.656 1 1.962.656,0 1.962.656,0 1.962.656 1.962.656 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
24,0 4.221.952 1 4.221.952,0 4.221.952,0 4.221.952 4.221.952 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
23,0 3.868.224 1 3.868.224,0 3.868.224,0 3.868.224 3.868.224 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
28,0 4.332.384 1 4.332.384,0 4.332.384,0 4.332.384 4.332.384 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
11,0 1.972.096 1 1.972.096,0 1.972.096,0 1.972.096 1.972.096 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
23,0 2.908.704 1 2.908.704,0 2.908.704,0 2.908.704 2.908.704 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
26,0 2.611.296 1 2.611.296,0 2.611.296,0 2.611.296 2.611.296 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
22,0 3.885.248 1 3.885.248,0 3.885.248,0 3.885.248 3.885.248 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
20,0 1.952.832 1 1.952.832,0 1.952.832,0 1.952.832 1.952.832 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
15,0 1.984.864 1 1.984.864,0 1.984.864,0 1.984.864 1.984.864 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
20,0 1.970.080 1 1.970.080,0 1.970.080,0 1.970.080 1.970.080 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
20,0 1.962.848 1 1.962.848,0 1.962.848,0 1.962.848 1.962.848 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
23,0 2.943.840 1 2.943.840,0 2.943.840,0 2.943.840 2.943.840 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
24,0 3.891.296 1 3.891.296,0 3.891.296,0 3.891.296 3.891.296 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
20,0 1.979.072 1 1.979.072,0 1.979.072,0 1.979.072 1.979.072 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
15,0 1.991.488 1 1.991.488,0 1.991.488,0 1.991.488 1.991.488 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
20,0 1.974.368 1 1.974.368,0 1.974.368,0 1.974.368 1.974.368 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
17,0 1.971.104 1 1.971.104,0 1.971.104,0 1.971.104 1.971.104 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
23,0 2.890.976 1 2.890.976,0 2.890.976,0 2.890.976 2.890.976 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
21,0 3.888.416 1 3.888.416,0 3.888.416,0 3.888.416 3.888.416 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
23,0 3.868.160 1 3.868.160,0 3.868.160,0 3.868.160 3.868.160 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
11,0 2.097.024 1 2.097.024,0 2.097.024,0 2.097.024 2.097.024 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
22,0 3.882.272 1 3.882.272,0 3.882.272,0 3.882.272 3.882.272 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
15,0 1.950.304 1 1.950.304,0 1.950.304,0 1.950.304 1.950.304 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
16,0 1.969.600 1 1.969.600,0 1.969.600,0 1.969.600 1.969.600 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
20,0 1.952.064 1 1.952.064,0 1.952.064,0 1.952.064 1.952.064 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 1.982.080 1 1.982.080,0 1.982.080,0 1.982.080 1.982.080 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
25,0 3.004.896 1 3.004.896,0 3.004.896,0 3.004.896 3.004.896 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
25,0 3.972.704 1 3.972.704,0 3.972.704,0 3.972.704 3.972.704 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
24,0 6.664.352 1 6.664.352,0 6.664.352,0 6.664.352 6.664.352 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
17,0 1.952.480 1 1.952.480,0 1.952.480,0 1.952.480 1.952.480 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
14,0 1.973.600 1 1.973.600,0 1.973.600,0 1.973.600 1.973.600 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
23,0 3.894.528 1 3.894.528,0 3.894.528,0 3.894.528 3.894.528 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
14,0 1.962.688 1 1.962.688,0 1.962.688,0 1.962.688 1.962.688 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
17,0 1.974.816 1 1.974.816,0 1.974.816,0 1.974.816 1.974.816 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
20,0 1.979.136 1 1.979.136,0 1.979.136,0 1.979.136 1.979.136 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
16,0 1.985.024 1 1.985.024,0 1.985.024,0 1.985.024 1.985.024 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
20,0 1.992.256 1 1.992.256,0 1.992.256,0 1.992.256 1.992.256 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
22,0 2.902.656 1 2.902.656,0 2.902.656,0 2.902.656 2.902.656 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
17,0 2.077.568 1 2.077.568,0 2.077.568,0 2.077.568 2.077.568 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
25,0 5.691.936 1 5.691.936,0 5.691.936,0 5.691.936 5.691.936 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
22,0 2.901.344 1 2.901.344,0 2.901.344,0 2.901.344 2.901.344 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
16,0 1.993.440 1 1.993.440,0 1.993.440,0 1.993.440 1.993.440 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
16,0 1.962.784 1 1.962.784,0 1.962.784,0 1.962.784 1.962.784 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
21,0 3.451.392 1 3.451.392,0 3.451.392,0 3.451.392 3.451.392 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
16,0 1.973.024 1 1.973.024,0 1.973.024,0 1.973.024 1.973.024 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 2.465.536 1 2.465.536,0 2.465.536,0 2.465.536 2.465.536 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
19,0 2.914.944 1 2.914.944,0 2.914.944,0 2.914.944 2.914.944 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
16,0 1.971.584 1 1.971.584,0 1.971.584,0 1.971.584 1.971.584 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 3.833.984 1 3.833.984,0 3.833.984,0 3.833.984 3.833.984 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
16,0 1.955.008 1 1.955.008,0 1.955.008,0 1.955.008 1.955.008 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
8,0 2.036.960 1 2.036.960,0 2.036.960,0 2.036.960 2.036.960 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
13,0 2.881.888 1 2.881.888,0 2.881.888,0 2.881.888 2.881.888 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 2.767.808 1 2.767.808,0 2.767.808,0 2.767.808 2.767.808 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
17,0 3.877.248 1 3.877.248,0 3.877.248,0 3.877.248 3.877.248 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
23,0 2.898.816 1 2.898.816,0 2.898.816,0 2.898.816 2.898.816 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
20,0 1.987.232 1 1.987.232,0 1.987.232,0 1.987.232 1.987.232 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
16,0 1.966.752 1 1.966.752,0 1.966.752,0 1.966.752 1.966.752 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
16,0 1.964.864 1 1.964.864,0 1.964.864,0 1.964.864 1.964.864 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 2.370.272 1 2.370.272,0 2.370.272,0 2.370.272 2.370.272 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
19,0 3.898.240 1 3.898.240,0 3.898.240,0 3.898.240 3.898.240 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 3.904.160 1 3.904.160,0 3.904.160,0 3.904.160 3.904.160 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
15,0 2.515.392 1 2.515.392,0 2.515.392,0 2.515.392 2.515.392 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
16,0 1.981.472 1 1.981.472,0 1.981.472,0 1.981.472 1.981.472 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
19,0 1.959.712 1 1.959.712,0 1.959.712,0 1.959.712 1.959.712 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 3.878.688 1 3.878.688,0 3.878.688,0 3.878.688 3.878.688 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 5.467.744 1 5.467.744,0 5.467.744,0 5.467.744 5.467.744 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
19,0 3.870.784 1 3.870.784,0 3.870.784,0 3.870.784 3.870.784 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
19,0 3.878.304 1 3.878.304,0 3.878.304,0 3.878.304 3.878.304 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
15,0 1.971.552 1 1.971.552,0 1.971.552,0 1.971.552 1.971.552 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
16,0 1.975.520 1 1.975.520,0 1.975.520,0 1.975.520 1.975.520 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
16,0 1.983.232 1 1.983.232,0 1.983.232,0 1.983.232 1.983.232 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
13,0 2.096.064 1 2.096.064,0 2.096.064,0 2.096.064 2.096.064 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
15,0 2.408.192 1 2.408.192,0 2.408.192,0 2.408.192 2.408.192 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
23,0 2.053.920 1 2.053.920,0 2.053.920,0 2.053.920 2.053.920 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
14,0 3.865.376 1 3.865.376,0 3.865.376,0 3.865.376 3.865.376 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
19,0 3.905.920 1 3.905.920,0 3.905.920,0 3.905.920 3.905.920 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
19,0 1.954.784 1 1.954.784,0 1.954.784,0 1.954.784 1.954.784 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
14,0 1.982.272 1 1.982.272,0 1.982.272,0 1.982.272 1.982.272 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
16,0 1.968.448 1 1.968.448,0 1.968.448,0 1.968.448 1.968.448 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
16,0 1.987.136 1 1.987.136,0 1.987.136,0 1.987.136 1.987.136 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
16,0 2.517.952 1 2.517.952,0 2.517.952,0 2.517.952 2.517.952 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 2.670.432 1 2.670.432,0 2.670.432,0 2.670.432 2.670.432 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
21,0 3.834.496 1 3.834.496,0 3.834.496,0 3.834.496 3.834.496 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
16,0 1.969.120 1 1.969.120,0 1.969.120,0 1.969.120 1.969.120 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
16,0 1.958.944 1 1.958.944,0 1.958.944,0 1.958.944 1.958.944 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 2.360.704 1 2.360.704,0 2.360.704,0 2.360.704 2.360.704 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 1.964.736 1 1.964.736,0 1.964.736,0 1.964.736 1.964.736 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
8,0 1.985.568 1 1.985.568,0 1.985.568,0 1.985.568 1.985.568 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 1.956.480 1 1.956.480,0 1.956.480,0 1.956.480 1.956.480 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
23,0 3.914.656 1 3.914.656,0 3.914.656,0 3.914.656 3.914.656 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
13,0 1.959.392 1 1.959.392,0 1.959.392,0 1.959.392 1.959.392 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 2.003.712 1 2.003.712,0 2.003.712,0 2.003.712 2.003.712 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
16,0 1.977.152 1 1.977.152,0 1.977.152,0 1.977.152 1.977.152 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
13,0 1.983.872 1 1.983.872,0 1.983.872,0 1.983.872 1.983.872 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
16,0 1.974.496 1 1.974.496,0 1.974.496,0 1.974.496 1.974.496 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
15,0 1.971.840 1 1.971.840,0 1.971.840,0 1.971.840 1.971.840 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
17,0 2.436.736 1 2.436.736,0 2.436.736,0 2.436.736 2.436.736 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
20,0 1.950.368 1 1.950.368,0 1.950.368,0 1.950.368 1.950.368 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
15,0 1.981.504 1 1.981.504,0 1.981.504,0 1.981.504 1.981.504 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
20,0 1.960.544 1 1.960.544,0 1.960.544,0 1.960.544 1.960.544 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 3.837.024 1 3.837.024,0 3.837.024,0 3.837.024 3.837.024 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
14,0 2.013.952 1 2.013.952,0 2.013.952,0 2.013.952 2.013.952 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
19,0 3.891.136 1 3.891.136,0 3.891.136,0 3.891.136 3.891.136 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
16,0 2.088.384 1 2.088.384,0 2.088.384,0 2.088.384 2.088.384 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
20,0 4.052.288 1 4.052.288,0 4.052.288,0 4.052.288 4.052.288 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
20,0 3.889.920 1 3.889.920,0 3.889.920,0 3.889.920 3.889.920 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
14,0 1.980.032 1 1.980.032,0 1.980.032,0 1.980.032 1.980.032 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
16,0 1.979.520 1 1.979.520,0 1.979.520,0 1.979.520 1.979.520 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
16,0 1.976.160 1 1.976.160,0 1.976.160,0 1.976.160 1.976.160 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
9,0 2.032.320 1 2.032.320,0 2.032.320,0 2.032.320 2.032.320 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 2.894.496 1 2.894.496,0 2.894.496,0 2.894.496 2.894.496 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 2.645.376 1 2.645.376,0 2.645.376,0 2.645.376 2.645.376 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
15,0 1.963.936 1 1.963.936,0 1.963.936,0 1.963.936 1.963.936 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 2.910.656 1 2.910.656,0 2.910.656,0 2.910.656 2.910.656 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
17,0 3.863.616 1 3.863.616,0 3.863.616,0 3.863.616 3.863.616 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 1.971.104 1 1.971.104,0 1.971.104,0 1.971.104 1.971.104 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
20,0 1.981.376 1 1.981.376,0 1.981.376,0 1.981.376 1.981.376 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
16,0 1.965.728 1 1.965.728,0 1.965.728,0 1.965.728 1.965.728 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
16,0 1.970.496 1 1.970.496,0 1.970.496,0 1.970.496 1.970.496 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 2.909.248 1 2.909.248,0 2.909.248,0 2.909.248 2.909.248 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
16,0 1.969.216 1 1.969.216,0 1.969.216,0 1.969.216 1.969.216 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
16,0 1.948.832 1 1.948.832,0 1.948.832,0 1.948.832 1.948.832 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 2.443.232 1 2.443.232,0 2.443.232,0 2.443.232 2.443.232 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
20,0 2.920.960 1 2.920.960,0 2.920.960,0 2.920.960 2.920.960 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
17,0 2.910.080 1 2.910.080,0 2.910.080,0 2.910.080 2.910.080 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
16,0 1.961.664 1 1.961.664,0 1.961.664,0 1.961.664 1.961.664 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
17,0 2.442.112 1 2.442.112,0 2.442.112,0 2.442.112 2.442.112 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
20,0 3.860.768 1 3.860.768,0 3.860.768,0 3.860.768 3.860.768 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
15,0 1.969.696 1 1.969.696,0 1.969.696,0 1.969.696 1.969.696 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
15,0 1.976.736 1 1.976.736,0 1.976.736,0 1.976.736 1.976.736 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
17,0 5.675.264 1 5.675.264,0 5.675.264,0 5.675.264 5.675.264 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
16,0 1.958.944 1 1.958.944,0 1.958.944,0 1.958.944 1.958.944 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
19,0 2.914.048 1 2.914.048,0 2.914.048,0 2.914.048 2.914.048 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
11,0 1.969.888 1 1.969.888,0 1.969.888,0 1.969.888 1.969.888 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
17,0 2.920.224 1 2.920.224,0 2.920.224,0 2.920.224 2.920.224 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
20,0 2.935.872 1 2.935.872,0 2.935.872,0 2.935.872 2.935.872 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
15,0 1.957.600 1 1.957.600,0 1.957.600,0 1.957.600 1.957.600 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
16,0 1.984.512 1 1.984.512,0 1.984.512,0 1.984.512 1.984.512 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
17,0 2.436.288 1 2.436.288,0 2.436.288,0 2.436.288 2.436.288 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
15,0 1.953.184 1 1.953.184,0 1.953.184,0 1.953.184 1.953.184 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
14,0 2.889.888 1 2.889.888,0 2.889.888,0 2.889.888 2.889.888 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
15,0 3.835.104 1 3.835.104,0 3.835.104,0 3.835.104 3.835.104 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
17,0 2.353.536 1 2.353.536,0 2.353.536,0 2.353.536 2.353.536 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
16,0 1.974.048 1 1.974.048,0 1.974.048,0 1.974.048 1.974.048 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
