4,0 811.872 1 811.872,0 811.872,0 811.872 811.872 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 795.296 1 795.296,0 795.296,0 795.296 795.296 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 497.760 1 497.760,0 497.760,0 497.760 497.760 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 433.504 1 433.504,0 433.504,0 433.504 433.504 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 508.288 1 508.288,0 508.288,0 508.288 508.288 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 445.440 1 445.440,0 445.440,0 445.440 445.440 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
1,0 505.024 1 505.024,0 505.024,0 505.024 505.024 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 547.808 1 547.808,0 547.808,0 547.808 547.808 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 788.480 1 788.480,0 788.480,0 788.480 788.480 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 606.272 1 606.272,0 606.272,0 606.272 606.272 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 481.856 1 481.856,0 481.856,0 481.856 481.856 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 797.024 1 797.024,0 797.024,0 797.024 797.024 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 428.448 1 428.448,0 428.448,0 428.448 428.448 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 427.136 1 427.136,0 427.136,0 427.136 427.136 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 409.792 1 409.792,0 409.792,0 409.792 409.792 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 429.056 1 429.056,0 429.056,0 429.056 429.056 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 425.984 1 425.984,0 425.984,0 425.984 425.984 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 436.192 1 436.192,0 436.192,0 436.192 436.192 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 552.704 1 552.704,0 552.704,0 552.704 552.704 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 497.024 1 497.024,0 497.024,0 497.024 497.024 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 562.112 1 562.112,0 562.112,0 562.112 562.112 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 569.088 1 569.088,0 569.088,0 569.088 569.088 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 515.072 1 515.072,0 515.072,0 515.072 515.072 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 435.200 1 435.200,0 435.200,0 435.200 435.200 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 803.616 1 803.616,0 803.616,0 803.616 803.616 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 431.232 1 431.232,0 431.232,0 431.232 431.232 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 438.144 1 438.144,0 438.144,0 438.144 438.144 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 796.608 1 796.608,0 796.608,0 796.608 796.608 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 759.040 1 759.040,0 759.040,0 759.040 759.040 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 554.304 1 554.304,0 554.304,0 554.304 554.304 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 432.320 1 432.320,0 432.320,0 432.320 432.320 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 433.792 1 433.792,0 433.792,0 433.792 433.792 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 449.760 1 449.760,0 449.760,0 449.760 449.760 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 426.528 1 426.528,0 426.528,0 426.528 426.528 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 425.984 1 425.984,0 425.984,0 425.984 425.984 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 429.472 1 429.472,0 429.472,0 429.472 429.472 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 428.512 1 428.512,0 428.512,0 428.512 428.512 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 562.752 1 562.752,0 562.752,0 562.752 562.752 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 569.216 1 569.216,0 569.216,0 569.216 569.216 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 548.032 1 548.032,0 548.032,0 548.032 548.032 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 427.840 1 427.840,0 427.840,0 427.840 427.840 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 433.696 1 433.696,0 433.696,0 433.696 433.696 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
6,0 430.336 1 430.336,0 430.336,0 430.336 430.336 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 789.856 1 789.856,0 789.856,0 789.856 789.856 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 791.040 1 791.040,0 791.040,0 791.040 791.040 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 425.984 1 425.984,0 425.984,0 425.984 425.984 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 431.392 1 431.392,0 431.392,0 431.392 431.392 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 481.184 1 481.184,0 481.184,0 481.184 481.184 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 571.488 1 571.488,0 571.488,0 571.488 571.488 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 815.520 1 815.520,0 815.520,0 815.520 815.520 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 569.856 1 569.856,0 569.856,0 569.856 569.856 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 424.544 1 424.544,0 424.544,0 424.544 424.544 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 427.008 1 427.008,0 427.008,0 427.008 427.008 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 428.960 1 428.960,0 428.960,0 428.960 428.960 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 426.560 1 426.560,0 426.560,0 426.560 426.560 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 427.328 1 427.328,0 427.328,0 427.328 427.328 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 429.408 1 429.408,0 429.408,0 429.408 429.408 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 429.504 1 429.504,0 429.504,0 429.504 429.504 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 798.432 1 798.432,0 798.432,0 798.432 798.432 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 800.832 1 800.832,0 800.832,0 800.832 800.832 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 518.240 1 518.240,0 518.240,0 518.240 518.240 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 788.640 1 788.640,0 788.640,0 788.640 788.640 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 797.888 1 797.888,0 797.888,0 797.888 797.888 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 536.288 1 536.288,0 536.288,0 536.288 536.288 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 505.856 1 505.856,0 505.856,0 505.856 505.856 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 484.928 1 484.928,0 484.928,0 484.928 484.928 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 447.264 1 447.264,0 447.264,0 447.264 447.264 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 481.600 1 481.600,0 481.600,0 481.600 481.600 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 754.368 1 754.368,0 754.368,0 754.368 754.368 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 560.768 1 560.768,0 560.768,0 560.768 560.768 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 426.368 1 426.368,0 426.368,0 426.368 426.368 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 430.656 1 430.656,0 430.656,0 430.656 430.656 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 428.768 1 428.768,0 428.768,0 428.768 428.768 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 429.984 1 429.984,0 429.984,0 429.984 429.984 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 428.992 1 428.992,0 428.992,0 428.992 428.992 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 803.520 1 803.520,0 803.520,0 803.520 803.520 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 814.624 1 814.624,0 814.624,0 814.624 814.624 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 430.464 1 430.464,0 430.464,0 430.464 430.464 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 560.320 1 560.320,0 560.320,0 560.320 560.320 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 571.424 1 571.424,0 571.424,0 571.424 571.424 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 562.656 1 562.656,0 562.656,0 562.656 562.656 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 802.208 1 802.208,0 802.208,0 802.208 802.208 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 432.576 1 432.576,0 432.576,0 432.576 432.576 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 510.656 1 510.656,0 510.656,0 510.656 510.656 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 788.480 1 788.480,0 788.480,0 788.480 788.480 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 492.096 1 492.096,0 492.096,0 492.096 492.096 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 810.112 1 810.112,0 810.112,0 810.112 810.112 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 423.168 1 423.168,0 423.168,0 423.168 423.168 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 429.952 1 429.952,0 429.952,0 429.952 429.952 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 435.040 1 435.040,0 435.040,0 435.040 435.040 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 795.232 1 795.232,0 795.232,0 795.232 795.232 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 565.920 1 565.920,0 565.920,0 565.920 565.920 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 563.008 1 563.008,0 563.008,0 563.008 563.008 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 793.376 1 793.376,0 793.376,0 793.376 793.376 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 559.808 1 559.808,0 559.808,0 559.808 559.808 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 802.496 1 802.496,0 802.496,0 802.496 802.496 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 809.088 1 809.088,0 809.088,0 809.088 809.088 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 443.648 1 443.648,0 443.648,0 443.648 443.648 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
1,0 503.424 1 503.424,0 503.424,0 503.424 503.424 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 805.408 1 805.408,0 805.408,0 805.408 805.408 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 516.384 1 516.384,0 516.384,0 516.384 516.384 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 431.840 1 431.840,0 431.840,0 431.840 431.840 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 425.888 1 425.888,0 425.888,0 425.888 425.888 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 562.304 1 562.304,0 562.304,0 562.304 562.304 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 429.760 1 429.760,0 429.760,0 429.760 429.760 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 432.192 1 432.192,0 432.192,0 432.192 432.192 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 572.608 1 572.608,0 572.608,0 572.608 572.608 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 504.928 1 504.928,0 504.928,0 504.928 504.928 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 433.920 1 433.920,0 433.920,0 433.920 433.920 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 434.144 1 434.144,0 434.144,0 434.144 434.144 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 430.400 1 430.400,0 430.400,0 430.400 430.400 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 437.344 1 437.344,0 437.344,0 437.344 437.344 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 567.808 1 567.808,0 567.808,0 567.808 567.808 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 809.440 1 809.440,0 809.440,0 809.440 809.440 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 482.944 1 482.944,0 482.944,0 482.944 482.944 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 811.552 1 811.552,0 811.552,0 811.552 811.552 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 431.872 1 431.872,0 431.872,0 431.872 431.872 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 450.656 1 450.656,0 450.656,0 450.656 450.656 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 428.128 1 428.128,0 428.128,0 428.128 428.128 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 434.240 1 434.240,0 434.240,0 434.240 434.240 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 481.216 1 481.216,0 481.216,0 481.216 481.216 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 432.160 1 432.160,0 432.160,0 432.160 432.160 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 487.744 1 487.744,0 487.744,0 487.744 487.744 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 484.896 1 484.896,0 484.896,0 484.896 484.896 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 787.840 1 787.840,0 787.840,0 787.840 787.840 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 488.800 1 488.800,0 488.800,0 488.800 488.800 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 799.776 1 799.776,0 799.776,0 799.776 799.776 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 433.120 1 433.120,0 433.120,0 433.120 433.120 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 426.272 1 426.272,0 426.272,0 426.272 426.272 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 429.280 1 429.280,0 429.280,0 429.280 429.280 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 513.152 1 513.152,0 513.152,0 513.152 513.152 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 561.984 1 561.984,0 561.984,0 561.984 561.984 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 500.000 1 500.000,0 500.000,0 500.000 500.000 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 443.488 1 443.488,0 443.488,0 443.488 443.488 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 515.808 1 515.808,0 515.808,0 515.808 515.808 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 488.640 1 488.640,0 488.640,0 488.640 488.640 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 428.928 1 428.928,0 428.928,0 428.928 428.928 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 898.944 1 898.944,0 898.944,0 898.944 898.944 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 807.456 1 807.456,0 807.456,0 807.456 807.456 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 804.960 1 804.960,0 804.960,0 804.960 804.960 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 802.944 1 802.944,0 802.944,0 802.944 802.944 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 436.896 1 436.896,0 436.896,0 436.896 436.896 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 428.192 1 428.192,0 428.192,0 428.192 428.192 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 425.504 1 425.504,0 425.504,0 425.504 425.504 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 431.776 1 431.776,0 431.776,0 431.776 431.776 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 485.088 1 485.088,0 485.088,0 485.088 485.088 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 561.952 1 561.952,0 561.952,0 561.952 561.952 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 485.696 1 485.696,0 485.696,0 485.696 485.696 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 434.720 1 434.720,0 434.720,0 434.720 434.720 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 436.064 1 436.064,0 436.064,0 436.064 436.064 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 568.416 1 568.416,0 568.416,0 568.416 568.416 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 436.096 1 436.096,0 436.096,0 436.096 436.096 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 562.176 1 562.176,0 562.176,0 562.176 562.176 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 504.160 1 504.160,0 504.160,0 504.160 504.160 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 553.760 1 553.760,0 553.760,0 553.760 553.760 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 491.328 1 491.328,0 491.328,0 491.328 491.328 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 798.272 1 798.272,0 798.272,0 798.272 798.272 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 791.840 1 791.840,0 791.840,0 791.840 791.840 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 570.592 1 570.592,0 570.592,0 570.592 570.592 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 570.912 1 570.912,0 570.912,0 570.912 570.912 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 801.856 1 801.856,0 801.856,0 801.856 801.856 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 543.424 1 543.424,0 543.424,0 543.424 543.424 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 500.352 1 500.352,0 500.352,0 500.352 500.352 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 431.712 1 431.712,0 431.712,0 431.712 431.712 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 429.184 1 429.184,0 429.184,0 429.184 429.184 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 804.896 1 804.896,0 804.896,0 804.896 804.896 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 559.136 1 559.136,0 559.136,0 559.136 559.136 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 429.984 1 429.984,0 429.984,0 429.984 429.984 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 430.656 1 430.656,0 430.656,0 430.656 430.656 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 432.544 1 432.544,0 432.544,0 432.544 432.544 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 429.184 1 429.184,0 429.184,0 429.184 429.184 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 491.264 1 491.264,0 491.264,0 491.264 491.264 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 572.096 1 572.096,0 572.096,0 572.096 572.096 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 489.472 1 489.472,0 489.472,0 489.472 489.472 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 444.448 1 444.448,0 444.448,0 444.448 444.448 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 806.656 1 806.656,0 806.656,0 806.656 806.656 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 813.536 1 813.536,0 813.536,0 813.536 813.536 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 812.192 1 812.192,0 812.192,0 812.192 812.192 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 433.696 1 433.696,0 433.696,0 433.696 433.696 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 504.032 1 504.032,0 504.032,0 504.032 504.032 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 435.136 1 435.136,0 435.136,0 435.136 435.136 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 432.128 1 432.128,0 432.128,0 432.128 432.128 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 800.128 1 800.128,0 800.128,0 800.128 800.128 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 796.640 1 796.640,0 796.640,0 796.640 796.640 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
