22,0 3.846.016 1 3.846.016,0 3.846.016,0 3.846.016 3.846.016 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
21,0 3.907.744 1 3.907.744,0 3.907.744,0 3.907.744 3.907.744 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
21,0 3.907.712 1 3.907.712,0 3.907.712,0 3.907.712 3.907.712 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
23,0 1.974.720 1 1.974.720,0 1.974.720,0 1.974.720 1.974.720 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 1.952.192 1 1.952.192,0 1.952.192,0 1.952.192 1.952.192 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
15,0 1.987.520 1 1.987.520,0 1.987.520,0 1.987.520 1.987.520 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
22,0 2.913.024 1 2.913.024,0 2.913.024,0 2.913.024 2.913.024 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
21,0 1.953.600 1 1.953.600,0 1.953.600,0 1.953.600 1.953.600 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
21,0 2.923.488 1 2.923.488,0 2.923.488,0 2.923.488 2.923.488 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
16,0 2.094.944 1 2.094.944,0 2.094.944,0 2.094.944 2.094.944 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
21,0 3.911.840 1 3.911.840,0 3.911.840,0 3.911.840 3.911.840 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 3.872.768 1 3.872.768,0 3.872.768,0 3.872.768 3.872.768 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
19,0 3.841.408 1 3.841.408,0 3.841.408,0 3.841.408 3.841.408 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
22,0 2.904.064 1 2.904.064,0 2.904.064,0 2.904.064 2.904.064 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
20,0 2.356.256 1 2.356.256,0 2.356.256,0 2.356.256 2.356.256 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
15,0 1.972.608 1 1.972.608,0 1.972.608,0 1.972.608 1.972.608 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
25,0 2.431.808 1 2.431.808,0 2.431.808,0 2.431.808 2.431.808 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
21,0 2.925.792 1 2.925.792,0 2.925.792,0 2.925.792 2.925.792 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
20,0 2.912.256 1 2.912.256,0 2.912.256,0 2.912.256 2.912.256 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 1.963.936 1 1.963.936,0 1.963.936,0 1.963.936 1.963.936 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
19,0 2.362.368 1 2.362.368,0 2.362.368,0 2.362.368 2.362.368 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
22,0 2.891.040 1 2.891.040,0 2.891.040,0 2.891.040 2.891.040 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
20,0 2.422.624 1 2.422.624,0 2.422.624,0 2.422.624 2.422.624 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
21,0 3.843.776 1 3.843.776,0 3.843.776,0 3.843.776 3.843.776 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
26,0 2.923.808 1 2.923.808,0 2.923.808,0 2.923.808 2.923.808 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 3.861.984 1 3.861.984,0 3.861.984,0 3.861.984 3.861.984 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
15,0 2.422.912 1 2.422.912,0 2.422.912,0 2.422.912 2.422.912 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
17,0 1.991.328 1 1.991.328,0 1.991.328,0 1.991.328 1.991.328 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
17,0 2.520.544 1 2.520.544,0 2.520.544,0 2.520.544 2.520.544 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
15,0 2.090.720 1 2.090.720,0 2.090.720,0 2.090.720 2.090.720 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
19,0 5.520.128 1 5.520.128,0 5.520.128,0 5.520.128 5.520.128 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
13,0 1.984.384 1 1.984.384,0 1.984.384,0 1.984.384 1.984.384 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
19,0 3.871.104 1 3.871.104,0 3.871.104,0 3.871.104 3.871.104 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 2.018.336 1 2.018.336,0 2.018.336,0 2.018.336 2.018.336 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
16,0 2.362.208 1 2.362.208,0 2.362.208,0 2.362.208 2.362.208 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
21,0 3.879.424 1 3.879.424,0 3.879.424,0 3.879.424 3.879.424 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 1.976.672 1 1.976.672,0 1.976.672,0 1.976.672 1.976.672 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 1.973.056 1 1.973.056,0 1.973.056,0 1.973.056 1.973.056 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
9,0 1.992.128 1 1.992.128,0 1.992.128,0 1.992.128 1.992.128 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
19,0 1.960.224 1 1.960.224,0 1.960.224,0 1.960.224 1.960.224 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 1.967.232 1 1.967.232,0 1.967.232,0 1.967.232 1.967.232 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
19,0 1.961.504 1 1.961.504,0 1.961.504,0 1.961.504 1.961.504 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
13,0 1.952.032 1 1.952.032,0 1.952.032,0 1.952.032 1.952.032 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
20,0 2.440.128 1 2.440.128,0 2.440.128,0 2.440.128 2.440.128 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
22,0 2.910.240 1 2.910.240,0 2.910.240,0 2.910.240 2.910.240 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
22,0 2.922.112 1 2.922.112,0 2.922.112,0 2.922.112 2.922.112 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
23,0 2.515.008 1 2.515.008,0 2.515.008,0 2.515.008 2.515.008 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 1.951.936 1 1.951.936,0 1.951.936,0 1.951.936 1.951.936 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
22,0 3.890.784 1 3.890.784,0 3.890.784,0 3.890.784 3.890.784 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
19,0 1.967.840 1 1.967.840,0 1.967.840,0 1.967.840 1.967.840 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
21,0 1.975.104 1 1.975.104,0 1.975.104,0 1.975.104 1.975.104 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
19,0 3.837.920 1 3.837.920,0 3.837.920,0 3.837.920 3.837.920 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
22,0 3.870.624 1 3.870.624,0 3.870.624,0 3.870.624 3.870.624 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
13,0 2.087.328 1 2.087.328,0 2.087.328,0 2.087.328 2.087.328 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
20,0 1.964.064 1 1.964.064,0 1.964.064,0 1.964.064 1.964.064 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 1.948.352 1 1.948.352,0 1.948.352,0 1.948.352 1.948.352 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
19,0 2.070.400 1 2.070.400,0 2.070.400,0 2.070.400 2.070.400 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 1.954.720 1 1.954.720,0 1.954.720,0 1.954.720 1.954.720 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 1.945.088 1 1.945.088,0 1.945.088,0 1.945.088 1.945.088 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
21,0 1.980.832 1 1.980.832,0 1.980.832,0 1.980.832 1.980.832 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
23,0 1.983.648 1 1.983.648,0 1.983.648,0 1.983.648 1.983.648 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
16,0 1.968.672 1 1.968.672,0 1.968.672,0 1.968.672 1.968.672 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
27,0 2.941.856 1 2.941.856,0 2.941.856,0 2.941.856 2.941.856 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
15,0 1.975.488 1 1.975.488,0 1.975.488,0 1.975.488 1.975.488 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 1.971.200 1 1.971.200,0 1.971.200,0 1.971.200 1.971.200 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
26,0 1.971.136 1 1.971.136,0 1.971.136,0 1.971.136 1.971.136 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
27,0 1.969.504 1 1.969.504,0 1.969.504,0 1.969.504 1.969.504 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 5.232.640 1 5.232.640,0 5.232.640,0 5.232.640 5.232.640 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
21,0 3.885.056 1 3.885.056,0 3.885.056,0 3.885.056 3.885.056 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
23,0 1.941.920 1 1.941.920,0 1.941.920,0 1.941.920 1.941.920 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
15,0 1.964.384 1 1.964.384,0 1.964.384,0 1.964.384 1.964.384 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
19,0 2.348.640 1 2.348.640,0 2.348.640,0 2.348.640 2.348.640 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
21,0 2.910.464 1 2.910.464,0 2.910.464,0 2.910.464 2.910.464 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
22,0 3.889.792 1 3.889.792,0 3.889.792,0 3.889.792 3.889.792 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
22,0 2.903.712 1 2.903.712,0 2.903.712,0 2.903.712 2.903.712 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 1.983.232 1 1.983.232,0 1.983.232,0 1.983.232 1.983.232 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
14,0 1.961.824 1 1.961.824,0 1.961.824,0 1.961.824 1.961.824 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 1.972.704 1 1.972.704,0 1.972.704,0 1.972.704 1.972.704 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 1.972.576 1 1.972.576,0 1.972.576,0 1.972.576 1.972.576 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
21,0 1.984.512 1 1.984.512,0 1.984.512,0 1.984.512 1.984.512 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
16,0 1.959.392 1 1.959.392,0 1.959.392,0 1.959.392 1.959.392 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
24,0 1.963.104 1 1.963.104,0 1.963.104,0 1.963.104 1.963.104 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
21,0 3.876.576 1 3.876.576,0 3.876.576,0 3.876.576 3.876.576 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
21,0 3.895.584 1 3.895.584,0 3.895.584,0 3.895.584 3.895.584 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
28,0 2.534.240 1 2.534.240,0 2.534.240,0 2.534.240 2.534.240 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 3.848.192 1 3.848.192,0 3.848.192,0 3.848.192 3.848.192 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
21,0 3.866.944 1 3.866.944,0 3.866.944,0 3.866.944 3.866.944 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 1.967.328 1 1.967.328,0 1.967.328,0 1.967.328 1.967.328 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
20,0 2.427.200 1 2.427.200,0 2.427.200,0 2.427.200 2.427.200 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 2.361.728 1 2.361.728,0 2.361.728,0 2.361.728 2.361.728 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 2.074.496 1 2.074.496,0 2.074.496,0 2.074.496 2.074.496 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
20,0 2.359.232 1 2.359.232,0 2.359.232,0 2.359.232 2.359.232 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
22,0 3.858.656 1 3.858.656,0 3.858.656,0 3.858.656 3.858.656 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
14,0 2.925.984 1 2.925.984,0 2.925.984,0 2.925.984 2.925.984 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
14,0 1.978.784 1 1.978.784,0 1.978.784,0 1.978.784 1.978.784 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
17,0 1.966.880 1 1.966.880,0 1.966.880,0 1.966.880 1.966.880 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
16,0 1.963.552 1 1.963.552,0 1.963.552,0 1.963.552 1.963.552 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 1.984.288 1 1.984.288,0 1.984.288,0 1.984.288 1.984.288 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 1.963.776 1 1.963.776,0 1.963.776,0 1.963.776 1.963.776 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
21,0 3.853.440 1 3.853.440,0 3.853.440,0 3.853.440 3.853.440 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
22,0 3.852.576 1 3.852.576,0 3.852.576,0 3.852.576 3.852.576 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 1.969.312 1 1.969.312,0 1.969.312,0 1.969.312 1.969.312 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
14,0 2.071.648 1 2.071.648,0 2.071.648,0 2.071.648 2.071.648 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
17,0 2.916.480 1 2.916.480,0 2.916.480,0 2.916.480 2.916.480 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
15,0 2.102.560 1 2.102.560,0 2.102.560,0 2.102.560 2.102.560 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
21,0 3.898.272 1 3.898.272,0 3.898.272,0 3.898.272 3.898.272 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
20,0 1.990.848 1 1.990.848,0 1.990.848,0 1.990.848 1.990.848 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
25,0 2.500.960 1 2.500.960,0 2.500.960,0 2.500.960 2.500.960 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
21,0 5.275.168 1 5.275.168,0 5.275.168,0 5.275.168 5.275.168 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
17,0 2.363.776 1 2.363.776,0 2.363.776,0 2.363.776 2.363.776 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
21,0 3.880.256 1 3.880.256,0 3.880.256,0 3.880.256 3.880.256 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
11,0 1.979.072 1 1.979.072,0 1.979.072,0 1.979.072 1.979.072 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
16,0 1.976.704 1 1.976.704,0 1.976.704,0 1.976.704 1.976.704 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 1.962.368 1 1.962.368,0 1.962.368,0 1.962.368 1.962.368 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
20,0 3.906.976 1 3.906.976,0 3.906.976,0 3.906.976 3.906.976 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 2.687.072 1 2.687.072,0 2.687.072,0 2.687.072 2.687.072 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
16,0 2.080.608 1 2.080.608,0 2.080.608,0 2.080.608 2.080.608 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 3.885.600 1 3.885.600,0 3.885.600,0 3.885.600 3.885.600 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 1.980.864 1 1.980.864,0 1.980.864,0 1.980.864 1.980.864 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
21,0 3.873.984 1 3.873.984,0 3.873.984,0 3.873.984 3.873.984 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
25,0 3.843.872 1 3.843.872,0 3.843.872,0 3.843.872 3.843.872 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
15,0 2.079.872 1 2.079.872,0 2.079.872,0 2.079.872 2.079.872 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
9,0 2.460.224 1 2.460.224,0 2.460.224,0 2.460.224 2.460.224 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
17,0 3.903.776 1 3.903.776,0 3.903.776,0 3.903.776 3.903.776 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 2.485.664 1 2.485.664,0 2.485.664,0 2.485.664 2.485.664 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
17,0 1.946.336 1 1.946.336,0 1.946.336,0 1.946.336 1.946.336 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
17,0 1.968.032 1 1.968.032,0 1.968.032,0 1.968.032 1.968.032 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
11,0 2.884.064 1 2.884.064,0 2.884.064,0 2.884.064 2.884.064 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
19,0 1.960.896 1 1.960.896,0 1.960.896,0 1.960.896 1.960.896 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
16,0 1.963.200 1 1.963.200,0 1.963.200,0 1.963.200 1.963.200 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
21,0 2.924.128 1 2.924.128,0 2.924.128,0 2.924.128 2.924.128 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
21,0 2.462.240 1 2.462.240,0 2.462.240,0 2.462.240 2.462.240 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 1.956.320 1 1.956.320,0 1.956.320,0 1.956.320 1.956.320 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
19,0 1.961.344 1 1.961.344,0 1.961.344,0 1.961.344 1.961.344 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 1.971.104 1 1.971.104,0 1.971.104,0 1.971.104 1.971.104 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
21,0 1.959.040 1 1.959.040,0 1.959.040,0 1.959.040 1.959.040 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
17,0 2.104.704 1 2.104.704,0 2.104.704,0 2.104.704 2.104.704 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
27,0 3.909.088 1 3.909.088,0 3.909.088,0 3.909.088 3.909.088 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
24,0 2.383.488 1 2.383.488,0 2.383.488,0 2.383.488 2.383.488 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
21,0 3.833.440 1 3.833.440,0 3.833.440,0 3.833.440 3.833.440 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
15,0 1.970.272 1 1.970.272,0 1.970.272,0 1.970.272 1.970.272 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
19,0 2.090.688 1 2.090.688,0 2.090.688,0 2.090.688 2.090.688 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 1.983.520 1 1.983.520,0 1.983.520,0 1.983.520 1.983.520 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
19,0 1.970.496 1 1.970.496,0 1.970.496,0 1.970.496 1.970.496 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
19,0 2.340.448 1 2.340.448,0 2.340.448,0 2.340.448 2.340.448 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 1.974.336 1 1.974.336,0 1.974.336,0 1.974.336 1.974.336 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
20,0 2.361.664 1 2.361.664,0 2.361.664,0 2.361.664 2.361.664 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
20,0 2.372.000 1 2.372.000,0 2.372.000,0 2.372.000 2.372.000 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
20,0 3.856.448 1 3.856.448,0 3.856.448,0 3.856.448 3.856.448 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
20,0 2.357.280 1 2.357.280,0 2.357.280,0 2.357.280 2.357.280 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
21,0 3.891.264 1 3.891.264,0 3.891.264,0 3.891.264 3.891.264 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 1.962.912 1 1.962.912,0 1.962.912,0 1.962.912 1.962.912 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
17,0 1.971.360 1 1.971.360,0 1.971.360,0 1.971.360 1.971.360 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 1.983.008 1 1.983.008,0 1.983.008,0 1.983.008 1.983.008 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
15,0 2.178.304 1 2.178.304,0 2.178.304,0 2.178.304 2.178.304 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
19,0 2.884.448 1 2.884.448,0 2.884.448,0 2.884.448 2.884.448 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
16,0 2.424.160 1 2.424.160,0 2.424.160,0 2.424.160 2.424.160 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
19,0 2.091.936 1 2.091.936,0 2.091.936,0 2.091.936 2.091.936 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
24,0 2.512.736 1 2.512.736,0 2.512.736,0 2.512.736 2.512.736 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
20,0 2.375.392 1 2.375.392,0 2.375.392,0 2.375.392 2.375.392 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
