0,0 1.777.312 9 197.479,0 197.504,0 196.224 201.376 1.581,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.942.240 9 215.804,0 223.296,0 196.160 228.480 14.078,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.942.688 9 215.854,0 224.480,0 197.152 225.632 13.501,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.758.848 9 306.538,0 378.208,0 208.800 394.752 92.400,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.771.136 9 196.792,0 196.416,0 196.192 198.848 849,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.915.872 9 212.874,0 224.224,0 196.256 225.984 14.994,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.784.224 9 198.247,0 197.376,0 196.672 204.192 2.479,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.770.528 9 196.725,0 196.352,0 196.288 199.008 894,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.775.168 9 197.240,0 196.640,0 196.128 201.472 1.651,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.775.936 9 197.326,0 196.480,0 196.384 201.472 1.628,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.775.104 9 197.233,0 197.312,0 196.352 198.592 745,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.928.832 9 325.425,0 378.176,0 208.928 394.848 87.085,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.774.240 9 197.137,0 197.376,0 196.320 198.880 841,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.771.904 9 196.878,0 196.384,0 196.320 198.880 896,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.916.160 9 324.017,0 378.240,0 209.056 394.368 85.831,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.778.208 9 197.578,0 197.280,0 196.352 201.792 1.630,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.771.520 9 196.835,0 196.416,0 196.288 198.976 912,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.771.136 9 196.792,0 196.384,0 196.288 198.816 848,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.803.200 9 200.355,0 196.384,0 196.288 224.992 9.417,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.923.296 9 213.699,0 224.608,0 196.416 232.352 15.875,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.772.864 9 196.984,0 196.992,0 196.096 198.624 789,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.771.264 9 196.807,0 196.448,0 196.352 198.848 829,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.773.216 9 197.024,0 196.608,0 196.288 199.488 1.025,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.781.440 9 197.937,0 197.120,0 196.320 201.248 1.748,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.367.328 9 263.036,0 227.584,0 223.744 392.672 73.459,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.891.168 9 210.129,0 200.256,0 196.736 226.432 14.521,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.780.960 9 197.884,0 196.992,0 196.352 201.120 1.661,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.917.440 9 324.160,0 378.208,0 209.120 395.072 85.581,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.774.688 9 197.187,0 196.864,0 196.320 199.424 1.001,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.772.288 9 196.920,0 196.352,0 196.256 201.376 1.677,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.888.160 9 320.906,0 378.208,0 200.096 395.136 90.672,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.885.152 9 209.461,0 217.088,0 196.608 220.256 10.965,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.772.000 9 196.888,0 196.512,0 196.320 198.400 730,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.905.472 9 211.719,0 214.464,0 196.320 219.488 7.785,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.781.536 9 197.948,0 197.120,0 196.544 201.792 1.764,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.929.600 9 325.511,0 378.240,0 208.768 395.200 87.136,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.937.760 9 215.306,0 223.840,0 196.288 225.984 13.582,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.775.520 9 197.280,0 196.608,0 196.384 201.824 1.748,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.728.192 9 303.132,0 378.080,0 200.032 394.272 93.076,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.873.376 9 208.152,0 214.400,0 196.288 216.032 8.707,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.773.920 9 197.102,0 196.448,0 196.288 201.408 1.663,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.890.944 9 210.104,0 198.784,0 196.352 226.720 14.917,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.840.608 9 315.623,0 378.176,0 209.216 394.720 85.061,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.362.368 9 262.485,0 225.984,0 224.320 392.032 73.388,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.774.272 9 197.141,0 196.928,0 196.288 199.744 1.054,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.774.176 9 197.130,0 197.056,0 196.320 198.976 812,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.783.360 9 198.151,0 197.248,0 196.192 200.736 1.787,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.781.824 9 197.980,0 197.216,0 196.448 202.112 1.945,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.782.592 9 198.065,0 196.608,0 196.288 202.624 2.348,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.775.392 9 197.265,0 197.152,0 196.512 199.296 834,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.772.288 9 196.920,0 196.736,0 196.224 198.976 855,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.747.424 9 305.269,0 377.792,0 209.024 394.784 90.564,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 3.462.656 9 384.739,0 378.656,0 377.856 394.784 7.687,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.914.624 9 212.736,0 224.224,0 196.352 226.272 14.923,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.776.800 9 197.422,0 196.832,0 196.608 201.376 1.507,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.881.920 9 209.102,0 216.448,0 196.416 220.096 11.172,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.867.328 9 207.480,0 200.192,0 197.536 219.648 10.942,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.687.648 9 298.627,0 228.768,0 215.840 392.960 88.791,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.771.968 9 196.885,0 196.448,0 196.224 198.784 846,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.518.752 9 279.861,0 226.016,0 216.256 392.672 84.429,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.782.368 9 198.040,0 196.768,0 196.352 202.400 2.176,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.775.392 9 197.265,0 197.056,0 196.352 199.392 864,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.773.696 9 197.077,0 196.832,0 196.352 199.264 882,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.775.552 9 197.283,0 196.672,0 196.320 201.344 1.575,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.918.208 9 213.134,0 225.568,0 196.224 226.048 15.122,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.774.528 9 197.169,0 196.960,0 196.352 199.136 828,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.707.808 9 300.867,0 378.176,0 199.392 394.656 95.913,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.863.840 9 207.093,0 198.912,0 196.832 219.616 11.299,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.839.424 9 204.380,0 197.664,0 196.288 226.240 12.465,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.780.160 9 197.795,0 197.376,0 195.744 200.672 1.622,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.774.304 9 197.144,0 197.024,0 196.544 198.400 543,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.776.544 9 197.393,0 196.832,0 196.480 201.536 1.594,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 3.433.888 9 381.543,0 378.336,0 377.376 394.912 6.727,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.686.336 9 298.481,0 227.360,0 214.496 393.280 89.554,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.880.928 9 208.992,0 216.000,0 196.480 219.648 11.067,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 3.077.248 9 341.916,0 378.272,0 199.584 395.072 80.776,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.776.832 9 197.425,0 197.024,0 196.288 199.904 1.207,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.455.648 9 272.849,0 212.992,0 212.128 392.736 89.813,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.770.560 9 196.728,0 196.480,0 196.352 198.464 677,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.769.824 9 196.647,0 196.352,0 196.288 198.912 852,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.820.128 9 313.347,0 378.240,0 212.000 393.088 91.080,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.774.080 9 197.120,0 196.992,0 196.352 198.336 555,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.931.424 9 325.713,0 377.952,0 209.920 394.208 86.553,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.773.568 9 197.063,0 196.768,0 196.480 198.400 622,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.860.128 9 206.680,0 197.504,0 196.416 226.048 13.583,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.787.136 9 198.570,0 197.408,0 196.512 203.168 2.551,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.885.888 9 209.543,0 218.528,0 196.416 219.456 11.444,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.911.264 9 212.362,0 222.688,0 196.384 225.536 13.996,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.781.216 9 197.912,0 196.768,0 196.256 201.344 1.957,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.473.600 9 274.844,0 216.384,0 214.688 392.960 88.174,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.774.464 9 197.162,0 196.960,0 196.352 199.072 823,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.948.320 9 216.480,0 225.056,0 196.768 227.840 14.263,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.773.440 9 197.048,0 197.152,0 196.256 198.688 826,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.770.176 9 196.686,0 196.416,0 196.320 198.944 848,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.931.520 9 325.724,0 378.400,0 209.856 395.040 86.881,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.903.136 9 322.570,0 378.400,0 200.224 395.168 91.930,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.781.472 9 197.941,0 196.672,0 196.320 201.440 1.962,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.939.552 9 326.616,0 378.720,0 200.192 394.240 89.216,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.779.936 9 197.770,0 197.312,0 196.544 201.312 1.593,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.829.824 9 203.313,0 197.312,0 196.320 225.376 12.426,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.781.248 9 197.916,0 196.704,0 196.320 201.408 1.889,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.778.816 9 197.646,0 197.024,0 196.384 201.984 1.812,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.796.576 9 310.730,0 378.080,0 197.600 394.880 89.070,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.889.696 9 209.966,0 198.848,0 196.448 226.528 15.208,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.891.072 9 210.119,0 201.888,0 196.576 226.016 14.702,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.790.880 9 198.986,0 200.064,0 196.512 202.752 2.212,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.781.760 9 197.973,0 196.576,0 196.288 201.472 2.087,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.783.328 9 198.147,0 197.344,0 196.320 201.408 1.950,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.771.040 9 196.782,0 196.384,0 196.224 198.816 873,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.914.240 9 212.693,0 219.360,0 197.792 221.056 10.919,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.772.512 9 196.945,0 196.992,0 196.256 198.336 693,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.885.728 9 209.525,0 198.720,0 196.384 226.112 14.696,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.862.240 9 206.915,0 197.408,0 196.384 226.144 13.925,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.917.952 9 213.105,0 224.608,0 196.352 226.624 15.058,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.785.024 9 198.336,0 197.408,0 196.512 201.504 1.756,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.782.144 9 198.016,0 196.736,0 196.384 201.312 1.982,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.936.064 9 326.229,0 378.208,0 198.912 396.992 91.874,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.911.616 9 212.401,0 223.680,0 196.416 225.536 14.190,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.775.488 9 197.276,0 197.312,0 196.128 198.976 761,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.772.672 9 196.963,0 196.672,0 196.320 199.040 860,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.773.568 9 197.063,0 196.832,0 196.320 199.072 824,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.932.768 9 325.863,0 378.112,0 209.696 393.952 86.333,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.780.512 9 197.834,0 196.768,0 196.384 202.880 2.212,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.774.336 9 197.148,0 197.312,0 196.448 198.272 582,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.771.616 9 196.846,0 196.352,0 196.288 199.392 1.057,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.775.520 9 197.280,0 196.768,0 196.384 201.152 1.486,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.780.192 9 197.799,0 196.928,0 196.512 201.472 1.775,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.902.720 9 322.524,0 378.368,0 200.160 395.040 91.936,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.861.600 9 206.844,0 196.832,0 196.192 228.832 14.982,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.775.776 9 197.308,0 196.960,0 196.768 199.072 727,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.919.584 9 213.287,0 224.256,0 196.512 227.616 15.024,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.775.296 9 197.255,0 197.504,0 196.288 198.784 825,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.784.128 9 198.236,0 197.088,0 196.416 202.784 2.149,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.774.176 9 197.130,0 196.768,0 196.416 199.872 1.079,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 3.078.016 9 342.001,0 378.368,0 199.264 394.400 80.941,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.902.016 9 322.446,0 378.336,0 199.840 394.944 91.983,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.886.880 9 209.653,0 198.912,0 196.448 226.112 14.877,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.944.512 9 216.056,0 224.800,0 196.896 225.920 13.764,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.803.200 9 200.355,0 200.160,0 200.000 201.728 533,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.909.504 9 323.278,0 378.208,0 197.728 394.688 90.413,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.906.368 9 211.818,0 211.392,0 196.448 226.848 12.651,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.882.720 9 209.191,0 212.832,0 196.864 220.288 11.268,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.907.488 9 323.054,0 378.240,0 199.072 394.464 90.786,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.924.064 9 324.896,0 378.144,0 200.000 394.240 87.877,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.776.384 9 197.376,0 197.024,0 196.192 201.536 1.615,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.914.592 9 212.732,0 224.032,0 196.384 227.680 14.778,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.775.232 9 197.248,0 196.704,0 196.416 199.744 1.064,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.776.896 9 197.432,0 197.408,0 196.256 200.128 1.164,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.923.264 9 213.696,0 224.704,0 196.224 226.976 14.454,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.771.552 9 196.839,0 196.352,0 196.288 199.008 893,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.783.264 9 198.140,0 197.280,0 196.288 201.824 2.088,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.772.448 9 196.938,0 196.448,0 196.320 198.848 905,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.772.704 9 196.967,0 196.800,0 196.192 198.976 855,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.898.880 9 322.097,0 378.240,0 196.384 394.944 90.383,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.948.256 9 216.472,0 225.600,0 196.352 227.872 14.468,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.985.952 9 331.772,0 378.240,0 221.312 393.024 80.732,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.782.784 9 198.087,0 197.056,0 196.480 201.408 1.907,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.769.472 9 196.608,0 196.320,0 196.192 199.008 905,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.780.640 9 197.848,0 197.376,0 196.352 200.192 1.542,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.914.816 9 212.757,0 217.504,0 203.872 221.248 8.217,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.860.896 9 206.766,0 198.176,0 196.416 218.880 11.210,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.931.264 9 325.696,0 378.336,0 209.984 394.880 86.782,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.899.136 9 211.015,0 201.408,0 196.672 228.960 14.814,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.919.648 9 213.294,0 224.480,0 196.320 227.008 15.091,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.857.952 9 206.439,0 197.248,0 196.320 226.240 14.263,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.865.664 9 207.296,0 199.040,0 196.384 227.296 14.319,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 3.100.608 9 344.512,0 378.208,0 210.464 394.592 76.102,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.773.408 9 197.045,0 196.800,0 196.352 198.944 851,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.774.208 9 197.134,0 196.928,0 196.352 199.424 945,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.915.360 9 212.817,0 223.296,0 196.384 225.984 14.687,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.910.048 9 212.227,0 223.648,0 196.544 225.728 14.286,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.774.624 9 197.180,0 197.280,0 196.384 198.880 766,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.926.272 9 325.141,0 378.208,0 207.712 393.600 87.211,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.782.080 9 198.008,0 196.448,0 196.224 200.256 1.989,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.772.128 9 196.903,0 196.608,0 196.352 199.296 905,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.956.032 9 217.336,0 225.216,0 200.160 226.336 12.468,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.790.080 9 198.897,0 197.696,0 196.672 201.952 2.077,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.780.224 9 197.802,0 196.544,0 196.416 202.752 2.210,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.899.168 9 322.129,0 378.240,0 200.128 393.504 91.608,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 3.267.904 9 363.100,0 378.336,0 211.584 394.688 57.204,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.882.976 9 209.219,0 213.984,0 197.152 219.520 10.885,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.777.472 9 197.496,0 196.576,0 196.256 201.280 1.777,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
