43,0 64.214.475.232 6.000 10.702.412,0 10.589.568,0 10.561.504 24.390.048 765.630,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.518.569.280 6.000 10.753.094,0 10.736.256,0 10.709.472 28.184.192 435.738,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.471.004.544 6.000 10.745.167,0 10.734.912,0 10.712.480 26.108.096 314.597,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.514.586.624 6.000 10.752.431,0 10.734.544,0 10.710.656 26.110.144 433.502,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.443.922.528 6.000 10.740.653,0 10.727.520,0 10.703.840 26.113.408 363.833,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.459.118.208 6.000 10.743.186,0 10.730.336,0 10.703.488 27.868.992 376.575,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.736.432.416 6.000 10.622.738,0 10.591.424,0 10.561.472 26.107.648 392.770,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.462.537.024 6.000 10.743.756,0 10.731.808,0 10.708.896 26.113.120 337.512,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.467.189.792 6.000 10.744.531,0 10.731.232,0 10.708.224 26.120.640 366.468,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.480.670.432 6.000 10.746.778,0 10.734.432,0 10.708.576 28.023.264 375.367,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.643.718.144 6.000 10.607.286,0 10.596.288,0 10.561.856 26.113.760 329.415,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.431.861.184 6.000 10.738.643,0 10.728.848,0 10.701.600 28.074.144 317.721,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.665.716.480 6.000 10.610.952,0 10.598.368,0 10.561.312 26.113.088 352.483,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.427.293.760 6.000 10.737.882,0 10.724.320,0 10.699.168 26.108.992 348.330,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.631.772.288 6.000 10.605.295,0 10.594.592,0 10.563.936 26.110.176 327.209,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.470.307.968 6.000 10.745.051,0 10.733.040,0 10.704.672 34.047.040 402.281,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.457.793.184 6.000 10.742.965,0 10.728.064,0 10.705.728 26.557.728 403.055,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.515.879.552 6.000 10.752.646,0 10.731.584,0 10.702.880 26.121.376 455.367,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.449.604.768 6.000 10.741.600,0 10.727.264,0 10.697.984 26.109.920 314.453,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.463.182.112 6.000 10.743.863,0 10.730.080,0 10.703.008 26.114.944 365.833,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.511.975.296 6.000 10.751.995,0 10.735.488,0 10.708.448 26.118.880 395.358,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.514.435.360 6.000 10.752.405,0 10.738.496,0 10.710.880 26.117.792 372.813,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.428.571.488 6.000 10.738.095,0 10.725.088,0 10.703.648 26.112.192 331.663,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.455.385.024 6.000 10.742.564,0 10.727.552,0 10.704.352 26.264.832 380.740,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.470.602.688 6.000 10.745.100,0 10.728.208,0 10.700.736 26.217.312 423.014,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.511.274.880 6.000 10.751.879,0 10.731.456,0 10.705.824 26.109.440 439.629,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.632.980.608 6.000 10.605.496,0 10.593.056,0 10.561.536 26.104.576 337.321,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.444.659.104 6.000 10.740.776,0 10.730.848,0 10.704.672 26.118.112 319.895,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.470.508.384 6.000 10.745.084,0 10.726.848,0 10.704.416 26.116.832 430.193,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.411.199.072 6.000 10.735.199,0 10.726.720,0 10.705.632 26.108.096 294.491,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.606.964.192 6.000 10.767.827,0 10.733.152,0 10.708.288 26.107.968 594.543,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.433.944.000 6.000 10.738.990,0 10.727.040,0 10.701.152 26.113.664 335.801,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.442.766.240 6.000 10.740.461,0 10.732.288,0 10.707.040 26.112.096 294.180,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.483.224.800 6.000 10.747.204,0 10.727.200,0 10.702.848 26.114.432 444.958,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.638.146.720 6.000 10.773.024,0 10.729.216,0 10.706.560 26.210.784 681.389,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.474.714.304 6.000 10.745.785,0 10.732.192,0 10.705.792 26.112.832 373.905,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.482.324.384 6.000 10.747.054,0 10.734.304,0 10.709.600 26.112.672 336.294,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.449.270.688 6.000 10.741.545,0 10.731.136,0 10.704.832 26.115.712 308.650,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.699.676.640 6.000 10.616.612,0 10.598.944,0 10.563.008 26.120.960 376.206,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.470.620.352 6.000 10.745.103,0 10.732.576,0 10.706.880 26.108.992 330.012,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.686.468.000 6.000 10.614.411,0 10.604.736,0 10.562.848 26.113.760 309.326,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.456.034.656 6.000 10.742.672,0 10.731.808,0 10.706.560 26.116.864 304.395,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.460.871.456 6.000 10.743.478,0 10.734.688,0 10.711.360 26.103.680 298.025,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.489.200.512 6.000 10.748.200,0 10.737.584,0 10.712.480 26.106.336 319.508,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.505.926.624 6.000 10.750.987,0 10.728.512,0 10.705.632 26.110.464 421.828,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.692.145.024 6.000 10.615.357,0 10.603.456,0 10.561.536 26.117.632 352.731,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.675.684.224 6.000 10.612.614,0 10.599.840,0 10.563.200 26.106.560 360.441,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.517.475.136 6.000 10.752.912,0 10.732.256,0 10.708.288 26.117.312 448.400,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.449.559.520 6.000 10.741.593,0 10.730.240,0 10.705.120 26.113.728 328.111,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.468.683.968 6.000 10.744.780,0 10.730.560,0 10.704.160 26.106.400 378.112,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.488.746.720 6.000 10.748.124,0 10.737.152,0 10.708.704 26.112.640 325.999,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.675.968.096 6.000 10.612.661,0 10.599.456,0 10.561.792 26.108.320 357.097,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.484.706.752 6.000 10.747.451,0 10.736.352,0 10.710.592 26.114.048 330.524,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.640.645.504 6.000 10.606.774,0 10.593.408,0 10.560.608 26.112.000 328.403,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.422.831.616 6.000 10.737.138,0 10.726.560,0 10.701.984 26.115.936 323.272,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.428.978.080 6.000 10.738.163,0 10.729.568,0 10.707.840 26.115.520 296.927,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.446.809.984 6.000 10.741.135,0 10.730.560,0 10.706.656 26.112.224 321.376,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.548.035.360 6.000 10.758.005,0 10.737.344,0 10.711.328 32.638.208 490.854,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.579.329.152 6.000 10.763.221,0 10.727.360,0 10.704.096 26.112.768 604.675,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.820.323.680 6.000 10.803.387,0 10.733.152,0 10.707.648 26.112.832 806.297,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.449.129.984 6.000 10.741.521,0 10.731.008,0 10.707.552 30.849.440 357.992,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.663.212.928 6.000 10.610.535,0 10.598.720,0 10.563.040 26.107.296 330.739,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.665.871.680 6.000 10.610.978,0 10.596.496,0 10.560.992 26.112.960 379.759,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.402.402.176 6.000 10.733.733,0 10.723.872,0 10.701.792 26.116.864 318.864,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.425.131.584 6.000 10.737.521,0 10.726.208,0 10.700.320 26.114.080 325.884,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.466.997.632 6.000 10.744.499,0 10.732.544,0 10.707.136 26.115.296 330.198,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.452.390.976 6.000 10.742.065,0 10.730.528,0 10.703.904 26.112.288 328.339,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.544.220.000 6.000 10.757.370,0 10.727.872,0 10.704.288 26.109.568 465.401,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.655.621.952 6.000 10.609.270,0 10.597.648,0 10.562.560 26.119.008 314.056,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.427.357.600 6.000 10.737.892,0 10.727.424,0 10.699.872 26.112.256 322.256,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.480.631.456 6.000 10.746.771,0 10.735.680,0 10.707.232 26.119.296 328.137,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.475.496.704 6.000 10.745.916,0 10.732.384,0 10.710.816 26.114.016 353.036,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.457.001.440 6.000 10.742.833,0 10.725.696,0 10.702.016 26.118.176 393.242,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.497.389.920 6.000 10.749.565,0 10.734.304,0 10.707.744 26.116.352 393.889,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.503.386.816 6.000 10.750.564,0 10.732.992,0 10.706.176 26.164.128 443.780,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.686.349.504 6.000 10.614.391,0 10.598.624,0 10.561.472 26.115.360 375.154,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.671.391.424 6.000 10.611.898,0 10.596.768,0 10.560.320 32.072.448 399.408,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.465.688.256 6.000 10.744.281,0 10.732.512,0 10.706.048 26.113.824 328.626,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.534.865.088 6.000 10.755.810,0 10.738.912,0 10.711.264 26.106.432 405.594,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.464.126.144 6.000 10.744.021,0 10.732.672,0 10.710.592 26.105.664 331.727,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.449.585.600 6.000 10.741.597,0 10.731.264,0 10.707.648 26.115.264 320.061,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.655.249.952 6.000 10.609.208,0 10.595.552,0 10.561.376 26.117.344 361.595,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.446.480.928 6.000 10.741.080,0 10.730.592,0 10.705.728 26.120.448 328.822,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.500.629.184 6.000 10.750.104,0 10.732.272,0 10.707.296 26.112.352 391.699,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.511.045.824 6.000 10.751.841,0 10.738.112,0 10.712.576 26.106.368 366.669,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.434.278.528 6.000 10.739.046,0 10.728.032,0 10.702.432 26.111.424 326.066,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.503.520.608 6.000 10.750.586,0 10.730.016,0 10.705.312 26.109.280 443.739,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.463.524.128 6.000 10.743.920,0 10.729.792,0 10.705.344 26.104.960 348.887,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.543.813.792 6.000 10.757.302,0 10.742.304,0 10.715.424 26.116.992 395.320,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.480.502.880 6.000 10.746.750,0 10.731.680,0 10.707.264 26.117.376 393.299,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.469.839.616 6.000 10.744.973,0 10.735.072,0 10.709.696 26.106.912 302.975,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.665.698.624 6.000 10.610.949,0 10.597.408,0 10.562.496 32.061.376 412.095,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.546.019.936 6.000 10.757.670,0 10.736.880,0 10.710.912 26.163.360 462.860,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.489.767.392 6.000 10.748.294,0 10.736.080,0 10.711.072 26.117.120 341.795,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.471.457.792 6.000 10.745.243,0 10.732.768,0 10.711.232 26.112.032 360.935,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.476.077.664 6.000 10.746.012,0 10.732.864,0 10.710.432 26.109.344 361.355,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.558.963.680 6.000 10.759.827,0 10.738.496,0 10.715.936 26.115.872 383.765,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.693.384.832 6.000 10.782.230,0 10.730.176,0 10.706.784 26.109.056 589.016,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.665.507.808 6.000 10.610.918,0 10.598.432,0 10.562.912 26.111.648 354.905,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.433.213.312 6.000 10.738.868,0 10.727.520,0 10.704.032 26.108.352 329.117,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.448.110.624 6.000 10.741.351,0 10.729.376,0 10.704.288 26.113.216 322.905,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.466.474.016 6.000 10.744.412,0 10.731.328,0 10.703.584 26.118.016 353.617,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.460.730.112 6.000 10.743.455,0 10.731.136,0 10.703.040 26.114.912 331.877,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.473.364.736 6.000 10.745.560,0 10.730.560,0 10.705.888 26.114.016 362.857,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.475.064.544 6.000 10.745.844,0 10.731.680,0 10.709.216 26.117.792 373.788,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.494.606.592 6.000 10.749.101,0 10.736.176,0 10.710.624 26.113.536 340.630,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.476.307.872 6.000 10.746.051,0 10.731.328,0 10.710.336 26.115.680 378.476,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.766.903.456 6.000 10.794.483,0 10.731.264,0 10.705.568 26.112.192 807.778,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.546.904.448 6.000 10.757.817,0 10.738.112,0 10.712.320 31.744.704 415.118,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.474.201.472 6.000 10.745.700,0 10.733.344,0 10.710.336 26.115.616 349.127,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.570.751.648 6.000 10.761.791,0 10.733.600,0 10.706.880 26.113.408 511.043,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.451.544.064 6.000 10.741.924,0 10.728.656,0 10.704.352 26.107.104 332.929,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.441.673.824 6.000 10.740.279,0 10.728.976,0 10.707.232 33.495.648 372.904,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.662.795.712 6.000 10.610.466,0 10.598.112,0 10.560.288 26.121.568 335.814,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.497.636.928 6.000 10.749.606,0 10.732.896,0 10.707.072 26.106.112 346.025,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.495.643.168 6.000 10.749.273,0 10.735.632,0 10.709.920 26.118.368 363.384,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.505.844.352 6.000 10.750.974,0 10.735.904,0 10.711.072 26.106.016 375.453,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.486.764.736 6.000 10.747.794,0 10.733.088,0 10.708.064 26.110.432 352.571,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.492.364.928 6.000 10.748.727,0 10.735.712,0 10.712.704 26.119.008 334.265,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.473.468.288 6.000 10.745.578,0 10.736.704,0 10.707.296 26.118.656 302.558,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.506.727.936 6.000 10.751.121,0 10.737.952,0 10.714.400 26.112.768 352.493,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.495.206.080 6.000 10.749.201,0 10.734.528,0 10.708.160 26.120.704 356.252,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.520.573.888 6.000 10.753.429,0 10.737.824,0 10.711.776 26.113.824 393.568,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.520.508.896 6.000 10.753.418,0 10.738.880,0 10.713.504 27.678.624 409.233,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.714.369.504 6.000 10.619.061,0 10.602.112,0 10.560.800 26.110.048 370.127,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.730.921.952 6.000 10.621.820,0 10.601.408,0 10.562.368 26.114.080 390.225,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.502.574.176 6.000 10.750.429,0 10.739.840,0 10.716.224 26.123.776 323.754,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.457.570.144 6.000 10.742.928,0 10.731.584,0 10.707.904 26.121.120 332.866,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.494.977.184 6.000 10.749.162,0 10.735.648,0 10.710.560 26.116.000 328.326,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.494.811.072 6.000 10.749.135,0 10.733.680,0 10.709.888 26.116.000 395.382,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.739.145.696 6.000 10.623.190,0 10.598.240,0 10.560.320 26.118.880 484.569,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.508.171.040 6.000 10.751.361,0 10.730.720,0 10.705.952 26.118.432 458.039,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.492.178.752 6.000 10.748.696,0 10.735.904,0 10.709.984 26.109.024 355.211,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.672.761.728 6.000 10.612.127,0 10.599.296,0 10.560.576 26.114.336 332.982,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.681.153.728 6.000 10.613.525,0 10.595.008,0 10.560.896 26.115.616 385.595,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.571.196.096 6.000 10.761.866,0 10.735.296,0 10.711.904 26.116.320 521.173,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.772.805.984 6.000 10.628.801,0 10.598.144,0 10.560.928 26.114.720 406.654,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.817.083.392 6.000 10.636.180,0 10.604.928,0 10.559.776 26.119.424 368.193,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.502.423.904 6.000 10.750.404,0 10.736.960,0 10.712.352 26.115.488 370.312,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.676.172.576 6.000 10.612.695,0 10.598.976,0 10.562.080 26.109.344 379.329,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.514.445.728 6.000 10.752.407,0 10.739.904,0 10.713.184 26.112.576 367.308,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.720.452.544 6.000 10.620.075,0 10.600.000,0 10.562.848 26.118.496 455.012,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.557.684.160 6.000 10.759.614,0 10.736.064,0 10.710.496 26.111.392 353.942,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.661.173.984 6.000 10.610.195,0 10.595.424,0 10.560.256 26.121.024 369.880,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
