8,0 799.870.688 6.000 133.311,0 128.928,0 127.552 2.642.976 61.153,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 794.555.968 6.000 132.426,0 129.088,0 127.648 340.896 18.879,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 803.194.432 6.000 133.865,0 129.888,0 128.384 2.026.336 40.829,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 794.461.792 6.000 132.410,0 129.568,0 128.096 1.135.200 21.991,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 802.736.256 6.000 133.789,0 130.016,0 128.768 1.288.864 24.639,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 796.455.328 6.000 132.742,0 129.696,0 128.288 349.632 19.874,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 798.609.120 6.000 133.101,0 129.216,0 127.808 1.767.360 31.148,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 792.601.440 6.000 132.100,0 129.312,0 128.000 2.542.048 37.937,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 790.447.552 6.000 131.741,0 129.216,0 128.064 341.024 16.889,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 801.260.384 6.000 133.543,0 129.792,0 128.192 352.512 22.110,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 793.000.000 6.000 132.166,0 129.280,0 128.000 1.123.040 20.650,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 796.275.584 6.000 132.712,0 128.832,0 127.360 1.998.752 31.939,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 817.248.736 6.000 136.208,0 129.504,0 128.160 1.773.888 38.208,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 799.068.640 6.000 133.178,0 129.664,0 128.160 1.112.896 24.031,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 794.329.504 6.000 132.388,0 129.120,0 127.744 1.991.296 29.010,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 802.722.112 6.000 133.787,0 129.664,0 128.288 352.160 24.274,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 798.464.736 6.000 133.077,0 130.272,0 129.024 345.696 16.710,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 793.476.448 6.000 132.246,0 129.312,0 127.808 356.352 20.404,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 798.453.856 6.000 133.075,0 129.600,0 128.384 1.120.224 28.383,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 796.844.448 6.000 132.807,0 129.376,0 127.808 1.936.288 28.866,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 805.187.776 6.000 134.198,0 130.112,0 128.736 354.496 24.414,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 809.418.272 6.000 134.903,0 130.016,0 128.576 2.058.912 36.837,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 804.519.328 6.000 134.086,0 129.696,0 128.192 1.169.152 27.224,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 801.737.984 6.000 133.623,0 130.112,0 128.544 348.800 20.975,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 802.898.240 6.000 133.816,0 130.368,0 129.056 1.187.808 26.548,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 798.028.256 6.000 133.004,0 129.632,0 128.416 2.061.248 30.774,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 816.276.672 6.000 136.046,0 129.504,0 128.096 3.078.112 50.215,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 798.451.616 6.000 133.075,0 129.088,0 127.456 1.993.056 32.851,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 804.164.352 6.000 134.027,0 130.400,0 128.800 2.136.544 35.204,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 801.534.304 6.000 133.589,0 129.696,0 128.320 2.063.104 35.053,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 799.763.776 6.000 133.294,0 130.336,0 128.832 341.408 17.886,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 794.634.816 6.000 132.439,0 129.664,0 128.288 1.801.376 26.046,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 800.754.752 6.000 133.459,0 130.176,0 128.640 2.008.704 31.567,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 798.535.360 6.000 133.089,0 129.760,0 128.320 342.176 19.820,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 795.385.600 6.000 132.564,0 129.696,0 128.160 346.848 18.856,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 809.389.984 6.000 134.898,0 130.176,0 128.896 360.032 24.585,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 817.918.240 6.000 136.319,0 130.048,0 128.800 2.132.352 43.230,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 810.790.592 6.000 135.131,0 128.320,0 127.072 352.224 32.812,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 792.347.232 6.000 132.057,0 129.152,0 127.904 346.464 16.015,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 817.926.496 6.000 136.321,0 130.464,0 129.216 2.020.480 37.670,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 814.837.696 6.000 135.806,0 129.088,0 127.808 2.132.032 40.589,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 803.576.256 6.000 133.929,0 130.336,0 128.992 1.190.592 24.709,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 795.722.592 6.000 132.620,0 129.280,0 128.128 2.051.872 32.009,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 805.197.056 6.000 134.199,0 130.016,0 128.320 1.997.024 39.839,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 801.789.056 6.000 133.631,0 129.600,0 128.288 1.224.480 29.586,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 790.692.832 6.000 131.782,0 128.704,0 127.392 342.848 18.464,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 800.120.000 6.000 133.353,0 129.584,0 128.256 3.258.624 50.946,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 797.107.072 6.000 132.851,0 128.928,0 127.680 2.042.752 33.825,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 807.648.544 6.000 134.608,0 129.504,0 128.128 354.464 28.503,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 809.768.512 6.000 134.961,0 129.440,0 128.192 1.159.680 32.256,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 833.111.552 6.000 138.851,0 129.312,0 128.032 2.342.080 48.977,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 806.823.744 6.000 134.470,0 129.152,0 127.808 1.094.816 31.252,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 795.733.472 6.000 132.622,0 129.408,0 128.032 1.862.624 28.959,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 804.620.000 6.000 134.103,0 129.920,0 128.608 1.963.968 38.283,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 807.832.832 6.000 134.638,0 129.280,0 127.936 1.924.608 35.395,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 793.728.832 6.000 132.288,0 129.120,0 127.808 1.855.200 32.760,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 811.885.216 6.000 135.314,0 129.152,0 128.000 359.552 32.025,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 818.282.656 6.000 136.380,0 130.080,0 128.608 1.880.160 40.005,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 794.839.712 6.000 132.473,0 129.120,0 127.808 345.024 20.143,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 809.553.600 6.000 134.925,0 130.240,0 128.928 373.408 25.738,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 791.811.968 6.000 131.968,0 129.792,0 128.256 1.985.280 24.997,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 800.316.832 6.000 133.386,0 130.016,0 128.640 1.994.176 31.369,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 809.693.056 6.000 134.948,0 130.720,0 129.504 1.420.416 27.172,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 798.153.152 6.000 133.025,0 128.896,0 127.424 1.484.480 28.467,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 803.215.968 6.000 133.869,0 129.120,0 127.872 2.740.128 42.759,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 801.935.008 6.000 133.655,0 129.632,0 128.288 2.052.000 33.837,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 792.492.768 6.000 132.082,0 129.312,0 127.808 1.783.680 27.013,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 806.139.136 6.000 134.356,0 129.696,0 128.544 350.464 26.494,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 825.072.736 6.000 137.512,0 130.272,0 128.992 1.432.672 37.925,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 800.019.072 6.000 133.336,0 129.920,0 128.640 2.135.904 39.631,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 799.007.520 6.000 133.167,0 129.440,0 128.032 2.114.816 32.771,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 798.488.480 6.000 133.081,0 129.312,0 128.032 2.014.112 36.620,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 816.387.328 6.000 136.064,0 129.056,0 127.872 2.338.304 43.500,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 805.724.736 6.000 134.287,0 129.440,0 128.064 347.392 27.117,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 803.406.048 6.000 133.901,0 129.920,0 128.288 1.995.712 33.435,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 799.050.368 6.000 133.175,0 129.360,0 127.904 345.888 21.203,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 795.435.808 6.000 132.572,0 129.408,0 128.128 1.661.984 24.968,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 800.490.592 6.000 133.415,0 129.984,0 128.704 354.752 20.716,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 797.096.640 6.000 132.849,0 129.536,0 128.128 352.960 20.144,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 817.656.736 6.000 136.276,0 129.632,0 128.288 2.018.144 40.022,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 802.665.824 6.000 133.777,0 129.792,0 128.480 1.982.784 36.274,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 791.243.616 6.000 131.873,0 128.896,0 127.424 340.480 18.099,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 796.830.720 6.000 132.805,0 129.664,0 128.576 2.018.848 36.574,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 803.457.152 6.000 133.909,0 129.440,0 128.032 2.135.776 34.111,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 798.518.560 6.000 133.086,0 130.208,0 128.736 1.975.552 28.308,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 821.047.104 6.000 136.841,0 129.600,0 128.288 1.993.248 45.606,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 794.407.200 6.000 132.401,0 129.568,0 127.968 340.224 15.631,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 794.017.216 6.000 132.336,0 129.184,0 127.808 2.043.104 32.349,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 797.315.648 6.000 132.885,0 129.600,0 128.320 2.016.384 29.303,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 801.458.176 6.000 133.576,0 130.176,0 128.640 1.117.600 22.802,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 809.146.464 6.000 134.857,0 129.536,0 128.224 2.872.192 45.838,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 792.634.720 6.000 132.105,0 129.408,0 128.192 340.640 15.832,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 800.332.448 6.000 133.388,0 129.344,0 128.160 1.130.080 26.598,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 797.843.680 6.000 132.973,0 129.760,0 128.576 930.272 19.610,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 795.754.528 6.000 132.625,0 129.376,0 128.224 932.384 21.508,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 800.558.464 6.000 133.426,0 129.632,0 128.352 1.208.192 26.918,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 811.201.056 6.000 135.200,0 129.152,0 127.936 2.016.768 38.766,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 796.053.120 6.000 132.675,0 130.112,0 128.768 344.256 16.717,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 787.399.488 6.000 131.233,0 128.768,0 127.232 924.896 18.582,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 831.761.152 6.000 138.626,0 129.664,0 128.384 1.278.016 27.394,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 803.252.608 6.000 133.875,0 129.440,0 128.000 347.968 25.220,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 802.348.096 6.000 133.724,0 128.736,0 127.296 352.640 27.316,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 796.413.568 6.000 132.735,0 129.728,0 128.160 348.064 19.879,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 807.167.584 6.000 134.527,0 129.856,0 128.480 2.112.992 40.654,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 798.081.920 6.000 133.013,0 129.888,0 128.768 1.248.800 20.985,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 814.753.600 6.000 135.792,0 130.272,0 129.024 966.816 30.855,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 796.661.312 6.000 132.776,0 129.472,0 128.192 2.119.424 33.070,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 806.122.240 6.000 134.353,0 129.792,0 128.480 360.704 26.447,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 796.592.352 6.000 132.765,0 129.312,0 128.064 1.130.528 28.709,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 796.766.400 6.000 132.794,0 129.600,0 128.000 1.849.920 32.514,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 798.459.008 6.000 133.076,0 129.408,0 127.968 343.264 22.096,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 800.472.704 6.000 133.412,0 129.632,0 127.936 2.130.176 41.113,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 801.405.824 6.000 133.567,0 129.792,0 128.320 353.568 23.902,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 805.080.704 6.000 134.180,0 130.720,0 129.376 1.903.360 30.021,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 802.114.048 6.000 133.685,0 129.216,0 127.872 1.093.280 28.822,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 800.600.896 6.000 133.433,0 129.280,0 127.904 351.968 24.466,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 807.339.104 6.000 134.556,0 128.832,0 127.584 3.644.288 58.784,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 802.050.592 6.000 133.675,0 129.952,0 128.704 2.003.584 33.832,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 794.175.584 6.000 132.362,0 129.344,0 128.192 342.752 16.668,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 809.012.544 6.000 134.835,0 130.624,0 129.312 927.264 22.351,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 804.206.688 6.000 134.034,0 130.368,0 128.928 1.232.512 28.113,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 795.526.592 6.000 132.587,0 129.280,0 127.904 2.003.104 31.116,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 799.629.248 6.000 133.271,0 129.984,0 128.256 349.504 20.709,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 811.537.952 6.000 135.256,0 129.632,0 128.256 2.280.864 46.380,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 811.391.072 6.000 135.231,0 129.888,0 128.704 344.864 28.876,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 844.387.296 6.000 140.731,0 129.632,0 128.288 2.459.744 50.111,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 813.127.488 6.000 135.521,0 129.856,0 128.640 358.048 29.526,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 803.397.088 6.000 133.899,0 130.016,0 128.832 1.998.720 35.790,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 798.537.984 6.000 133.089,0 129.696,0 128.224 1.787.808 30.379,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 804.168.384 6.000 134.028,0 130.304,0 128.768 1.129.472 26.355,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 792.092.576 6.000 132.015,0 129.184,0 127.968 341.024 18.369,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 801.000.960 6.000 133.500,0 129.696,0 128.320 1.118.496 27.815,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 798.090.528 6.000 133.015,0 130.400,0 128.928 345.408 17.437,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 804.292.320 6.000 134.048,0 130.304,0 128.576 356.864 24.129,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 825.915.136 6.000 137.652,0 130.272,0 129.088 2.486.336 51.971,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 811.172.448 6.000 135.195,0 129.792,0 128.448 1.964.736 36.518,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 797.643.904 6.000 132.940,0 129.120,0 127.808 345.440 22.785,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 803.553.536 6.000 133.925,0 130.080,0 128.832 2.085.664 41.078,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 800.395.680 6.000 133.399,0 129.088,0 127.744 1.979.520 33.552,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 796.097.888 6.000 132.683,0 129.568,0 128.224 1.963.040 30.974,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 818.104.576 6.000 136.350,0 129.824,0 128.576 349.888 32.611,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 798.415.584 6.000 133.069,0 129.536,0 128.160 340.288 19.906,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 797.736.736 6.000 132.956,0 129.600,0 128.288 1.639.648 27.008,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 798.248.256 6.000 133.041,0 129.408,0 128.032 1.854.816 32.233,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 802.356.384 6.000 133.726,0 129.568,0 128.000 2.512.992 49.305,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 804.170.528 6.000 134.028,0 130.304,0 128.800 2.470.016 44.114,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 796.810.816 6.000 132.801,0 129.568,0 128.224 1.519.616 26.538,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 803.511.200 6.000 133.918,0 129.504,0 128.224 351.360 25.669,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 794.998.752 6.000 132.499,0 128.928,0 127.456 1.525.024 28.989,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 799.490.976 6.000 133.248,0 129.856,0 128.416 349.664 20.273,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 795.382.048 6.000 132.563,0 129.056,0 127.744 2.017.312 32.640,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 798.468.608 6.000 133.078,0 130.016,0 128.672 351.872 18.683,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 801.855.328 6.000 133.642,0 129.568,0 128.384 1.287.872 27.625,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 790.823.680 6.000 131.803,0 128.896,0 127.680 343.200 17.308,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 795.671.456 6.000 132.611,0 129.536,0 128.096 1.114.688 24.130,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 805.175.584 6.000 134.195,0 129.632,0 128.096 929.792 26.206,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 796.294.688 6.000 132.715,0 130.016,0 128.544 1.124.928 21.320,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 792.446.688 6.000 132.074,0 129.056,0 127.712 1.024.384 24.940,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 801.629.376 6.000 133.604,0 129.856,0 128.448 1.795.584 30.011,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 794.349.888 6.000 132.391,0 129.632,0 128.256 1.098.400 20.070,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 809.409.280 6.000 134.901,0 129.120,0 127.936 1.720.288 36.342,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 799.788.960 6.000 133.298,0 129.504,0 128.064 2.819.904 46.895,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 798.094.176 6.000 133.015,0 129.408,0 128.160 1.619.744 28.116,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 795.704.448 6.000 132.617,0 129.696,0 128.352 346.688 17.491,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 804.086.848 6.000 134.014,0 129.248,0 128.000 1.998.944 41.779,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 799.634.240 6.000 133.272,0 128.704,0 127.264 1.128.160 27.290,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 803.264.608 6.000 133.877,0 129.696,0 128.384 370.336 26.189,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 794.025.088 6.000 132.337,0 129.920,0 128.672 359.552 17.592,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 796.135.392 6.000 132.689,0 129.280,0 127.904 351.168 21.071,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 800.795.648 6.000 133.465,0 130.016,0 128.672 2.060.512 31.247,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 804.801.856 6.000 134.133,0 129.568,0 128.256 2.027.264 37.302,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 807.964.352 6.000 134.660,0 129.728,0 128.512 1.985.824 42.641,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 791.945.568 6.000 131.990,0 129.888,0 128.416 1.998.624 30.816,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 796.952.576 6.000 132.825,0 129.536,0 128.128 1.786.240 28.101,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 802.648.672 6.000 133.774,0 130.080,0 128.672 1.982.624 34.159,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 794.142.560 6.000 132.357,0 129.568,0 128.224 343.232 15.652,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 827.237.920 6.000 137.873,0 129.888,0 128.512 347.680 35.342,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 793.958.336 6.000 132.326,0 129.760,0 128.672 1.535.904 23.623,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 793.136.576 6.000 132.189,0 128.640,0 127.392 2.005.440 31.910,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 802.648.896 6.000 133.774,0 130.272,0 129.024 1.122.912 24.008,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 798.462.752 6.000 133.077,0 129.600,0 128.416 1.853.056 31.380,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 799.845.408 6.000 133.307,0 129.760,0 128.160 2.021.600 36.427,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 790.433.280 6.000 131.738,0 129.120,0 127.584 2.028.928 33.755,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
