46,0 33.793.339.104 6.000 5.632.223,0 5.543.424,0 5.528.640 13.438.304 619.957,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.317.037.440 6.000 5.552.839,0 5.545.088,0 5.529.152 13.431.968 191.759,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.318.588.448 6.000 5.553.098,0 5.546.112,0 5.529.344 13.440.000 176.014,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.313.091.232 6.000 5.552.181,0 5.545.344,0 5.532.992 13.442.432 177.927,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.311.962.432 6.000 5.551.993,0 5.543.616,0 5.529.728 13.434.720 191.318,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.336.563.936 6.000 5.556.094,0 5.544.128,0 5.531.168 13.436.736 220.705,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.310.754.304 6.000 5.551.792,0 5.544.016,0 5.529.536 13.437.120 187.073,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.361.936.896 6.000 5.560.322,0 5.544.608,0 5.529.568 13.436.544 234.054,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.318.552.192 6.000 5.553.092,0 5.545.152,0 5.532.160 13.430.976 194.657,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.291.076.960 6.000 5.548.512,0 5.542.432,0 5.526.976 13.434.720 168.420,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 32.953.137.856 6.000 5.492.189,0 5.473.504,0 5.458.784 13.430.848 290.445,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.314.098.016 6.000 5.552.349,0 5.543.808,0 5.528.416 13.434.464 187.279,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.308.322.080 6.000 5.551.387,0 5.542.912,0 5.529.792 13.436.960 199.355,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.290.415.552 6.000 5.548.402,0 5.540.928,0 5.525.760 13.435.744 181.891,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.310.525.376 6.000 5.551.754,0 5.543.520,0 5.530.432 13.436.704 189.523,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.334.079.520 6.000 5.555.679,0 5.540.736,0 5.527.456 13.433.568 269.475,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.326.712.256 6.000 5.554.452,0 5.544.608,0 5.528.800 13.437.248 217.905,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.297.827.264 6.000 5.549.637,0 5.540.832,0 5.527.776 13.429.984 194.652,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.297.303.520 6.000 5.549.550,0 5.540.672,0 5.527.840 13.428.448 205.062,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.511.136.704 6.000 5.585.189,0 5.542.752,0 5.529.120 13.434.400 472.726,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.317.178.304 6.000 5.552.863,0 5.542.976,0 5.531.456 13.436.832 199.299,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.282.517.280 6.000 5.547.086,0 5.540.896,0 5.525.504 13.436.256 169.255,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.313.714.816 6.000 5.552.285,0 5.544.096,0 5.526.624 13.438.016 182.302,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.312.204.864 6.000 5.552.034,0 5.544.256,0 5.530.176 13.443.872 190.156,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.316.695.136 6.000 5.552.782,0 5.544.256,0 5.531.680 13.433.792 196.701,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.323.624.288 6.000 5.553.937,0 5.542.368,0 5.529.312 13.430.720 224.134,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.299.734.784 6.000 5.549.955,0 5.541.280,0 5.528.576 13.438.240 181.701,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.323.213.760 6.000 5.553.869,0 5.545.120,0 5.532.768 13.444.800 201.341,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.353.716.672 6.000 5.558.952,0 5.543.776,0 5.530.656 13.438.976 249.925,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.296.414.592 6.000 5.549.402,0 5.543.712,0 5.530.528 13.439.648 165.446,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.320.094.240 6.000 5.553.349,0 5.543.712,0 5.530.304 13.435.904 217.327,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.303.687.648 6.000 5.550.614,0 5.543.264,0 5.530.592 13.443.392 176.521,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.332.177.120 6.000 5.555.362,0 5.544.736,0 5.529.472 13.429.504 224.683,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.315.873.952 6.000 5.552.645,0 5.544.320,0 5.527.936 13.431.264 198.234,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.326.165.696 6.000 5.554.360,0 5.544.288,0 5.528.128 13.438.688 212.635,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.310.157.440 6.000 5.551.692,0 5.543.616,0 5.530.720 13.435.328 189.751,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.564.157.440 6.000 5.594.026,0 5.544.352,0 5.529.472 13.432.640 467.715,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.395.366.048 6.000 5.565.894,0 5.544.576,0 5.530.240 16.370.944 280.970,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.292.154.432 6.000 5.548.692,0 5.542.976,0 5.529.088 13.432.864 158.506,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.441.184.928 6.000 5.573.530,0 5.545.408,0 5.533.088 13.442.080 384.818,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.527.405.760 6.000 5.587.901,0 5.546.368,0 5.520.064 13.431.744 465.893,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.390.863.488 6.000 5.565.143,0 5.545.024,0 5.529.344 13.436.192 255.752,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.359.439.456 6.000 5.559.906,0 5.548.096,0 5.531.456 13.436.736 218.644,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.408.688.064 6.000 5.568.114,0 5.546.416,0 5.532.832 13.436.192 232.931,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.353.839.904 6.000 5.558.973,0 5.545.504,0 5.530.848 13.426.688 226.914,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.310.233.856 6.000 5.551.705,0 5.544.480,0 5.529.824 13.437.312 179.807,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.358.215.744 6.000 5.559.702,0 5.544.320,0 5.531.296 13.434.816 263.990,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.315.661.280 6.000 5.552.610,0 5.544.704,0 5.530.144 13.431.552 193.266,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.356.716.224 6.000 5.559.452,0 5.544.928,0 5.532.096 13.428.064 254.403,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.334.631.552 6.000 5.555.771,0 5.547.968,0 5.527.840 13.436.480 191.663,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.323.126.912 6.000 5.553.854,0 5.544.416,0 5.531.648 13.437.152 215.797,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.328.612.224 6.000 5.554.768,0 5.544.384,0 5.529.120 13.439.968 196.270,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.321.233.568 6.000 5.553.538,0 5.544.576,0 5.531.328 13.441.024 205.672,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.358.328.032 6.000 5.559.721,0 5.544.448,0 5.531.488 13.440.480 237.456,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.497.217.920 6.000 5.582.869,0 5.544.128,0 5.524.992 13.433.984 444.691,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.323.544.608 6.000 5.553.924,0 5.545.696,0 5.530.464 13.431.968 194.279,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.343.078.624 6.000 5.557.179,0 5.545.504,0 5.531.808 13.429.312 229.115,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.302.660.736 6.000 5.550.443,0 5.543.200,0 5.530.144 13.439.200 186.586,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.299.934.592 6.000 5.549.989,0 5.543.488,0 5.525.056 13.437.216 169.934,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.325.037.824 6.000 5.554.173,0 5.546.080,0 5.530.880 13.435.232 173.988,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.309.885.344 6.000 5.551.647,0 5.544.896,0 5.529.184 13.433.696 173.452,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.334.719.616 6.000 5.555.786,0 5.543.072,0 5.529.952 13.438.496 249.732,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 32.901.684.992 6.000 5.483.614,0 5.471.488,0 5.459.040 13.434.208 218.108,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.324.821.696 6.000 5.554.136,0 5.546.176,0 5.533.984 13.432.992 189.105,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.312.559.232 6.000 5.552.093,0 5.545.536,0 5.532.416 13.434.368 170.624,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.317.003.200 6.000 5.552.833,0 5.546.432,0 5.530.784 13.440.576 172.259,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.329.525.024 6.000 5.554.920,0 5.546.464,0 5.532.224 13.431.584 196.852,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.344.399.936 6.000 5.557.400,0 5.546.720,0 5.531.616 13.436.608 228.850,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.335.514.112 6.000 5.555.919,0 5.544.224,0 5.512.992 13.445.472 227.530,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 32.907.820.864 6.000 5.484.636,0 5.475.648,0 5.458.432 13.437.216 173.373,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.489.831.744 6.000 5.581.638,0 5.545.024,0 5.532.448 13.440.000 427.639,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.317.853.472 6.000 5.552.975,0 5.545.280,0 5.530.528 13.434.080 182.140,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.329.161.472 6.000 5.554.860,0 5.546.048,0 5.534.080 13.445.536 201.461,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.439.204.512 6.000 5.573.200,0 5.545.472,0 5.529.440 13.428.448 375.329,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.338.077.056 6.000 5.556.346,0 5.546.464,0 5.533.184 13.435.552 207.249,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 32.894.695.840 6.000 5.482.449,0 5.475.136,0 5.459.840 13.435.904 173.206,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.319.561.632 6.000 5.553.260,0 5.545.152,0 5.533.440 13.438.592 192.900,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.341.553.088 6.000 5.556.925,0 5.547.072,0 5.531.744 13.436.704 218.546,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.416.220.896 6.000 5.569.370,0 5.542.784,0 5.528.128 13.440.256 359.844,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.320.497.920 6.000 5.553.416,0 5.546.720,0 5.531.680 13.433.760 179.743,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 32.900.352.768 6.000 5.483.392,0 5.476.928,0 5.459.488 13.443.328 176.789,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.337.555.008 6.000 5.556.259,0 5.546.944,0 5.533.408 13.433.568 207.703,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 32.911.446.816 6.000 5.485.241,0 5.474.496,0 5.458.304 13.436.576 226.447,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.334.258.400 6.000 5.555.709,0 5.547.072,0 5.533.376 13.432.032 195.266,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.331.128.416 6.000 5.555.188,0 5.544.416,0 5.529.792 13.430.880 207.170,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.334.061.760 6.000 5.555.677,0 5.544.576,0 5.529.760 13.436.544 222.934,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.337.009.888 6.000 5.556.168,0 5.545.216,0 5.530.240 13.436.096 226.069,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.307.384.576 6.000 5.551.230,0 5.545.024,0 5.530.880 13.442.048 175.820,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.306.086.496 6.000 5.551.014,0 5.541.184,0 5.527.456 13.435.168 216.407,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.333.938.816 6.000 5.555.656,0 5.544.256,0 5.518.304 13.434.656 219.649,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.334.682.144 6.000 5.555.780,0 5.546.560,0 5.531.520 13.448.928 199.387,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.315.505.440 6.000 5.552.584,0 5.543.296,0 5.529.760 13.430.592 197.980,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.322.827.360 6.000 5.553.804,0 5.545.472,0 5.530.944 13.429.600 193.303,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.326.238.976 6.000 5.554.373,0 5.544.064,0 5.530.112 13.435.168 220.417,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.341.289.920 6.000 5.556.881,0 5.545.840,0 5.533.184 13.430.464 205.036,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.331.758.592 6.000 5.555.293,0 5.544.160,0 5.531.168 13.439.072 227.602,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.299.953.088 6.000 5.549.992,0 5.542.464,0 5.528.128 13.435.008 185.901,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.347.803.168 6.000 5.557.967,0 5.544.448,0 5.530.208 13.439.616 262.006,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.327.998.720 6.000 5.554.666,0 5.545.216,0 5.531.232 13.433.792 214.053,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.352.233.440 6.000 5.558.705,0 5.546.176,0 5.532.320 13.441.760 253.910,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.325.874.432 6.000 5.554.312,0 5.540.880,0 5.526.944 13.429.472 258.436,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.362.461.088 6.000 5.560.410,0 5.545.312,0 5.529.792 13.425.632 255.372,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.338.906.880 6.000 5.556.484,0 5.544.416,0 5.524.480 13.439.424 207.794,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.315.523.488 6.000 5.552.587,0 5.542.880,0 5.529.856 13.430.944 216.186,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.315.520.576 6.000 5.552.586,0 5.545.216,0 5.530.624 13.430.880 181.203,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.375.461.728 6.000 5.562.577,0 5.543.296,0 5.531.040 13.438.336 284.181,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.311.706.016 6.000 5.551.951,0 5.544.736,0 5.530.848 16.408.288 196.737,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.364.915.680 6.000 5.560.819,0 5.547.360,0 5.535.008 13.442.432 257.757,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.325.731.808 6.000 5.554.288,0 5.547.456,0 5.534.368 13.436.576 178.677,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.330.597.952 6.000 5.555.099,0 5.546.624,0 5.533.408 13.439.616 205.336,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.338.814.688 6.000 5.556.469,0 5.547.296,0 5.533.568 13.435.872 198.113,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.301.714.592 6.000 5.550.285,0 5.542.880,0 5.531.488 13.433.216 175.584,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.342.459.904 6.000 5.557.076,0 5.548.000,0 5.533.120 13.435.264 202.377,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.338.771.904 6.000 5.556.462,0 5.545.856,0 5.532.192 13.434.624 224.151,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.332.637.056 6.000 5.555.439,0 5.547.696,0 5.534.784 13.429.568 180.557,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.333.900.704 6.000 5.555.650,0 5.547.808,0 5.532.000 13.435.840 181.830,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.382.330.144 6.000 5.563.721,0 5.548.736,0 5.536.800 13.434.912 276.495,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.349.212.224 6.000 5.558.202,0 5.549.824,0 5.535.008 13.436.064 204.065,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.328.827.168 6.000 5.554.804,0 5.548.544,0 5.531.584 13.433.280 171.324,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.328.131.680 6.000 5.554.688,0 5.546.752,0 5.532.128 13.435.584 173.109,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.357.116.192 6.000 5.559.519,0 5.548.544,0 5.533.056 13.432.672 223.210,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.334.684.832 6.000 5.555.780,0 5.547.744,0 5.533.568 13.435.136 180.807,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.350.890.592 6.000 5.558.481,0 5.547.904,0 5.534.624 13.437.696 223.520,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.350.077.664 6.000 5.558.346,0 5.547.856,0 5.532.800 13.436.736 220.632,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.321.453.248 6.000 5.553.575,0 5.546.128,0 5.532.448 13.438.240 179.985,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.333.888.928 6.000 5.555.648,0 5.546.272,0 5.531.616 13.433.792 208.775,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.438.981.120 6.000 5.573.163,0 5.546.048,0 5.531.872 13.435.232 368.081,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.329.382.784 6.000 5.554.897,0 5.546.240,0 5.533.280 13.432.448 184.813,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.323.572.640 6.000 5.553.928,0 5.547.872,0 5.530.240 13.435.104 168.619,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.327.774.688 6.000 5.554.629,0 5.545.056,0 5.530.688 13.441.792 216.488,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.327.779.136 6.000 5.554.629,0 5.545.728,0 5.530.272 13.439.968 204.257,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.387.327.712 6.000 5.564.554,0 5.549.344,0 5.535.104 13.432.480 269.390,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.356.798.816 6.000 5.559.466,0 5.547.488,0 5.531.840 13.430.144 234.854,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.338.420.896 6.000 5.556.403,0 5.545.376,0 5.532.256 13.434.304 221.153,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.321.283.936 6.000 5.553.547,0 5.545.376,0 5.528.288 13.436.384 194.685,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.360.116.192 6.000 5.560.019,0 5.545.264,0 5.531.584 13.434.496 266.728,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.330.563.136 6.000 5.555.093,0 5.544.288,0 5.532.512 13.441.984 233.723,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.322.408.416 6.000 5.553.734,0 5.546.752,0 5.534.944 13.433.920 181.002,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.327.033.600 6.000 5.554.505,0 5.545.824,0 5.533.088 13.434.816 196.196,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.316.063.392 6.000 5.552.677,0 5.545.024,0 5.530.848 13.439.424 191.938,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.345.518.208 6.000 5.557.586,0 5.542.720,0 5.529.536 13.431.040 260.879,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.439.032.480 6.000 5.573.172,0 5.543.936,0 5.529.920 13.430.208 303.608,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.322.878.976 6.000 5.553.813,0 5.543.104,0 5.528.512 13.431.552 227.630,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.318.776.032 6.000 5.553.129,0 5.541.728,0 5.526.208 13.439.296 232.040,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.310.062.112 6.000 5.551.677,0 5.541.504,0 5.525.376 13.428.704 217.814,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.313.813.696 6.000 5.552.302,0 5.544.480,0 5.529.248 16.628.512 211.005,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.304.724.864 6.000 5.550.787,0 5.544.928,0 5.530.624 13.434.688 166.557,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.331.056.032 6.000 5.555.176,0 5.545.152,0 5.531.008 13.426.528 207.451,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 32.884.079.776 6.000 5.480.680,0 5.473.824,0 5.459.328 13.445.088 164.860,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.343.554.144 6.000 5.557.259,0 5.544.800,0 5.531.424 13.438.784 241.638,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.325.611.040 6.000 5.554.268,0 5.542.912,0 5.527.552 13.442.272 226.919,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.323.313.312 6.000 5.553.885,0 5.546.976,0 5.532.704 13.434.656 172.449,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.356.558.976 6.000 5.559.426,0 5.543.744,0 5.530.240 13.433.920 273.336,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.291.095.296 6.000 5.548.515,0 5.540.864,0 5.529.024 13.436.896 184.269,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.305.419.104 6.000 5.550.903,0 5.542.304,0 5.528.160 13.434.656 195.537,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.320.686.400 6.000 5.553.447,0 5.544.800,0 5.533.312 16.607.808 212.718,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.317.928.128 6.000 5.552.988,0 5.541.312,0 5.526.784 13.441.344 241.884,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.295.854.528 6.000 5.549.309,0 5.542.304,0 5.519.712 13.435.072 169.019,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.297.455.296 6.000 5.549.575,0 5.540.320,0 5.527.712 13.440.192 213.945,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.303.064.544 6.000 5.550.510,0 5.540.928,0 5.524.288 13.440.000 189.475,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.424.974.144 6.000 5.570.829,0 5.544.448,0 5.531.968 13.437.472 367.701,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.309.659.936 6.000 5.551.610,0 5.542.912,0 5.532.256 13.437.152 197.573,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.331.272.896 6.000 5.555.212,0 5.544.512,0 5.531.328 13.429.920 220.195,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.313.710.272 6.000 5.552.285,0 5.544.352,0 5.531.552 13.441.184 183.208,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
