5,0 31.175.488 200 155.877,0 129.248,0 53.504 243.904 82.046,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.493.152 200 82.465,0 82.320,0 41.120 124.800 40.994,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.268.384 200 81.341,0 81.664,0 40.544 122.688 40.466,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 16.948.736 200 84.743,0 84.944,0 44.864 125.440 39.293,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.486.336 200 82.431,0 82.768,0 40.640 124.960 41.303,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.485.312 200 82.426,0 82.592,0 40.992 124.576 41.070,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.486.528 200 82.432,0 82.448,0 41.056 124.864 41.040,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.279.040 200 81.395,0 81.472,0 40.704 123.104 40.439,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.469.280 200 82.346,0 82.096,0 41.056 124.256 41.025,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 19.995.104 200 99.975,0 99.488,0 47.168 154.144 52.228,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 23.047.552 200 115.237,0 105.648,0 47.808 180.896 62.463,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.460.480 200 82.302,0 82.496,0 40.736 124.512 41.170,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.520.704 200 82.603,0 82.864,0 41.280 125.344 40.882,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.511.584 200 82.557,0 82.816,0 41.216 124.960 41.039,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.469.152 200 82.345,0 82.480,0 40.768 124.640 41.246,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 19.608.928 200 98.044,0 96.880,0 46.496 154.624 50.884,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 20.163.872 200 100.819,0 100.528,0 46.592 160.512 53.051,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 27.083.136 200 135.415,0 129.520,0 53.984 243.552 74.576,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.278.080 200 81.390,0 81.408,0 40.416 122.752 40.623,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 16.516.288 200 82.581,0 83.088,0 40.896 124.608 41.003,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 29.093.440 200 145.467,0 130.048,0 54.304 244.224 78.410,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 25.780.608 200 128.903,0 129.216,0 53.216 244.096 71.797,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.306.976 200 81.534,0 81.360,0 40.896 122.816 40.348,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 26.809.024 200 134.045,0 129.712,0 53.632 244.192 74.144,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.527.904 200 82.639,0 83.104,0 41.248 125.216 40.905,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 16.477.856 200 82.389,0 82.576,0 40.704 125.216 41.288,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.515.712 200 82.578,0 82.784,0 41.440 124.608 40.831,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.454.912 200 82.274,0 82.112,0 41.056 124.128 41.006,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.259.616 200 81.298,0 81.712,0 40.352 122.784 40.641,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 27.215.712 200 136.078,0 130.016,0 54.368 244.032 74.721,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
3,0 21.010.176 200 105.050,0 96.656,0 53.568 184.928 49.787,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 21.597.984 200 107.989,0 103.168,0 50.304 242.912 60.879,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
3,0 20.575.456 200 102.877,0 102.016,0 41.216 243.936 63.570,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.470.240 200 82.351,0 82.832,0 40.960 124.480 41.009,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 25.651.584 200 128.257,0 119.072,0 48.832 243.424 70.777,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 26.227.072 200 131.135,0 129.664,0 53.088 243.840 72.690,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.452.416 200 82.262,0 82.432,0 40.640 124.320 41.257,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 22.008.416 200 110.042,0 103.776,0 50.464 243.264 62.265,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 23.235.264 200 116.176,0 104.144,0 41.792 244.096 67.644,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 24.715.168 200 123.575,0 112.688,0 46.432 244.224 69.042,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 27.079.424 200 135.397,0 129.168,0 53.408 243.936 75.077,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 26.967.232 200 134.836,0 130.336,0 54.432 243.360 73.960,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 25.904.320 200 129.521,0 118.576,0 48.352 244.576 71.660,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 26.700.960 200 133.504,0 130.000,0 54.208 243.712 73.360,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
3,0 26.710.432 200 133.552,0 117.824,0 48.064 243.744 74.341,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 24.914.016 200 124.570,0 118.064,0 48.224 243.648 69.306,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 25.417.696 200 127.088,0 118.080,0 48.384 243.552 70.304,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 26.039.264 200 130.196,0 130.032,0 54.336 243.584 71.502,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 25.795.968 200 128.979,0 117.776,0 48.320 243.648 71.191,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
3,0 20.780.832 200 103.904,0 97.776,0 43.872 184.544 47.683,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 21.950.752 200 109.753,0 100.128,0 45.632 180.800 59.480,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 27.024.576 200 135.122,0 129.808,0 54.016 243.936 74.324,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
3,0 27.388.128 200 136.940,0 114.064,0 46.976 244.544 75.549,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.504.064 200 82.520,0 82.928,0 40.960 124.672 41.121,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.485.600 200 82.428,0 82.544,0 40.928 125.472 41.098,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 16.436.704 200 82.183,0 82.528,0 40.512 124.544 41.199,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 27.883.520 200 139.417,0 129.840,0 54.304 243.520 76.322,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 27.696.064 200 138.480,0 129.728,0 53.440 243.904 76.566,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 19.280.704 200 96.403,0 95.712,0 46.176 149.056 49.789,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 17.905.824 200 89.529,0 89.872,0 50.112 129.728 38.779,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.459.872 200 82.299,0 82.176,0 40.832 124.768 41.129,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 16.476.608 200 82.383,0 82.640,0 40.896 124.896 41.098,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.497.536 200 82.487,0 82.704,0 41.184 125.152 40.958,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.466.656 200 82.333,0 82.512,0 40.896 124.448 41.064,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.484.896 200 82.424,0 82.784,0 41.088 124.320 41.009,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.239.232 200 81.196,0 81.408,0 40.160 122.944 40.681,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.478.784 200 82.393,0 82.704,0 41.056 124.704 41.050,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.505.664 200 82.528,0 82.432,0 41.504 124.096 40.803,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.466.656 200 82.333,0 82.384,0 41.024 124.544 41.027,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.472.224 200 82.361,0 82.640,0 41.024 124.256 41.021,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 30.020.032 200 150.100,0 129.952,0 54.112 244.288 80.033,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 28.204.416 200 141.022,0 130.016,0 53.472 244.064 77.759,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 26.990.208 200 134.951,0 104.720,0 41.920 243.552 75.451,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 26.606.080 200 133.030,0 104.848,0 42.048 244.480 75.083,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.294.464 200 81.472,0 81.616,0 40.960 122.720 40.259,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.458.208 200 82.291,0 82.048,0 40.672 124.384 41.221,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 30.156.288 200 150.781,0 137.616,0 54.368 243.552 79.810,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 31.641.760 200 158.208,0 139.760,0 54.240 244.160 81.842,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 30.019.648 200 150.098,0 130.064,0 54.176 244.128 80.045,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 31.235.392 200 156.177,0 130.592,0 54.592 244.224 81.373,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 32.000.480 200 160.002,0 161.120,0 77.120 243.520 82.144,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 29.386.176 200 146.930,0 129.504,0 53.728 243.296 79.569,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 28.703.552 200 143.517,0 105.680,0 42.752 244.512 78.551,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 25.649.824 200 128.249,0 106.224,0 42.784 243.648 74.505,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 19.387.744 200 96.938,0 96.192,0 46.432 148.768 50.015,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.475.296 200 82.376,0 82.304,0 41.248 124.192 40.891,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.429.024 200 82.145,0 82.352,0 40.448 125.024 41.291,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.453.760 200 82.268,0 82.448,0 40.928 124.640 41.091,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 23.361.120 200 116.805,0 116.576,0 53.568 180.896 62.968,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.457.760 200 82.288,0 81.936,0 40.800 124.992 41.134,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.476.832 200 82.384,0 82.704,0 41.088 124.384 41.000,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.463.808 200 82.319,0 82.176,0 40.928 125.024 41.076,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 31.962.976 200 159.814,0 160.720,0 75.872 244.000 82.729,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 28.816.480 200 144.082,0 129.856,0 53.760 244.192 78.579,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 29.964.096 200 149.820,0 139.776,0 53.984 243.936 79.926,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 20.803.552 200 104.017,0 103.376,0 50.528 243.584 56.468,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 25.574.368 200 127.871,0 107.200,0 45.696 243.584 74.096,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.322.464 200 81.612,0 81.952,0 41.184 122.592 40.243,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.226.880 200 81.134,0 80.928,0 40.192 122.944 40.656,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 31.082.784 200 155.413,0 129.952,0 53.696 244.224 82.048,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 30.855.968 200 154.279,0 130.896,0 54.400 243.680 80.848,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 31.335.296 200 156.676,0 129.712,0 53.824 244.352 81.922,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 30.874.720 200 154.373,0 129.792,0 54.080 244.192 81.143,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 20.003.488 200 100.017,0 99.776,0 47.072 154.272 52.332,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 25.060.736 200 125.303,0 108.880,0 42.080 244.512 73.676,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.191.776 200 80.958,0 81.600,0 40.352 124.128 40.340,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.765.856 200 83.829,0 82.672,0 41.152 132.128 42.062,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.468.384 200 82.341,0 82.224,0 40.960 125.120 41.085,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 19.276.864 200 96.384,0 96.240,0 46.112 148.704 49.859,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.486.656 200 82.433,0 82.560,0 41.056 124.992 41.090,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.453.152 200 82.265,0 82.512,0 40.832 124.384 41.165,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.501.120 200 82.505,0 82.704,0 41.120 124.800 41.081,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.307.840 200 81.539,0 81.328,0 41.024 122.656 40.249,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.477.120 200 82.385,0 82.000,0 40.800 125.056 41.314,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 29.074.784 200 145.373,0 129.904,0 54.432 243.616 78.519,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 27.177.856 200 135.889,0 129.488,0 54.144 243.936 74.936,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 27.518.528 200 137.592,0 129.088,0 53.248 244.224 76.229,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 26.213.696 200 131.068,0 104.736,0 42.048 244.064 74.268,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 23.178.976 200 115.894,0 92.704,0 42.048 180.960 62.824,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 26.119.136 200 130.595,0 105.376,0 42.912 244.416 74.649,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.498.432 200 82.492,0 82.672,0 41.408 124.704 40.859,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 29.222.336 200 146.111,0 129.440,0 53.312 243.552 79.629,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 19.205.856 200 96.029,0 96.592,0 59.744 133.280 35.510,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 29.971.840 200 149.859,0 130.368,0 54.208 244.064 79.966,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 25.767.776 200 128.838,0 104.640,0 42.176 243.680 73.067,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 26.637.568 200 133.187,0 105.408,0 41.920 243.712 77.117,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 29.867.744 200 149.338,0 129.472,0 53.600 244.064 80.223,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 26.762.880 200 133.814,0 140.464,0 54.336 243.616 73.160,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 30.367.200 200 151.836,0 130.416,0 53.760 244.000 80.857,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 26.821.824 200 134.109,0 130.048,0 53.792 243.776 73.982,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 27.573.792 200 137.869,0 129.280,0 53.504 243.456 76.416,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 31.964.256 200 159.821,0 160.608,0 76.256 244.096 82.801,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 29.126.880 200 145.634,0 129.600,0 53.792 243.936 78.986,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 31.784.832 200 158.924,0 131.280,0 61.888 244.512 82.729,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 30.326.112 200 151.630,0 129.568,0 53.440 243.840 81.248,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 30.492.864 200 152.464,0 129.680,0 53.728 244.032 80.960,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 30.031.296 200 150.156,0 129.376,0 53.568 244.192 80.618,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 31.038.752 200 155.193,0 129.600,0 53.696 244.096 81.870,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 20.634.496 200 103.172,0 92.320,0 42.240 181.024 55.728,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 23.340.736 200 116.703,0 117.104,0 53.280 180.992 63.099,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.466.560 200 82.332,0 82.560,0 40.928 124.512 41.078,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 17.894.880 200 89.474,0 89.664,0 50.368 129.344 38.272,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.436.512 200 82.182,0 82.224,0 40.736 124.672 41.159,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.427.584 200 82.137,0 81.952,0 40.704 124.480 41.245,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.445.312 200 82.226,0 82.016,0 40.896 124.576 41.083,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 30.491.456 200 152.457,0 129.808,0 54.432 243.680 80.801,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.521.216 200 82.606,0 82.224,0 41.280 124.480 41.006,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 29.639.360 200 148.196,0 129.712,0 54.112 244.096 79.814,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 25.539.552 200 127.697,0 106.432,0 44.384 243.456 72.502,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.447.200 200 82.236,0 82.544,0 40.544 124.704 41.335,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 23.353.120 200 116.765,0 117.040,0 53.472 180.640 63.061,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.484.480 200 82.422,0 82.432,0 41.056 124.800 41.095,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.505.632 200 82.528,0 82.576,0 41.344 124.640 40.908,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 19.967.616 200 99.838,0 99.216,0 46.880 154.048 52.328,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 19.374.240 200 96.871,0 96.736,0 46.304 148.896 50.200,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 31.946.048 200 159.730,0 132.672,0 63.072 244.000 82.283,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 29.719.712 200 148.598,0 107.072,0 44.672 244.160 80.547,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 19.217.024 200 96.085,0 103.168,0 41.728 242.688 50.058,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.505.952 200 82.529,0 82.304,0 41.440 124.160 40.846,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 26.745.568 200 133.727,0 129.680,0 54.144 243.584 73.686,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 28.638.592 200 143.193,0 129.296,0 53.568 243.712 78.413,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 19.380.416 200 96.902,0 96.544,0 41.408 238.592 49.111,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 23.228.224 200 116.141,0 101.264,0 40.928 244.352 72.869,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.490.848 200 82.454,0 82.448,0 41.120 125.216 41.036,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 23.241.856 200 116.209,0 106.832,0 48.384 180.768 62.334,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.420.576 200 82.102,0 81.984,0 40.640 124.352 41.179,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 23.415.808 200 117.079,0 117.440,0 54.016 180.768 62.823,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.444.160 200 82.220,0 82.016,0 40.864 124.384 41.098,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.461.984 200 82.309,0 82.048,0 40.960 124.352 40.989,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.454.816 200 82.274,0 82.240,0 41.024 124.512 40.992,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 29.665.856 200 148.329,0 129.968,0 53.920 244.288 79.408,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 28.731.232 200 143.656,0 129.712,0 53.568 243.712 78.520,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 32.022.208 200 160.111,0 160.288,0 77.312 244.160 82.205,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 27.369.024 200 136.845,0 130.208,0 54.272 244.352 75.126,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 25.968.032 200 129.840,0 104.800,0 41.856 244.864 75.786,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.508.064 200 82.540,0 82.848,0 41.312 124.448 40.796,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.496.544 200 82.482,0 82.704,0 41.152 124.480 40.930,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.509.312 200 82.546,0 82.752,0 41.312 124.384 40.878,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.481.760 200 82.408,0 82.112,0 41.120 124.800 41.032,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.496.672 200 82.483,0 82.256,0 41.280 124.480 40.924,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 30.682.144 200 153.410,0 130.576,0 53.760 244.032 81.163,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 30.448.448 200 152.242,0 129.088,0 53.376 243.616 81.464,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 25.932.928 200 129.664,0 105.824,0 42.368 243.616 74.584,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 23.803.424 200 119.017,0 108.192,0 46.496 243.680 68.698,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.452.768 200 82.263,0 82.528,0 40.832 124.480 41.101,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.439.424 200 82.197,0 82.384,0 40.800 124.864 41.098,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 28.084.704 200 140.423,0 130.608,0 54.272 244.160 76.576,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 28.223.872 200 141.119,0 129.328,0 53.632 244.032 77.565,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 28.590.848 200 142.954,0 130.160,0 54.272 244.000 77.646,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 24.806.976 200 124.034,0 104.560,0 42.368 243.616 70.767,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 27.492.704 200 137.463,0 129.968,0 54.208 244.384 75.337,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 32.028.832 200 160.144,0 160.512,0 76.384 244.000 82.347,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 27.702.496 200 138.512,0 129.936,0 54.240 243.392 75.850,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 27.596.928 200 137.984,0 129.376,0 53.408 243.936 76.509,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 30.853.344 200 154.266,0 130.240,0 54.144 243.968 81.304,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 31.495.968 200 157.479,0 129.168,0 53.280 243.840 82.464,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 29.402.496 200 147.012,0 130.432,0 53.824 244.128 79.548,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 28.209.472 200 141.047,0 129.824,0 54.400 244.224 77.007,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 30.379.840 200 151.899,0 129.136,0 53.376 243.872 81.540,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 31.981.472 200 159.907,0 160.560,0 76.768 243.872 82.490,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 29.648.768 200 148.243,0 128.768,0 53.184 243.840 80.802,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 28.691.936 200 143.459,0 129.696,0 54.080 244.064 78.280,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 31.902.048 200 159.510,0 130.800,0 55.904 243.968 82.036,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 28.400.384 200 142.001,0 129.328,0 52.928 243.744 78.212,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 28.701.376 200 143.506,0 129.456,0 53.664 243.936 78.121,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 29.573.536 200 147.867,0 129.520,0 53.728 244.000 79.476,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 31.927.488 200 159.637,0 160.272,0 75.968 244.352 82.856,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
3,0 24.992.256 200 124.961,0 100.672,0 41.792 244.032 73.906,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.442.720 200 82.213,0 82.448,0 40.736 124.224 41.172,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 17.909.344 200 89.546,0 89.616,0 50.656 129.408 38.297,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.429.664 200 82.148,0 82.448,0 40.640 124.640 41.142,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 19.310.656 200 96.553,0 96.016,0 45.824 148.384 50.335,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 23.360.256 200 116.801,0 117.024,0 53.536 180.832 63.002,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.495.168 200 82.475,0 82.240,0 41.280 124.800 40.934,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 16.443.680 200 82.218,0 82.096,0 40.640 124.448 41.184,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
