15,0 86.646.272 100 866.462,0 886.288,0 663.808 888.544 63.760,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 44.516.000 100 445.160,0 445.152,0 443.552 447.456 833,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
19,0 45.093.984 100 450.939,0 450.624,0 449.280 455.648 1.247,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
10,0 70.064.000 100 700.640,0 664.816,0 537.088 888.352 133.993,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 74.677.440 100 746.774,0 665.008,0 663.264 888.768 107.810,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
9,0 70.040.544 100 700.405,0 885.472,0 449.120 888.256 205.763,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
8,0 55.167.232 100 551.672,0 444.112,0 442.880 888.608 181.703,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 44.498.720 100 444.987,0 444.928,0 442.880 448.640 1.142,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 45.091.232 100 450.912,0 450.784,0 448.224 454.208 1.056,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 53.723.616 100 537.236,0 539.584,0 469.568 589.504 25.933,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 47.986.880 100 479.868,0 474.352,0 448.288 541.088 30.212,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 45.118.752 100 451.187,0 451.200,0 449.792 453.664 765,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 45.103.072 100 451.030,0 450.880,0 447.936 454.976 1.113,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 53.952.096 100 539.521,0 539.568,0 535.136 543.872 1.634,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 83.225.696 100 832.257,0 886.144,0 663.488 887.840 94.834,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 44.712.416 100 447.124,0 447.008,0 444.992 450.880 1.032,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 45.109.728 100 451.097,0 450.896,0 448.320 455.136 1.302,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 44.551.552 100 445.515,0 445.472,0 444.000 447.840 815,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 54.941.632 100 549.416,0 548.608,0 535.968 565.248 9.350,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 45.103.712 100 451.037,0 450.880,0 448.864 453.984 1.053,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
11,0 64.625.344 100 646.253,0 540.656,0 468.448 893.920 173.147,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 45.112.992 100 451.129,0 451.248,0 448.672 454.528 1.194,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 45.135.456 100 451.354,0 451.168,0 449.024 454.656 1.286,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
11,0 76.346.592 100 763.465,0 665.376,0 575.392 888.384 115.811,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
13,0 73.780.288 100 737.802,0 664.704,0 663.104 888.384 105.165,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
12,0 69.793.056 100 697.930,0 664.736,0 663.328 887.776 79.620,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
11,0 71.178.624 100 711.786,0 664.864,0 538.048 888.064 126.969,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
11,0 73.263.008 100 732.630,0 664.992,0 555.936 888.480 128.022,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 75.350.976 100 753.509,0 665.168,0 662.944 888.416 109.474,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
11,0 74.244.160 100 742.441,0 665.168,0 663.072 888.192 106.570,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
11,0 70.081.600 100 700.816,0 664.768,0 541.568 888.448 119.983,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 77.586.848 100 775.868,0 787.760,0 663.104 888.032 111.403,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
13,0 78.236.192 100 782.361,0 885.424,0 663.424 888.544 111.358,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 66.455.296 100 664.553,0 664.528,0 663.328 665.824 548,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
8,0 59.207.296 100 592.073,0 456.416,0 449.792 893.312 193.066,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
8,0 50.378.784 100 503.787,0 445.296,0 442.816 887.808 134.950,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 45.118.016 100 451.180,0 450.896,0 448.832 455.296 1.276,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 44.528.000 100 445.280,0 445.136,0 443.648 447.520 791,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 45.084.416 100 450.844,0 450.624,0 448.672 453.984 1.182,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 57.972.160 100 579.721,0 560.784,0 531.072 665.664 50.882,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 55.508.512 100 555.085,0 557.264,0 535.840 566.208 7.030,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
13,0 76.616.576 100 766.165,0 665.472,0 663.040 888.288 110.606,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 74.914.368 100 749.143,0 664.736,0 663.392 887.936 108.234,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
13,0 79.552.992 100 795.529,0 885.952,0 663.168 887.968 109.783,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
13,0 77.796.480 100 777.964,0 884.784,0 663.328 888.544 111.764,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
12,0 72.348.128 100 723.481,0 664.752,0 472.800 888.672 109.927,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 59.501.216 100 595.012,0 580.896,0 471.936 886.048 117.499,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
12,0 72.078.496 100 720.785,0 664.864,0 663.552 887.872 96.444,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
9,0 44.909.184 100 449.091,0 449.264,0 446.912 452.352 1.186,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
10,0 72.862.784 100 728.627,0 665.360,0 450.016 888.768 161.656,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
10,0 45.654.688 100 456.546,0 451.168,0 449.120 578.048 22.048,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 45.105.184 100 451.051,0 450.912,0 448.704 455.168 1.130,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 53.964.992 100 539.649,0 539.552,0 534.176 545.472 2.025,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 45.104.384 100 451.043,0 450.976,0 448.096 453.664 1.095,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 45.091.008 100 450.910,0 450.960,0 448.640 454.528 1.147,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 45.109.632 100 451.096,0 450.960,0 449.280 453.888 1.155,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 44.496.576 100 444.965,0 444.928,0 443.200 446.944 693,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
12,0 44.570.784 100 445.707,0 445.440,0 443.808 448.928 1.179,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 45.173.024 100 451.730,0 451.488,0 449.344 455.808 1.377,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 45.115.776 100 451.157,0 451.072,0 449.088 455.488 1.154,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 45.121.696 100 451.217,0 451.184,0 448.608 455.488 1.191,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 44.507.456 100 445.074,0 444.960,0 443.520 447.008 802,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 45.077.536 100 450.775,0 450.848,0 448.416 453.600 912,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
19,0 55.799.552 100 557.995,0 557.936,0 547.936 565.920 3.429,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 65.487.488 100 654.874,0 664.016,0 574.208 665.472 26.656,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 45.109.568 100 451.095,0 450.880,0 448.416 454.624 1.306,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 45.095.136 100 450.951,0 450.864,0 447.968 454.112 1.023,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 45.118.528 100 451.185,0 450.976,0 449.152 454.464 1.236,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 45.135.776 100 451.357,0 451.408,0 449.504 454.368 945,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 54.576.032 100 545.760,0 540.480,0 534.848 562.656 9.270,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 56.354.688 100 563.546,0 560.256,0 544.736 590.624 10.515,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
13,0 75.588.960 100 755.889,0 664.992,0 663.072 888.352 109.766,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 44.522.976 100 445.229,0 445.056,0 443.616 448.160 945,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
13,0 45.111.680 100 451.116,0 451.008,0 448.512 453.984 1.110,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 80.884.960 100 808.849,0 886.080,0 663.328 889.056 106.438,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 72.221.792 100 722.217,0 664.512,0 663.168 888.384 98.133,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 44.525.280 100 445.252,0 445.216,0 443.488 448.032 817,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
13,0 75.120.736 100 751.207,0 664.816,0 663.168 888.160 109.137,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 45.119.520 100 451.195,0 451.136,0 448.480 454.816 1.082,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 45.139.552 100 451.395,0 451.248,0 448.512 455.136 1.374,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 45.076.576 100 450.765,0 450.624,0 448.640 453.792 1.057,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 45.060.992 100 450.609,0 450.592,0 448.608 452.512 891,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 44.533.312 100 445.333,0 445.360,0 443.840 447.840 828,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
13,0 75.809.408 100 758.094,0 665.168,0 663.456 887.904 110.005,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
9,0 53.827.072 100 538.270,0 450.592,0 446.624 686.368 106.515,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
13,0 56.361.280 100 563.612,0 455.888,0 451.296 888.512 182.452,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
9,0 56.177.696 100 561.777,0 451.872,0 448.864 890.368 185.032,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 45.074.880 100 450.748,0 450.656,0 448.352 455.168 1.122,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
13,0 71.877.152 100 718.771,0 664.864,0 575.296 888.608 104.952,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
11,0 73.373.216 100 733.732,0 665.120,0 663.264 888.096 103.354,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
19,0 45.086.816 100 450.868,0 450.800,0 448.544 453.664 1.002,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
12,0 57.819.936 100 578.199,0 475.184,0 451.072 888.096 188.414,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
11,0 64.638.464 100 646.384,0 664.336,0 470.432 888.704 150.757,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
11,0 69.017.792 100 690.177,0 664.640,0 537.184 888.256 118.707,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
13,0 75.727.424 100 757.274,0 664.928,0 663.232 888.640 109.877,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 75.347.392 100 753.473,0 664.944,0 663.040 888.928 109.249,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
12,0 72.409.952 100 724.099,0 664.832,0 574.272 888.000 103.019,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
13,0 74.444.448 100 744.444,0 665.008,0 663.040 888.640 107.134,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
10,0 74.172.768 100 741.727,0 665.312,0 573.824 888.256 127.810,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
12,0 69.505.696 100 695.057,0 664.528,0 568.352 888.096 110.998,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
12,0 71.402.112 100 714.021,0 664.784,0 572.864 888.224 99.397,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
13,0 72.916.960 100 729.169,0 664.800,0 662.976 887.456 101.182,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
11,0 71.714.784 100 717.147,0 664.800,0 570.976 887.840 112.628,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
8,0 52.441.536 100 524.415,0 450.768,0 447.168 667.072 101.759,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 61.918.112 100 619.181,0 663.824,0 531.488 665.920 54.162,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
12,0 75.360.832 100 753.608,0 665.088,0 663.648 888.320 109.509,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
10,0 75.823.104 100 758.231,0 666.272,0 537.696 888.384 128.401,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 45.130.208 100 451.302,0 451.168,0 448.896 455.296 1.275,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 45.107.648 100 451.076,0 450.912,0 448.704 455.040 1.347,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 45.074.752 100 450.747,0 450.544,0 448.608 454.240 1.164,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 77.643.072 100 776.430,0 821.760,0 663.040 889.312 111.164,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
13,0 77.367.712 100 773.677,0 678.736,0 663.488 888.000 111.185,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 53.618.496 100 536.185,0 537.120,0 530.848 543.968 4.142,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 45.326.336 100 453.263,0 453.200,0 450.432 457.600 1.456,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 45.078.464 100 450.784,0 450.672,0 448.960 453.952 1.048,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
12,0 45.079.200 100 450.792,0 450.752,0 448.640 454.656 1.123,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 45.100.000 100 451.000,0 450.912,0 448.832 454.688 1.137,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 45.052.384 100 450.523,0 450.416,0 448.704 453.504 1.035,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 45.069.632 100 450.696,0 450.512,0 448.160 454.016 1.030,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 44.515.648 100 445.156,0 444.976,0 443.104 447.968 965,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 45.092.128 100 450.921,0 450.816,0 449.024 453.888 1.072,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 45.077.664 100 450.776,0 450.672,0 448.640 454.496 1.085,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 45.073.632 100 450.736,0 450.560,0 448.736 453.888 956,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 45.077.664 100 450.776,0 450.736,0 448.160 453.184 894,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 83.123.840 100 831.238,0 886.384,0 663.552 889.152 96.350,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 78.880.128 100 788.801,0 885.568,0 663.328 887.776 110.763,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 75.495.200 100 754.952,0 665.168,0 470.656 888.480 127.710,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 74.438.080 100 744.380,0 665.168,0 471.584 888.000 139.124,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 44.479.872 100 444.798,0 444.736,0 443.424 446.912 747,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 45.106.272 100 451.062,0 451.072,0 448.992 454.112 1.002,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 83.557.632 100 835.576,0 886.144,0 662.304 888.480 93.966,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 87.545.856 100 875.458,0 886.544,0 664.224 888.288 48.493,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 83.107.840 100 831.078,0 886.256,0 662.848 888.896 96.731,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 86.204.672 100 862.046,0 886.352,0 663.520 888.928 69.694,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 88.641.472 100 886.414,0 886.384,0 884.992 888.384 748,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 81.775.328 100 817.753,0 886.032,0 663.584 888.224 103.124,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 79.692.160 100 796.921,0 885.968,0 474.272 888.512 123.016,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 70.343.616 100 703.436,0 618.448,0 473.824 888.928 184.487,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 53.869.792 100 538.697,0 539.072,0 531.456 544.768 3.137,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 45.042.336 100 450.423,0 450.352,0 448.512 453.568 867,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 45.082.880 100 450.828,0 450.656,0 448.576 453.952 1.132,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 45.078.880 100 450.788,0 450.656,0 448.800 453.664 1.063,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 66.417.056 100 664.170,0 664.224,0 662.784 665.504 555,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 45.097.568 100 450.975,0 451.008,0 448.416 453.216 1.020,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 45.094.272 100 450.942,0 451.008,0 448.928 453.920 981,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 45.084.448 100 450.844,0 450.704,0 448.864 454.592 1.048,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
13,0 88.668.512 100 886.685,0 886.752,0 884.992 888.320 778,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 80.219.776 100 802.197,0 886.096,0 662.848 888.864 108.458,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 83.111.936 100 831.119,0 886.288,0 663.424 889.024 96.641,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 54.891.520 100 548.915,0 475.664,0 451.136 888.608 168.044,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 71.110.816 100 711.108,0 589.072,0 479.296 894.848 167.727,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 44.543.744 100 445.437,0 445.200,0 443.360 447.264 902,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 44.507.072 100 445.070,0 444.864,0 443.680 447.904 790,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 86.198.144 100 861.981,0 886.192,0 664.160 888.640 69.637,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 85.110.240 100 851.102,0 886.368,0 663.776 890.048 81.780,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 86.884.352 100 868.843,0 886.544,0 663.296 888.576 60.354,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 85.552.320 100 855.523,0 886.496,0 663.328 888.416 77.503,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 55.851.712 100 558.517,0 558.032,0 548.288 568.544 3.507,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 69.715.456 100 697.154,0 611.776,0 470.208 904.576 171.009,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 44.357.984 100 443.579,0 443.520,0 442.432 450.720 839,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 45.921.504 100 459.215,0 451.392,0 447.808 481.632 11.859,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
