14,0 65.663.936 100 656.639,0 577.920,0 469.472 892.928 174.215,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 70.699.584 100 706.995,0 587.904,0 535.040 893.408 155.705,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 69.896.000 100 698.960,0 583.344,0 471.328 892.800 173.834,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 76.119.200 100 761.192,0 890.080,0 575.808 893.120 153.138,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
12,0 45.450.912 100 454.509,0 454.160,0 451.936 459.360 1.523,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 89.126.208 100 891.262,0 891.168,0 889.536 893.312 856,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 89.141.504 100 891.415,0 891.440,0 889.472 893.152 786,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 87.896.000 100 878.960,0 891.152,0 578.752 893.120 60.196,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 89.123.936 100 891.239,0 891.264,0 889.216 893.312 790,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 64.105.600 100 641.056,0 668.080,0 476.704 669.472 65.504,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 74.143.296 100 741.433,0 888.480,0 573.152 893.664 156.033,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 79.969.984 100 799.699,0 890.880,0 573.120 893.408 141.511,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 71.585.632 100 715.856,0 593.664,0 473.152 893.152 172.514,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 76.065.984 100 760.659,0 890.368,0 568.864 893.120 154.311,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 74.117.792 100 741.177,0 890.016,0 570.400 893.536 154.866,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 79.576.640 100 795.766,0 890.688,0 575.872 893.248 142.968,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 67.959.616 100 679.596,0 583.104,0 473.408 892.864 174.402,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 70.935.520 100 709.355,0 587.104,0 574.944 893.440 152.431,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 64.885.696 100 648.857,0 580.480,0 536.096 892.992 145.524,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 72.177.440 100 721.774,0 668.448,0 666.624 892.928 95.536,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 64.841.216 100 648.412,0 579.488,0 470.560 892.416 143.124,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 71.637.536 100 716.375,0 585.968,0 549.056 893.664 156.093,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 71.085.760 100 710.857,0 586.144,0 569.760 892.640 154.120,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 89.142.912 100 891.429,0 891.424,0 888.416 893.984 929,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 66.964.768 100 669.647,0 584.688,0 470.368 893.728 175.675,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 89.115.808 100 891.158,0 891.072,0 889.376 893.632 818,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 73.596.096 100 735.961,0 751.152,0 569.888 893.248 156.128,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 68.435.392 100 684.353,0 583.872,0 470.304 892.640 174.159,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 62.767.200 100 627.672,0 580.480,0 473.088 892.128 158.644,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 62.008.544 100 620.085,0 580.560,0 471.936 892.416 159.340,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 77.662.240 100 776.622,0 890.624,0 574.080 893.280 149.663,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 89.126.976 100 891.269,0 891.280,0 889.120 892.960 863,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 67.655.424 100 676.554,0 582.848,0 544.032 892.960 144.722,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 62.866.528 100 628.665,0 578.352,0 471.488 893.056 166.278,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 89.117.248 100 891.172,0 891.024,0 889.632 894.496 798,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 78.557.536 100 785.575,0 890.656,0 574.208 893.312 146.578,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 69.940.864 100 699.408,0 586.256,0 452.480 892.896 171.794,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 71.545.376 100 715.453,0 668.960,0 472.160 893.888 161.239,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 72.108.960 100 721.089,0 589.680,0 572.992 892.320 153.183,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 74.602.272 100 746.022,0 889.920,0 516.128 893.440 157.627,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 77.942.784 100 779.427,0 890.512,0 571.296 893.248 148.812,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 89.135.072 100 891.350,0 891.200,0 889.632 893.824 851,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 74.893.664 100 748.936,0 889.984,0 475.392 893.216 160.855,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 80.783.168 100 807.831,0 890.864,0 573.920 893.024 137.820,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 68.178.816 100 681.788,0 585.872,0 473.632 893.024 172.463,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 70.516.960 100 705.169,0 588.624,0 471.776 892.896 172.648,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 72.926.752 100 729.267,0 739.088,0 472.768 892.704 164.495,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 88.799.616 100 887.996,0 890.976,0 581.504 893.600 30.972,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 67.162.080 100 671.620,0 579.856,0 534.880 892.928 155.588,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 86.919.456 100 869.194,0 891.280,0 575.296 894.176 79.081,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 82.290.016 100 822.900,0 891.104,0 573.984 893.600 129.910,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 73.922.496 100 739.225,0 669.520,0 471.456 893.504 161.522,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 82.134.016 100 821.340,0 890.720,0 452.160 892.640 160.409,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 75.387.136 100 753.871,0 889.936,0 567.456 893.088 155.472,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 77.708.128 100 777.081,0 890.640,0 574.272 893.696 150.055,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 74.197.888 100 741.978,0 889.824,0 572.160 893.856 156.381,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 69.525.088 100 695.250,0 584.944,0 473.152 893.664 174.936,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 65.423.200 100 654.232,0 581.168,0 534.560 892.896 140.297,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 72.649.824 100 726.498,0 588.592,0 572.224 893.248 156.016,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 70.263.104 100 702.631,0 584.816,0 570.656 894.112 151.714,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 89.140.672 100 891.406,0 891.360,0 889.600 893.024 722,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 66.536.960 100 665.369,0 582.240,0 470.368 892.512 151.169,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 79.741.216 100 797.412,0 890.528,0 573.088 892.928 142.133,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 65.923.872 100 659.238,0 577.600,0 539.744 892.416 145.753,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 89.130.656 100 891.306,0 891.408,0 888.960 894.016 876,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 75.378.400 100 753.784,0 889.840,0 472.960 893.248 154.119,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 89.153.472 100 891.534,0 891.648,0 889.120 893.888 942,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 68.106.496 100 681.065,0 584.288,0 575.840 892.352 144.804,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 77.529.376 100 775.293,0 669.328,0 666.912 893.440 112.123,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 71.798.560 100 717.985,0 589.600,0 570.848 893.888 154.533,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 89.163.232 100 891.632,0 891.600,0 889.536 894.080 884,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 65.648.640 100 656.486,0 582.224,0 538.976 892.480 136.253,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 77.663.936 100 776.639,0 890.656,0 576.032 892.832 149.945,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 73.631.680 100 736.316,0 739.088,0 576.352 893.408 156.021,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 74.282.112 100 742.821,0 889.440,0 570.848 893.376 155.365,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 89.139.648 100 891.396,0 891.392,0 889.504 893.664 803,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 64.448.480 100 644.484,0 581.408,0 470.592 893.248 171.660,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 78.694.304 100 786.943,0 890.720,0 554.752 893.888 153.505,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 62.006.112 100 620.061,0 581.456,0 471.232 892.512 160.477,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 64.882.368 100 648.823,0 581.680,0 458.976 893.088 170.550,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 74.901.504 100 749.015,0 889.520,0 573.088 893.504 154.903,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 68.983.392 100 689.833,0 584.704,0 451.776 893.792 174.380,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 81.997.568 100 819.975,0 890.864,0 570.816 892.768 131.121,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 71.490.976 100 714.909,0 668.864,0 456.960 893.568 172.345,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 66.036.352 100 660.363,0 582.256,0 537.568 892.384 145.482,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 78.628.320 100 786.283,0 890.624,0 572.832 893.920 147.125,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 62.091.648 100 620.916,0 578.304,0 471.680 892.416 163.168,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 80.155.584 100 801.555,0 891.024,0 572.992 892.992 141.156,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 89.182.336 100 891.823,0 891.840,0 889.472 894.528 928,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 68.892.896 100 688.929,0 583.568,0 543.072 892.416 156.056,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 65.841.536 100 658.415,0 581.024,0 535.200 892.992 142.967,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 72.977.952 100 729.779,0 889.648,0 478.208 892.896 169.535,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 89.120.928 100 891.209,0 891.184,0 889.312 893.280 855,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 85.464.512 100 854.645,0 891.168,0 576.352 893.856 99.672,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
12,0 45.470.368 100 454.703,0 454.608,0 452.448 459.264 1.221,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 82.941.408 100 829.414,0 890.976,0 577.632 892.608 124.030,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 72.386.304 100 723.863,0 592.384,0 534.816 892.832 159.701,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 78.292.640 100 782.926,0 890.800,0 572.256 893.696 148.664,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 89.120.064 100 891.200,0 891.280,0 889.120 894.464 967,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 75.852.672 100 758.526,0 890.384,0 575.616 894.752 152.806,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 84.782.336 100 847.823,0 891.760,0 552.576 893.440 112.070,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 89.121.504 100 891.215,0 891.200,0 889.536 893.216 754,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 79.919.776 100 799.197,0 890.736,0 573.824 893.056 141.265,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 86.051.424 100 860.514,0 891.184,0 667.648 893.696 77.034,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 72.959.680 100 729.596,0 889.360,0 473.536 893.024 168.297,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 89.157.184 100 891.571,0 891.520,0 889.536 893.760 864,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 77.441.600 100 774.416,0 890.384,0 571.968 893.312 150.098,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 71.376.608 100 713.766,0 668.416,0 475.488 892.960 134.103,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 89.135.936 100 891.359,0 891.360,0 889.920 892.832 723,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 72.114.112 100 721.141,0 590.608,0 572.992 892.512 154.841,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 64.550.016 100 645.500,0 581.264,0 536.704 892.288 143.543,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 74.732.352 100 747.323,0 890.144,0 575.392 893.184 153.859,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 73.098.752 100 730.987,0 668.624,0 473.440 893.280 157.901,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 65.765.216 100 657.652,0 562.288,0 475.008 892.800 174.846,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 64.382.976 100 643.829,0 581.200,0 473.120 893.088 171.877,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 63.307.168 100 633.071,0 581.248,0 469.152 892.800 143.088,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 89.111.200 100 891.112,0 891.056,0 889.536 893.216 880,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 89.172.672 100 891.726,0 891.584,0 890.176 894.016 833,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 89.127.904 100 891.279,0 891.296,0 888.864 893.632 809,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 63.398.528 100 633.985,0 581.216,0 471.392 892.352 155.015,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 66.290.528 100 662.905,0 580.784,0 471.360 892.960 166.350,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 65.743.648 100 657.436,0 581.376,0 473.504 893.088 161.724,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 74.273.920 100 742.739,0 889.728,0 574.784 893.664 155.166,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 65.768.992 100 657.689,0 561.120,0 472.352 893.600 162.689,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 70.016.672 100 700.166,0 582.992,0 570.432 892.640 151.612,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 69.686.400 100 696.864,0 581.776,0 534.560 893.312 156.730,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 72.251.200 100 722.512,0 589.936,0 455.520 893.120 161.609,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 66.158.944 100 661.589,0 667.920,0 470.944 893.120 154.063,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 80.458.688 100 804.586,0 891.040,0 573.760 892.928 139.858,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 70.599.392 100 705.993,0 584.000,0 471.584 893.312 175.612,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 89.124.736 100 891.247,0 891.232,0 889.472 893.472 811,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 86.974.080 100 869.740,0 891.328,0 579.456 894.144 79.060,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 86.757.248 100 867.572,0 891.200,0 580.192 893.120 81.151,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 70.666.848 100 706.668,0 668.384,0 471.360 893.024 157.393,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 89.151.808 100 891.518,0 891.488,0 889.472 893.664 857,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 72.487.424 100 724.874,0 746.496,0 470.592 893.504 169.894,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 79.293.824 100 792.938,0 890.592,0 575.776 892.992 143.953,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 68.382.976 100 683.829,0 581.984,0 471.168 893.376 171.294,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 75.012.192 100 750.121,0 890.000,0 574.848 893.248 153.858,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 69.293.664 100 692.936,0 584.816,0 470.464 892.544 168.158,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 76.007.904 100 760.079,0 890.080,0 536.576 893.280 154.970,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 78.957.280 100 789.572,0 890.720,0 576.864 893.280 144.176,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 76.642.880 100 766.428,0 890.480,0 572.992 893.376 151.519,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 72.502.688 100 725.026,0 601.968,0 476.192 892.640 165.800,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 71.502.816 100 715.028,0 584.512,0 540.864 893.216 157.619,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 65.431.424 100 654.314,0 583.824,0 471.392 894.016 173.227,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 62.443.872 100 624.438,0 580.720,0 472.000 892.704 162.992,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 67.881.440 100 678.814,0 578.192,0 534.592 893.120 154.460,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 77.606.016 100 776.060,0 890.528,0 570.496 892.928 151.074,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 72.249.056 100 722.490,0 589.632,0 534.688 893.248 160.363,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 68.573.568 100 685.735,0 581.808,0 550.880 893.408 151.984,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 61.897.024 100 618.970,0 578.656,0 471.552 892.416 161.047,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 89.141.184 100 891.411,0 891.440,0 889.408 893.152 737,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 89.142.976 100 891.429,0 891.440,0 889.472 893.728 798,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 79.269.024 100 792.690,0 890.656,0 571.968 893.696 144.465,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 70.510.336 100 705.103,0 586.800,0 533.856 894.080 153.697,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 88.681.888 100 886.818,0 891.120,0 560.096 893.024 34.356,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 70.625.504 100 706.255,0 588.896,0 471.904 893.152 171.840,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 89.122.208 100 891.222,0 891.216,0 888.864 892.928 820,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 85.224.032 100 852.240,0 891.200,0 578.400 893.152 101.786,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 66.900.224 100 669.002,0 582.448,0 470.464 893.248 176.128,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
