6,0 28.960.288 2 14.480.144,0 14.480.144,0 13.098.304 15.861.984 1.954.216,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.719.552 2 15.859.776,0 15.859.776,0 15.857.536 15.862.016 3.167,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.715.168 2 15.857.584,0 15.857.584,0 15.852.960 15.862.208 6.539,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
8,0 23.903.392 2 11.951.696,0 11.951.696,0 8.046.240 15.857.152 5.523.148,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.718.176 2 15.859.088,0 15.859.088,0 15.855.872 15.862.304 4.548,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.717.600 2 15.858.800,0 15.858.800,0 15.858.720 15.858.880 113,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.709.888 2 15.854.944,0 15.854.944,0 15.853.344 15.856.544 2.262,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.720.064 2 15.860.032,0 15.860.032,0 15.859.296 15.860.768 1.040,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.716.096 2 15.858.048,0 15.858.048,0 15.855.264 15.860.832 3.937,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.718.368 2 15.859.184,0 15.859.184,0 15.857.952 15.860.416 1.742,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
5,0 16.091.744 2 8.045.872,0 8.045.872,0 8.044.096 8.047.648 2.511,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.710.080 2 15.855.040,0 15.855.040,0 15.854.560 15.855.520 678,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.715.072 2 15.857.536,0 15.857.536,0 15.856.480 15.858.592 1.493,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.716.704 2 15.858.352,0 15.858.352,0 15.857.248 15.859.456 1.561,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.720.960 2 15.860.480,0 15.860.480,0 15.857.632 15.863.328 4.027,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.711.936 2 15.855.968,0 15.855.968,0 15.853.024 15.858.912 4.163,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.713.408 2 15.856.704,0 15.856.704,0 15.855.936 15.857.472 1.086,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.716.992 2 15.858.496,0 15.858.496,0 15.855.776 15.861.216 3.846,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.715.104 2 15.857.552,0 15.857.552,0 15.856.224 15.858.880 1.878,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.716.960 2 15.858.480,0 15.858.480,0 15.856.192 15.860.768 3.235,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.718.272 2 15.859.136,0 15.859.136,0 15.857.728 15.860.544 1.991,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.712.672 2 15.856.336,0 15.856.336,0 15.856.320 15.856.352 22,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.712.384 2 15.856.192,0 15.856.192,0 15.848.384 15.864.000 11.042,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.716.928 2 15.858.464,0 15.858.464,0 15.855.840 15.861.088 3.710,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.716.960 2 15.858.480,0 15.858.480,0 15.858.368 15.858.592 158,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.718.496 2 15.859.248,0 15.859.248,0 15.855.328 15.863.168 5.543,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.716.768 2 15.858.384,0 15.858.384,0 15.854.112 15.862.656 6.041,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
10,0 33.825.696 2 16.912.848,0 16.912.848,0 15.854.816 17.970.880 1.496.283,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.710.784 2 15.855.392,0 15.855.392,0 15.852.768 15.858.016 3.710,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.723.776 2 15.861.888,0 15.861.888,0 15.861.760 15.862.016 181,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.713.632 2 15.856.816,0 15.856.816,0 15.852.992 15.860.640 5.408,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.713.664 2 15.856.832,0 15.856.832,0 15.856.320 15.857.344 724,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 23.787.040 2 11.893.520,0 11.893.520,0 11.893.408 11.893.632 158,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.713.920 2 15.856.960,0 15.856.960,0 15.852.928 15.860.992 5.702,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.714.080 2 15.857.040,0 15.857.040,0 15.856.544 15.857.536 701,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.716.032 2 15.858.016,0 15.858.016,0 15.857.344 15.858.688 950,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.715.744 2 15.857.872,0 15.857.872,0 15.857.536 15.858.208 475,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.714.048 2 15.857.024,0 15.857.024,0 15.853.088 15.860.960 5.566,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.716.640 2 15.858.320,0 15.858.320,0 15.855.520 15.861.120 3.959,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.717.376 2 15.858.688,0 15.858.688,0 15.857.952 15.859.424 1.040,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.716.960 2 15.858.480,0 15.858.480,0 15.857.088 15.859.872 1.968,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.716.544 2 15.858.272,0 15.858.272,0 15.855.456 15.861.088 3.982,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.722.752 2 15.861.376,0 15.861.376,0 15.859.904 15.862.848 2.081,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.710.592 2 15.855.296,0 15.855.296,0 15.851.808 15.858.784 4.932,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.723.616 2 15.861.808,0 15.861.808,0 15.861.440 15.862.176 520,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.715.136 2 15.857.568,0 15.857.568,0 15.856.864 15.858.272 995,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.708.480 2 15.854.240,0 15.854.240,0 15.854.080 15.854.400 226,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.712.224 2 15.856.112,0 15.856.112,0 15.854.816 15.857.408 1.832,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.721.344 2 15.860.672,0 15.860.672,0 15.859.488 15.861.856 1.674,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.712.000 2 15.856.000,0 15.856.000,0 15.854.816 15.857.184 1.674,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.722.400 2 15.861.200,0 15.861.200,0 15.861.056 15.861.344 203,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.720.448 2 15.860.224,0 15.860.224,0 15.858.400 15.862.048 2.579,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.712.896 2 15.856.448,0 15.856.448,0 15.854.528 15.858.368 2.715,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.719.264 2 15.859.632,0 15.859.632,0 15.855.776 15.863.488 5.453,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.725.504 2 15.862.752,0 15.862.752,0 15.861.984 15.863.520 1.086,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.712.192 2 15.856.096,0 15.856.096,0 15.852.320 15.859.872 5.340,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.718.112 2 15.859.056,0 15.859.056,0 15.858.016 15.860.096 1.470,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.722.912 2 15.861.456,0 15.861.456,0 15.861.376 15.861.536 113,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
10,0 33.749.472 2 16.874.736,0 16.874.736,0 15.856.576 17.892.896 1.439.895,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.719.776 2 15.859.888,0 15.859.888,0 15.857.824 15.861.952 2.918,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.718.240 2 15.859.120,0 15.859.120,0 15.856.544 15.861.696 3.643,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 23.779.648 2 11.889.824,0 11.889.824,0 11.888.384 11.891.264 2.036,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.716.800 2 15.858.400,0 15.858.400,0 15.857.376 15.859.424 1.448,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.711.872 2 15.855.936,0 15.855.936,0 15.855.840 15.856.032 135,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.716.512 2 15.858.256,0 15.858.256,0 15.857.632 15.858.880 882,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.709.632 2 15.854.816,0 15.854.816,0 15.852.960 15.856.672 2.624,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.722.240 2 15.861.120,0 15.861.120,0 15.856.608 15.865.632 6.380,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.722.336 2 15.861.168,0 15.861.168,0 15.858.656 15.863.680 3.552,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.719.808 2 15.859.904,0 15.859.904,0 15.858.752 15.861.056 1.629,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.721.824 2 15.860.912,0 15.860.912,0 15.858.208 15.863.616 3.824,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.719.136 2 15.859.568,0 15.859.568,0 15.857.152 15.861.984 3.416,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.715.264 2 15.857.632,0 15.857.632,0 15.854.528 15.860.736 4.389,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.720.000 2 15.860.000,0 15.860.000,0 15.857.024 15.862.976 4.208,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.720.192 2 15.860.096,0 15.860.096,0 15.858.592 15.861.600 2.127,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
10,0 31.715.104 2 15.857.552,0 15.857.552,0 15.855.392 15.859.712 3.054,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.718.272 2 15.859.136,0 15.859.136,0 15.855.296 15.862.976 5.430,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.716.224 2 15.858.112,0 15.858.112,0 15.855.072 15.861.152 4.299,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.724.160 2 15.862.080,0 15.862.080,0 15.860.992 15.863.168 1.538,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 27.784.864 2 13.892.432,0 13.892.432,0 11.923.296 15.861.568 2.784.778,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.714.464 2 15.857.232,0 15.857.232,0 15.855.968 15.858.496 1.787,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.716.256 2 15.858.128,0 15.858.128,0 15.857.952 15.858.304 248,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.713.600 2 15.856.800,0 15.856.800,0 15.855.936 15.857.664 1.221,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.715.680 2 15.857.840,0 15.857.840,0 15.855.872 15.859.808 2.783,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.718.752 2 15.859.376,0 15.859.376,0 15.855.168 15.863.584 5.951,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.714.624 2 15.857.312,0 15.857.312,0 15.855.744 15.858.880 2.217,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.713.216 2 15.856.608,0 15.856.608,0 15.851.904 15.861.312 6.652,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.714.560 2 15.857.280,0 15.857.280,0 15.853.248 15.861.312 5.702,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.717.440 2 15.858.720,0 15.858.720,0 15.857.472 15.859.968 1.764,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.716.000 2 15.858.000,0 15.858.000,0 15.857.984 15.858.016 22,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.718.784 2 15.859.392,0 15.859.392,0 15.856.192 15.862.592 4.525,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.711.712 2 15.855.856,0 15.855.856,0 15.855.520 15.856.192 475,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.713.472 2 15.856.736,0 15.856.736,0 15.856.160 15.857.312 814,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.719.584 2 15.859.792,0 15.859.792,0 15.856.896 15.862.688 4.095,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.717.504 2 15.858.752,0 15.858.752,0 15.856.672 15.860.832 2.941,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.721.216 2 15.860.608,0 15.860.608,0 15.858.368 15.862.848 3.167,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.713.632 2 15.856.816,0 15.856.816,0 15.853.824 15.859.808 4.231,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.718.304 2 15.859.152,0 15.859.152,0 15.858.368 15.859.936 1.108,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.712.800 2 15.856.400,0 15.856.400,0 15.853.792 15.859.008 3.688,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.719.168 2 15.859.584,0 15.859.584,0 15.855.136 15.864.032 6.290,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 27.783.968 2 13.891.984,0 13.891.984,0 11.925.568 15.858.400 2.780.932,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.719.168 2 15.859.584,0 15.859.584,0 15.858.912 15.860.256 950,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.715.328 2 15.857.664,0 15.857.664,0 15.856.224 15.859.104 2.036,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.710.592 2 15.855.296,0 15.855.296,0 15.854.048 15.856.544 1.764,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.722.016 2 15.861.008,0 15.861.008,0 15.859.296 15.862.720 2.421,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.711.040 2 15.855.520,0 15.855.520,0 15.853.920 15.857.120 2.262,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.713.728 2 15.856.864,0 15.856.864,0 15.854.912 15.858.816 2.760,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.716.480 2 15.858.240,0 15.858.240,0 15.857.760 15.858.720 678,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.717.344 2 15.858.672,0 15.858.672,0 15.858.368 15.858.976 429,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.717.600 2 15.858.800,0 15.858.800,0 15.856.448 15.861.152 3.326,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.718.656 2 15.859.328,0 15.859.328,0 15.859.136 15.859.520 271,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.712.960 2 15.856.480,0 15.856.480,0 15.855.904 15.857.056 814,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.719.968 2 15.859.984,0 15.859.984,0 15.858.496 15.861.472 2.104,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.714.944 2 15.857.472,0 15.857.472,0 15.857.216 15.857.728 362,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.717.056 2 15.858.528,0 15.858.528,0 15.856.736 15.860.320 2.534,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.719.328 2 15.859.664,0 15.859.664,0 15.856.576 15.862.752 4.367,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.713.888 2 15.856.944,0 15.856.944,0 15.856.288 15.857.600 927,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.717.184 2 15.858.592,0 15.858.592,0 15.856.832 15.860.352 2.489,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.720.544 2 15.860.272,0 15.860.272,0 15.857.568 15.862.976 3.824,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.713.024 2 15.856.512,0 15.856.512,0 15.850.944 15.862.080 7.874,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.723.712 2 15.861.856,0 15.861.856,0 15.855.200 15.868.512 9.413,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
10,0 33.734.048 2 16.867.024,0 16.867.024,0 15.856.768 17.877.280 1.428.717,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.713.952 2 15.856.976,0 15.856.976,0 15.855.552 15.858.400 2.013,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.722.304 2 15.861.152,0 15.861.152,0 15.856.736 15.865.568 6.245,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.718.208 2 15.859.104,0 15.859.104,0 15.853.760 15.864.448 7.557,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.710.336 2 15.855.168,0 15.855.168,0 15.853.728 15.856.608 2.036,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.718.720 2 15.859.360,0 15.859.360,0 15.858.048 15.860.672 1.855,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.713.728 2 15.856.864,0 15.856.864,0 15.852.384 15.861.344 6.335,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.714.784 2 15.857.392,0 15.857.392,0 15.857.088 15.857.696 429,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.716.640 2 15.858.320,0 15.858.320,0 15.858.144 15.858.496 248,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.720.256 2 15.860.128,0 15.860.128,0 15.860.128 15.860.128 0,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.715.072 2 15.857.536,0 15.857.536,0 15.857.152 15.857.920 543,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.719.552 2 15.859.776,0 15.859.776,0 15.854.144 15.865.408 7.964,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.719.488 2 15.859.744,0 15.859.744,0 15.859.360 15.860.128 543,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.714.112 2 15.857.056,0 15.857.056,0 15.856.448 15.857.664 859,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.718.720 2 15.859.360,0 15.859.360,0 15.859.104 15.859.616 362,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.719.744 2 15.859.872,0 15.859.872,0 15.857.696 15.862.048 3.077,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.718.336 2 15.859.168,0 15.859.168,0 15.858.976 15.859.360 271,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.714.336 2 15.857.168,0 15.857.168,0 15.854.976 15.859.360 3.100,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.716.160 2 15.858.080,0 15.858.080,0 15.857.536 15.858.624 769,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.720.672 2 15.860.336,0 15.860.336,0 15.854.816 15.865.856 7.806,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.714.368 2 15.857.184,0 15.857.184,0 15.854.752 15.859.616 3.439,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
10,0 31.713.024 2 15.856.512,0 15.856.512,0 15.854.496 15.858.528 2.851,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.719.296 2 15.859.648,0 15.859.648,0 15.857.600 15.861.696 2.896,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.716.576 2 15.858.288,0 15.858.288,0 15.855.840 15.860.736 3.462,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.717.248 2 15.858.624,0 15.858.624,0 15.857.184 15.860.064 2.036,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.715.008 2 15.857.504,0 15.857.504,0 15.855.744 15.859.264 2.489,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.716.480 2 15.858.240,0 15.858.240,0 15.856.896 15.859.584 1.900,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.714.944 2 15.857.472,0 15.857.472,0 15.855.264 15.859.680 3.122,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.710.432 2 15.855.216,0 15.855.216,0 15.851.424 15.859.008 5.362,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.717.152 2 15.858.576,0 15.858.576,0 15.856.736 15.860.416 2.602,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.717.792 2 15.858.896,0 15.858.896,0 15.858.688 15.859.104 294,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.716.992 2 15.858.496,0 15.858.496,0 15.858.368 15.858.624 181,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.716.800 2 15.858.400,0 15.858.400,0 15.857.568 15.859.232 1.176,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.717.664 2 15.858.832,0 15.858.832,0 15.858.464 15.859.200 520,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.718.688 2 15.859.344,0 15.859.344,0 15.854.496 15.864.192 6.856,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.712.896 2 15.856.448,0 15.856.448,0 15.856.416 15.856.480 45,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
