3,0 14.184.576 2 7.092.288,0 7.092.288,0 6.045.248 8.139.328 1.480.738,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.260.224 2 8.130.112,0 8.130.112,0 8.126.944 8.133.280 4.480,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.264.672 2 8.132.336,0 8.132.336,0 8.122.144 8.142.528 14.413,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.249.888 2 8.124.944,0 8.124.944,0 8.112.416 8.137.472 17.717,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.252.800 2 8.126.400,0 8.126.400,0 8.108.896 8.143.904 24.754,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.250.528 2 8.125.264,0 8.125.264,0 8.106.112 8.144.416 27.085,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
4,0 13.121.024 2 6.560.512,0 6.560.512,0 5.009.408 8.111.616 2.193.592,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.262.176 2 8.131.088,0 8.131.088,0 8.123.904 8.138.272 10.159,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.258.816 2 8.129.408,0 8.129.408,0 8.122.752 8.136.064 9.413,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.303.872 2 8.151.936,0 8.151.936,0 8.145.664 8.158.208 8.869,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.261.536 2 8.130.768,0 8.130.768,0 8.127.904 8.133.632 4.050,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.221.504 2 8.110.752,0 8.110.752,0 8.109.088 8.112.416 2.353,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.306.304 2 8.153.152,0 8.153.152,0 8.148.224 8.158.080 6.969,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
3,0 9.941.408 2 4.970.704,0 4.970.704,0 4.966.528 4.974.880 5.905,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.245.504 2 8.122.752,0 8.122.752,0 8.105.856 8.139.648 23.894,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.245.856 2 8.122.928,0 8.122.928,0 8.121.760 8.124.096 1.651,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.235.296 2 8.117.648,0 8.117.648,0 8.101.344 8.133.952 23.057,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.251.840 2 8.125.920,0 8.125.920,0 8.124.928 8.126.912 1.402,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.242.144 2 8.121.072,0 8.121.072,0 8.107.808 8.134.336 18.758,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.252.608 2 8.126.304,0 8.126.304,0 8.119.584 8.133.024 9.503,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.248.512 2 8.124.256,0 8.124.256,0 8.117.984 8.130.528 8.869,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.281.184 2 8.140.592,0 8.140.592,0 8.116.768 8.164.416 33.692,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.235.296 2 8.117.648,0 8.117.648,0 8.115.584 8.119.712 2.918,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.258.656 2 8.129.328,0 8.129.328,0 8.123.840 8.134.816 7.761,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.271.456 2 8.135.728,0 8.135.728,0 8.126.048 8.145.408 13.689,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.277.920 2 8.138.960,0 8.138.960,0 8.131.040 8.146.880 11.200,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.291.680 2 8.145.840,0 8.145.840,0 8.106.624 8.185.056 55.459,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.275.008 2 8.137.504,0 8.137.504,0 8.131.424 8.143.584 8.598,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.235.872 2 8.117.936,0 8.117.936,0 8.109.344 8.126.528 12.150,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.289.824 2 8.144.912,0 8.144.912,0 8.121.504 8.168.320 33.103,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
6,0 20.899.200 2 10.449.600,0 10.449.600,0 8.146.112 12.753.088 3.257.624,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.267.328 2 8.133.664,0 8.133.664,0 8.129.184 8.138.144 6.335,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.263.136 2 8.131.568,0 8.131.568,0 8.120.224 8.142.912 16.042,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.290.656 2 8.145.328,0 8.145.328,0 8.109.824 8.180.832 50.210,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.226.848 2 8.113.424,0 8.113.424,0 8.107.008 8.119.840 9.073,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
4,0 11.682.464 2 5.841.232,0 5.841.232,0 5.830.560 5.851.904 15.092,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.259.872 2 8.129.936,0 8.129.936,0 8.121.632 8.138.240 11.743,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.268.864 2 8.134.432,0 8.134.432,0 8.127.776 8.141.088 9.413,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.244.800 2 8.122.400,0 8.122.400,0 8.114.272 8.130.528 11.494,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.237.984 2 8.118.992,0 8.118.992,0 8.114.816 8.123.168 5.905,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.250.144 2 8.125.072,0 8.125.072,0 8.121.888 8.128.256 4.502,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.307.264 2 8.153.632,0 8.153.632,0 8.117.888 8.189.376 50.549,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.264.416 2 8.132.208,0 8.132.208,0 8.125.824 8.138.592 9.028,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.284.640 2 8.142.320,0 8.142.320,0 8.122.144 8.162.496 28.533,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.271.296 2 8.135.648,0 8.135.648,0 8.118.400 8.152.896 24.392,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.296.128 2 8.148.064,0 8.148.064,0 8.133.056 8.163.072 21.224,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.316.256 2 8.158.128,0 8.158.128,0 8.121.632 8.194.624 51.613,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.229.760 2 8.114.880,0 8.114.880,0 8.101.664 8.128.096 18.690,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.259.456 2 8.129.728,0 8.129.728,0 8.122.912 8.136.544 9.639,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.255.200 2 8.127.600,0 8.127.600,0 8.117.536 8.137.664 14.232,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.274.816 2 8.137.408,0 8.137.408,0 8.114.112 8.160.704 32.945,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.249.664 2 8.124.832,0 8.124.832,0 8.122.144 8.127.520 3.801,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.280.864 2 8.140.432,0 8.140.432,0 8.135.040 8.145.824 7.625,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.256.736 2 8.128.368,0 8.128.368,0 8.106.656 8.150.080 30.705,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.244.480 2 8.122.240,0 8.122.240,0 8.105.184 8.139.296 24.120,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.296.928 2 8.148.464,0 8.148.464,0 8.131.296 8.165.632 24.279,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.253.760 2 8.126.880,0 8.126.880,0 8.114.496 8.139.264 17.513,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.270.560 2 8.135.280,0 8.135.280,0 8.124.608 8.145.952 15.092,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
4,0 16.235.296 2 8.117.648,0 8.117.648,0 8.111.808 8.123.488 8.259,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.268.288 2 8.134.144,0 8.134.144,0 8.122.464 8.145.824 16.518,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.290.336 2 8.145.168,0 8.145.168,0 8.098.592 8.191.744 65.868,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.238.272 2 8.119.136,0 8.119.136,0 8.107.968 8.130.304 15.793,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.259.968 2 8.129.984,0 8.129.984,0 8.112.256 8.147.712 25.071,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.273.888 2 8.136.944,0 8.136.944,0 8.117.728 8.156.160 27.175,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
4,0 10.956.576 2 5.478.288,0 5.478.288,0 5.105.376 5.851.200 527.377,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.261.504 2 8.130.752,0 8.130.752,0 8.113.152 8.148.352 24.890,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.221.664 2 8.110.832,0 8.110.832,0 8.104.416 8.117.248 9.073,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.233.696 2 8.116.848,0 8.116.848,0 8.108.672 8.125.024 11.562,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.246.528 2 8.123.264,0 8.123.264,0 8.112.704 8.133.824 14.934,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.250.784 2 8.125.392,0 8.125.392,0 8.120.480 8.130.304 6.946,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.251.936 2 8.125.968,0 8.125.968,0 8.122.016 8.129.920 5.589,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.252.736 2 8.126.368,0 8.126.368,0 8.115.744 8.136.992 15.024,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.277.920 2 8.138.960,0 8.138.960,0 8.134.240 8.143.680 6.675,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.285.440 2 8.142.720,0 8.142.720,0 8.114.208 8.171.232 40.322,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.212.768 2 8.106.384,0 8.106.384,0 8.099.392 8.113.376 9.888,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.225.600 2 8.112.800,0 8.112.800,0 8.092.512 8.133.088 28.691,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.289.312 2 8.144.656,0 8.144.656,0 8.140.832 8.148.480 5.408,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.269.824 2 8.134.912,0 8.134.912,0 8.113.600 8.156.224 30.139,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
4,0 16.249.728 2 8.124.864,0 8.124.864,0 8.108.064 8.141.664 23.758,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.263.488 2 8.131.744,0 8.131.744,0 8.131.328 8.132.160 588,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.195.168 2 8.097.584,0 8.097.584,0 8.097.312 8.097.856 384,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
4,0 13.968.992 2 6.984.496,0 6.984.496,0 5.840.416 8.128.576 1.617.973,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.261.536 2 8.130.768,0 8.130.768,0 8.129.632 8.131.904 1.606,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.297.792 2 8.148.896,0 8.148.896,0 8.130.976 8.166.816 25.342,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.270.656 2 8.135.328,0 8.135.328,0 8.135.136 8.135.520 271,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.278.368 2 8.139.184,0 8.139.184,0 8.116.064 8.162.304 32.696,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
4,0 16.263.104 2 8.131.552,0 8.131.552,0 8.113.664 8.149.440 25.297,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.235.616 2 8.117.808,0 8.117.808,0 8.111.008 8.124.608 9.616,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.258.368 2 8.129.184,0 8.129.184,0 8.123.328 8.135.040 8.281,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.313.728 2 8.156.864,0 8.156.864,0 8.126.112 8.187.616 43.489,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.272.384 2 8.136.192,0 8.136.192,0 8.131.520 8.140.864 6.607,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.266.176 2 8.133.088,0 8.133.088,0 8.126.880 8.139.296 8.779,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
4,0 16.238.880 2 8.119.440,0 8.119.440,0 8.106.112 8.132.768 18.848,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.255.744 2 8.127.872,0 8.127.872,0 8.118.272 8.137.472 13.576,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.272.096 2 8.136.048,0 8.136.048,0 8.116.736 8.155.360 27.311,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.234.368 2 8.117.184,0 8.117.184,0 8.110.432 8.123.936 9.548,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
4,0 16.212.384 2 8.106.192,0 8.106.192,0 8.094.848 8.117.536 16.042,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.230.656 2 8.115.328,0 8.115.328,0 8.098.816 8.131.840 23.351,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
6,0 22.168.096 2 11.084.048,0 11.084.048,0 8.131.328 14.036.768 4.175.776,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.234.944 2 8.117.472,0 8.117.472,0 8.113.696 8.121.248 5.340,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.262.976 2 8.131.488,0 8.131.488,0 8.126.016 8.136.960 7.738,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
4,0 16.274.752 2 8.137.376,0 8.137.376,0 8.115.072 8.159.680 31.542,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
4,0 13.980.992 2 6.990.496,0 6.990.496,0 5.846.144 8.134.848 1.618.358,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.237.792 2 8.118.896,0 8.118.896,0 8.116.736 8.121.056 3.054,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.277.152 2 8.138.576,0 8.138.576,0 8.134.560 8.142.592 5.679,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.233.088 2 8.116.544,0 8.116.544,0 8.095.520 8.137.568 29.732,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.305.440 2 8.152.720,0 8.152.720,0 8.130.720 8.174.720 31.112,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.256.224 2 8.128.112,0 8.128.112,0 8.117.568 8.138.656 14.911,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.284.640 2 8.142.320,0 8.142.320,0 8.111.200 8.173.440 44.010,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.268.448 2 8.134.224,0 8.134.224,0 8.123.168 8.145.280 15.635,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.233.824 2 8.116.912,0 8.116.912,0 8.110.816 8.123.008 8.621,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.263.584 2 8.131.792,0 8.131.792,0 8.129.536 8.134.048 3.190,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.277.696 2 8.138.848,0 8.138.848,0 8.116.704 8.160.992 31.316,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.263.392 2 8.131.696,0 8.131.696,0 8.120.384 8.143.008 15.997,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.286.912 2 8.143.456,0 8.143.456,0 8.115.232 8.171.680 39.914,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
4,0 16.277.600 2 8.138.800,0 8.138.800,0 8.124.096 8.153.504 20.794,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.219.840 2 8.109.920,0 8.109.920,0 8.108.480 8.111.360 2.036,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
4,0 16.216.192 2 8.108.096,0 8.108.096,0 8.100.128 8.116.064 11.268,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.234.784 2 8.117.392,0 8.117.392,0 8.106.784 8.128.000 15.002,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
4,0 16.235.136 2 8.117.568,0 8.117.568,0 8.101.696 8.133.440 22.446,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.258.240 2 8.129.120,0 8.129.120,0 8.122.784 8.135.456 8.960,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.245.632 2 8.122.816,0 8.122.816,0 8.114.208 8.131.424 12.173,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.276.192 2 8.138.096,0 8.138.096,0 8.123.136 8.153.056 21.156,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.307.936 2 8.153.968,0 8.153.968,0 8.141.536 8.166.400 17.581,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.252.768 2 8.126.384,0 8.126.384,0 8.122.656 8.130.112 5.272,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.239.648 2 8.119.824,0 8.119.824,0 8.113.184 8.126.464 9.390,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.272.128 2 8.136.064,0 8.136.064,0 8.124.608 8.147.520 16.201,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
4,0 16.283.232 2 8.141.616,0 8.141.616,0 8.122.080 8.161.152 27.628,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.261.664 2 8.130.832,0 8.130.832,0 8.128.032 8.133.632 3.959,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.247.968 2 8.123.984,0 8.123.984,0 8.116.384 8.131.584 10.748,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.255.648 2 8.127.824,0 8.127.824,0 8.118.048 8.137.600 13.825,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.234.784 2 8.117.392,0 8.117.392,0 8.106.816 8.127.968 14.956,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.268.704 2 8.134.352,0 8.134.352,0 8.121.216 8.147.488 18.577,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.270.688 2 8.135.344,0 8.135.344,0 8.118.592 8.152.096 23.690,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
4,0 16.244.992 2 8.122.496,0 8.122.496,0 8.104.576 8.140.416 25.342,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.258.880 2 8.129.440,0 8.129.440,0 8.124.064 8.134.816 7.602,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.235.904 2 8.117.952,0 8.117.952,0 8.103.008 8.132.896 21.134,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.266.656 2 8.133.328,0 8.133.328,0 8.119.872 8.146.784 19.029,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.314.272 2 8.157.136,0 8.157.136,0 8.138.816 8.175.456 25.908,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.289.824 2 8.144.912,0 8.144.912,0 8.115.072 8.174.752 42.200,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.266.432 2 8.133.216,0 8.133.216,0 8.113.536 8.152.896 27.831,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.245.568 2 8.122.784,0 8.122.784,0 8.098.560 8.147.008 34.257,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.250.784 2 8.125.392,0 8.125.392,0 8.099.712 8.151.072 36.317,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.281.376 2 8.140.688,0 8.140.688,0 8.134.944 8.146.432 8.123,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.282.880 2 8.141.440,0 8.141.440,0 8.114.304 8.168.576 38.376,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.305.024 2 8.152.512,0 8.152.512,0 8.134.784 8.170.240 25.071,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.296.544 2 8.148.272,0 8.148.272,0 8.147.904 8.148.640 520,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.244.480 2 8.122.240,0 8.122.240,0 8.116.352 8.128.128 8.326,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
5,0 16.264.544 2 8.132.272,0 8.132.272,0 8.118.976 8.145.568 18.803,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
4,0 16.253.632 2 8.126.816,0 8.126.816,0 8.122.080 8.131.552 6.697,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
4,0 16.256.096 2 8.128.048,0 8.128.048,0 8.100.544 8.155.552 38.896,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
4,0 16.262.432 2 8.131.216,0 8.131.216,0 8.109.376 8.153.056 30.886,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
